,Var1,Freq
183,Human spumaretrovirus,6
195,Influenza A virus (A/Beijing/1/1968(H3N2)),6
199,Influenza A virus (A/duck/Burjatia/652/1988(H3N8)),6
200,Influenza A virus (A/duck/WI/1938/80 (H1N1)),6
223,Lactococcus phage phiLC3,6
225,Lamb rotavirus,6
234,Maize stripe tenuivirus,6
243,Moloney murine leukemia virus,6
246,Mungbean yellow mosaic virus,6
249,Murid betaherpesvirus 2,6
251,Murine hepatitis virus strain A59,6
259,Omsk hemorrhagic fever virus,6
261,Orgyia pseudotsugata multiple nucleopolyhedrovirus,6
268,Ovine respiratory syncytial virus,6
271,Parvovirus R1,6
272,Pea enation mosaic virus 2,6
274,Peanut stripe virus,6
278,Pepper severe mosaic virus,6
280,Phage M13mp18,6
285,Porcine parvovirus,6
289,Potato virus A,6
300,Rat sialodacryoadenitis coronavirus,6
304,Rhinovirus B14,6
336,Staphylococcus phage phi-42,6
338,Strawberry latent ringspot virus satellite RNA,6
340,Sugarcane bacilliform MO virus,6
341,Sugarcane streak virus - [Natal],6
343,Sweet clover necrotic mosaic virus,6
346,Swinepox virus,6
349,Tobacco mosaic virus,6
351,Tobacco ringspot virus,6
358,Tomato ringspot virus,6
360,Tospovirus sp.,6
365,Turnip yellows virus,6
121,Fowl aviadenovirus 10,4
313,Rotavirus B,4
1,Adelaide River virus,3
11,Ateline alphaherpesvirus 1,3
17,Avian retrovirus FH3,3
18,Avian rotavirus Ty-1,3
19,Avian sarcoma virus 31,3
20,Bacillus phage Nf,3
21,Bacillus phage SP82,3
24,Bacillus virus SPO1,3
29,Beet curly top virus - California [Logan/Arabidopsis],3
32,Bluetongue virus 13,3
48,Bovine viral diarrhea virus 1-SD1,3
53,Canine adenovirus 1,3
54,Canine coronavirus,3
74,Cucumber mosaic virus,3
75,Cucumber mosaic virus satellite RNA,3
76,Cucumber necrosis virus,3
94,Enterobacteria phage K1F,3
95,Enterobacteria phage T2,3
120,Fowl aviadenovirus 1,3
129,Halobacterium phage phiH,3
144,Human adenovirus 1,3
145,Human adenovirus 11,3
149,Human adenovirus 41,3
163,Human endogenous retrovirus 1,3
171,Human papillomavirus,3
217,Johnsongrass mosaic virus,3
240,Mengo virus,3
264,Orthopoxvirus,3
302,Reticuloendotheliosis virus,3
318,Rubella virus,3
320,Salmonid herpesvirus 2,3
328,Soil-borne wheat mosaic virus,3
334,Squash leaf curl virus,3
337,Staphylococcus virus 11,3
344,Sweet potato feathery mottle virus (strain CH),3
363,Turnip mosaic virus,3
366,unidentified entomopoxvirus,3
376,Virus-like particle CAK1,3
40,Bovine gammaherpesvirus 4,1
103,Escherichia virus 186,1
119,Foot-and-mouth disease virus - type SAT 2,1
215,Jamestown Canyon virus,1
227,Leishmania RNA virus sp.,1
279,Phage 434,1
293,Pseudomonas phage phiPLS27,1
368,Ustilago maydis virus H1,1
,West Nile virus,0
