,Var1,Freq
314,Plum pox virus,31
26,Barley mild mosaic virus,30
36,Black Creek Canal orthohantavirus,30
69,Cercopithecine alphaherpesvirus 9,30
136,Feline infectious peritonitis virus,30
216,Infectious pancreatic necrosis virus,30
238,Jembrana disease virus,30
305,Peanut stunt virus,30
19,Avian metapneumovirus,28
21,Avian rotavirus PO-13,28
68,Cauliflower mosaic virus,28
102,"Ebola virus - Mayinga, Zaire, 1976",28
203,Human polyomavirus 1,28
219,Influenza A virus (A/Chicken/Mexico/31381-Avilab/94(H5N2)),28
223,Influenza A virus (A/Leningrad/134/1957(H2N2)),28
233,Influenza C virus (C/Yamagata/10/89),28
237,JC polyomavirus,28
283,Mus musculus polyomavirus 1,28
364,Simian SRV-like type D retrovirus,28
378,Squirrel monkey retrovirus,28
387,Sweet potato feathery mottle virus,28
427,Zaire ebolavirus,28
110,El Moro Canyon orthohantavirus,27
125,Escherichia virus HK97,27
178,Human betaherpesvirus 6,27
162,Hepatitis delta virus,25
104,Echovirus E11,24
192,Human papillomavirus,24
265,Maize dwarf mosaic virus,24
8,Alcelaphine gammaherpesvirus 1,23
213,Infectious bronchitis virus,23
360,Simian hemorrhagic fever virus,23
53,Bovine respirovirus 3,22
7,Ageratum yellow vein virus,21
20,Avian orthoreovirus,21
39,Bluetongue virus 2,21
41,Bombyx mori bidensovirus 2,21
47,Bovine gammaherpesvirus 4,21
58,Broad bean mottle virus,21
95,Dendrobium mosaic virus,21
98,Diadromus pulchellus idnoreovirus 1,21
107,Echovirus E5,21
138,Feline panleukopenia virus,21
141,Four Corners hantavirus,21
155,Helicoverpa armigera stunt virus,21
196,Human papillomavirus type 20,21
228,Influenza A virus (A/swine/Ange-Gardien/150/1990(H3N2)),21
229,Influenza A virus (A/swine/Germany/8533/1991(H1N1)),21
241,La Crosse virus,21
244,Lactobacillus phage mv4,21
250,Lambdapapillomavirus 2,21
290,Norwalk-like virus NLV/Honolulu/219/1992/US,21
316,Porcine adenovirus 3,21
359,Simian foamy virus-gorilla,21
367,Skunk calicivirus,21
369,Small ruminant morbillivirus,21
374,Spanish sheep encephalitis virus,21
382,Streptomyces phage R4,21
383,Streptomyces phage VWB,21
384,Striped jack nervous necrosis virus,21
396,Tomato spotted wilt orthotospovirus,21
404,Turnip mosaic virus,21
416,Walleye dermal sarcoma virus,21
421,Woodchuck hepatitis virus,21
255,Leucania separata nucleopolyhedrovirus,20
259,Lordsdale virus,20
261,Lymphocystis disease virus 1,20
280,Murine hepatitis virus,20
418,Western equine encephalitis virus,20
70,Cherry leaf roll virus,18
242,Lactate dehydrogenase-elevating virus,18
296,Orgyia pseudotsugata single capsid nuclopolyhedrovirus,18
126,Escherichia virus N4,16
145,Frog virus 3,16
389,Tick-borne encephalitis virus,16
9,Apple mosaic virus,15
11,Arabis mosaic virus,15
22,Baculovirus penaei,15
30,Bean common mosaic necrosis virus,15
38,Bluetongue virus 11,15
43,Borna disease virus 1,15
65,Caprine arthritis encephalitis virus,15
77,Citrus tatter leaf virus,15
81,Classical swine fever virus - Alfort/187,15
92,Cucumber necrosis virus,15
93,Cydia pomonella granulovirus,15
96,Dengue virus 1,15
99,Dobrava-Belgrade orthohantavirus,15
103,Echovirus 9 strain Hill,15
105,Echovirus E12,15
111,Endogenous mouse mammary tumor virus 30,15
121,Equid gammaherpesvirus 2,15
130,Escherichia virus T5,15
133,Felid alphaherpesvirus 1,15
139,Foot-and-mouth disease virus,15
142,Fowl aviadenovirus 1,15
144,Friend mink cell focus-forming virus,15
159,Hepatitis C virus genotype 2,15
175,Human astrovirus 3,15
180,Human betaherpesvirus 6B,15
182,Human calicivirus strain Melksham,15
201,Human poliovirus 2,15
208,Human rotavirus C,15
214,Infectious bursal disease virus,15
221,Influenza A virus (A/duck/Hong Kong/245/1977(H3N2)),15
222,Influenza A virus (A/Leningrad/109/1991(H1N1)),15
225,Influenza A virus (A/ostrich/South Africa/5352/92(H7N1)),15
230,Influenza A virus (A/swine/St-Hyacinthe/148/1990(H1N1)),15
235,Jamestown Canyon virus,15
249,Lactococcus virus c2,15
253,Lettuce infectious yellows virus,15
264,Macacine alphaherpesvirus 1,15
269,Marburg marburgvirus,15
271,Methanobacterium virus psiM1,15
273,Molluscum contagiosum virus subtype 1,15
315,Porcine adenovirus 1,15
325,Potato virus A,15
327,Potato virus Y,15
331,Pseudomonas phage PP7,15
340,RD114 retrovirus,15
345,Rice ragged stunt virus,15
350,Saint Louis encephalitis virus,15
355,Semliki Forest virus,15
390,Tobacco etch virus,15
412,Venezuelan equine encephalitis virus,15
243,Lactobacillus phage LL-H,13
329,Prunus necrotic ringspot virus,13
46,Bovine coronavirus,12
116,Enterobacteria phage RB69,12
174,Human alphaherpesvirus 2,12
257,Listeria phage A118,12
297,Oryza sativa alphaendornavirus,12
45,Bovine alphaherpesvirus 5,11
140,Foot-and-mouth disease virus - type C,11
224,Influenza A virus (A/NWS/1933(H1N1)),11
2,Actinophage RP3,10
4,African horse sickness virus,10
10,Apricot latent virus,10
15,Autographa californica nucleopolyhedrovirus,10
17,Avian leukosis virus,10
32,Bean yellow mosaic virus,10
34,Beet necrotic yellow vein virus,10
55,Bovine rotavirus 993/83,10
62,Budgerigar fledgling disease virus - 1,10
63,Canid alphaherpesvirus 1,10
64,Canine adenovirus 2,10
86,Cowpea mottle virus,10
91,Cucumber mosaic virus satellite RNA,10
101,Drosophila melanogaster sigmavirus,10
108,Ectocarpus siliculosus virus 1,10
109,Ectromelia virus,10
119,Epizootic hemorrhagic disease virus 2,10
132,Feldmannia species virus,10
149,Giardia lamblia virus,10
156,Heliothis zea nudivirus,10
185,Human endogenous retrovirus K,10
205,Human rhinovirus sp.,10
226,Influenza A virus (A/seal/Massachusetts/3911/1992(H3N3)),10
246,Lactococcus phage 936,10
252,Leishmania RNA virus 2 - 1,10
263,Macaca mulatta polyomavirus 1,10
268,Mapuera rubulavirus,10
284,Muscovy duck parvovirus,10
286,Myxoma virus,10
288,Newcastle disease virus (Ow/Tw/2209/95),10
298,Ovine adenovirus 7,10
299,Ovine lentivirus,10
300,Ovine papillomavirus,10
301,Papiine alphaherpesvirus 2,10
302,Papiine gammaherpesvirus 1,10
307,Pelargonium flower break virus,10
308,Penaeus chinensis hepandensovirus,10
309,Pepper vein yellows virus,10
310,Pestivirus type 3,10
319,Porcine hemagglutinating encephalomyelitis virus,10
322,Porcine rotavirus CN86,10
323,Porpoise morbillivirus,10
324,Potato mop-top virus,10
332,Pseudomonas virus D3112,10
335,Rabbit fibroma virus,10
336,Rabbit hemorrhagic disease virus-SD,10
347,Ross River virus,10
348,Rotavirus sp.,10
352,Salmonella virus SP6,10
354,Satellites of Trichomonas vaginalis T1 virus,10
362,Simian parvovirus,10
377,Squash leaf curl China virus,10
379,Staphylococcus phage phi-42,10
391,Tobacco rattle virus,10
392,Tomato black ring virus,10
395,Tomato ringspot virus,10
398,Tomato yellow leaf curl Sardinia virus-[Sicily],10
406,Tyuleniy virus,10
408,unidentified entomopoxvirus,10
415,Visna-maedi virus,10
422,Xanthomonas phage Cf1t,10
423,Xanthomonas virus Cf1c,10
24,Banana bunchy top virus,9
60,Brome mosaic virus,9
262,Lymphocytic choriomeningitis mammarenavirus,9
326,Potato virus X,9
385,Subterranean clover stunt virus,9
411,Variola virus,9
16,Avian avulavirus 1,7
1,Acetobacter phage Acm1,6
3,Adelaide River virus,6
12,Arenavirus sp.,6
14,Aura virus,6
18,Avian leukosis virus HPRS103,6
25,Banzi virus,6
33,Beet mild yellowing virus,6
37,Blueberry scorch virus,6
54,Bovine rotavirus,6
61,Brome streak mosaic virus,6
66,Carnation Italian ringspot virus,6
67,Cassava vein mosaic virus,6
74,Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,6
85,Cotia virus,6
87,Coxsackievirus A1,6
94,Cymbidium mosaic virus,6
100,Dolphin morbillivirus,6
106,Echovirus E30,6
113,Enterobacteria phage M11,6
120,Equid alphaherpesvirus 8,6
123,Escherichia virus 186,6
131,Faba bean necrotic yellows C1 alphasatellite,6
134,Feline calicivirus,6
143,Fowl aviadenovirus 10,6
150,Goose parvovirus,6
151,Grapevine fanleaf virus,6
165,Hirame novirhabdovirus,6
166,Human adenovirus 15,6
167,Human adenovirus 16,6
170,Human adenovirus 5,6
171,Human adenovirus 7,6
183,Human coronavirus OC43,6
186,Human enterovirus 70,6
195,Human papillomavirus type 2,6
204,Human rhinovirus A16,6
209,Human spumaretrovirus,6
218,Influenza A virus (A/Beijing/353/1989(H3N2)),6
220,Influenza A virus (A/chicken/Victoria/75(H7N7)),6
232,Influenza C virus,6
245,Lactobacillus phage phiadh,6
247,Lactococcus phage bIL66,6
248,Lactococcus phage BK5-T,6
254,Lettuce mosaic virus,6
260,Lymantria dispar multiple nucleopolyhedrovirus,6
272,Mokola lyssavirus,6
278,Murine adenovirus 1,6
285,Mycoplasma virus P1,6
292,Oat chlorotic stunt virus,6
294,Olive latent virus 2,6
313,Piry virus,6
318,Porcine epidemic diarrhea virus,6
321,Porcine reproductive and respiratory syndrome virus 2,6
328,Pothos latent virus,6
330,Pseudalatia unipuncta granulovirus,6
333,Pseudomonas virus phiCTX,6
337,Rabbitpox virus,6
338,Rabies lyssavirus,6
339,Raccoonpox virus,6
341,Reovirus sp.,6
342,Retroviridae,6
344,Rice hoja blanca tenuivirus,6
349,Rubella virus,6
351,Salmonella virus P22,6
353,San Miguel sea lion virus,6
356,Sheeppox virus,6
357,Simian adenovirus 19,6
370,Soil-borne wheat mosaic virus,6
371,Southampton virus,6
373,Soybean mosaic virus,6
376,Spodoptera littoralis nucleopolyhedrovirus,6
381,Streptococcus phage Cp-1,6
388,Theiler's encephalomyelitis virus,6
394,Tomato leaf curl New Delhi virus-Severe,6
403,Turkey adenovirus 3,6
405,Turnip vein-clearing virus,6
409,unidentified phage,6
413,Vibrio virus K139,6
419,Wheat dwarf virus,6
424,Yaba monkey tumor virus,6
13,Atkinsonella hypoxylon virus,3
23,Banana bract mosaic virus,3
40,Bluetongue virus 3,3
49,Bovine immunodeficiency virus FL112,3
50,Bovine immunodeficiency virus OK,3
52,Bovine orthopneumovirus,3
57,Bovine viral diarrhea virus 2,3
59,Broadhaven virus,3
76,Citrus leaf rugose virus,3
79,Citrus variegation virus,3
89,Coxsackievirus B5,3
115,Enterobacteria phage phi80,3
118,Epizootic hemorrhagic disease virus 1,3
128,Escherichia virus phiX174,3
153,Halorubrum phage HF2,3
168,Human adenovirus 31,3
169,Human adenovirus 34a,3
172,Human adenovirus D8,3
200,Human parvovirus B19,3
206,Human rotavirus,3
231,Influenza A virus (A/WSN(H1N1)),3
251,Leishmania RNA virus 1 - 13,3
256,Lilac ring mottle virus,3
258,Listeria virus A511,3
304,Pea early-browning virus,3
346,Rinderpest morbillivirus,3
358,Simian foamy virus,3
372,Southern bean mosaic virus,3
375,Spodoptera frugiperda multiple nucleopolyhedrovirus,3
380,Staphylococcus virus 11,3
393,Tomato leaf curl Bangalore virus,3
400,Trichomonas vaginalis virus,3
401,Trichomonas vaginalis virus 1,3
407,unidentified baculovirus,3
414,Viral hemorrhagic septicemia virus,3
417,Watermelon silver mottle orthotospovirus,3
5,African horse sickness virus 4,1
27,Barley stripe mosaic virus,1
71,Cherry virus A,1
124,Escherichia virus BF23,1
194,Human papillomavirus type 1a,1
239,K28 killer virus,1
267,Mammalian orthoreovirus 3,1
312,Phocid alphaherpesvirus 1,1
317,Porcine adenovirus 4,1
425,Yam mosaic virus,1
,Dengue virus 3,0
,West Nile virus,0
