,Var1,Freq
189,Human immunodeficiency virus 1,2860
157,Hepacivirus C,906
210,Human T-cell leukemia virus type I,410
212,Human T-lymphotropic virus 2,308
361,Simian immunodeficiency virus,257
270,Measles morbillivirus,213
78,Citrus tristeza virus,187
158,Hepatitis B virus,178
334,Puumala orthohantavirus,153
44,Bovine alphaherpesvirus 1,145
80,Classical swine fever virus,138
363,Simian retrovirus 2,132
135,Feline immunodeficiency virus,130
146,Gallid alphaherpesvirus 1,124
129,Escherichia virus T4,110
6,African swine fever virus,97
97,Dengue virus 2,93
199,Human parainfluenza virus 4a,91
289,Norovirus isolates,87
281,Murine leukemia virus,83
198,Human papillomavirus type 6b,81
275,Mouse mammary tumor virus,79
164,Hepatovirus A,78
211,Human T-cell lymphotropic virus type 2a,78
306,Pegivirus A,78
176,Human astrovirus 4,76
207,Human rotavirus A,76
148,GB virus C,72
187,Human gammaherpesvirus 4,72
426,Yellow fever virus,72
295,Orf virus,70
114,Enterobacteria phage P4,66
127,Escherichia virus P2,66
217,Influenza A virus (A/Beijing/32/1992(H3N2)),66
274,Morbillivirus,66
366,Sin Nombre orthohantavirus,66
147,Gallid alphaherpesvirus 2,65
35,Beet western yellows virus,63
236,Japanese encephalitis virus,63
90,Cucumber mosaic virus,62
365,Simian T-lymphotropic virus 1,62
181,Human betaherpesvirus 7,61
188,Human gammaherpesvirus 8,60
343,Rice dwarf virus,60
56,Bovine viral diarrhea virus 1,59
397,Tomato yellow leaf curl Sardinia virus,58
410,Vaccinia virus,58
51,Bovine leukemia virus,56
154,Hantavirus sp.,56
160,Hepatitis C virus subtype 1b,56
240,Karelian fever virus,55
179,Human betaherpesvirus 6A,54
386,Suid alphaherpesvirus 1,54
399,Transmissible gastroenteritis virus,54
276,Mumps rubulavirus,51
83,Cocksfoot mottle virus,49
173,Human alphaherpesvirus 1,49
197,Human papillomavirus type 6a,48
320,Porcine reproductive and respiratory syndrome virus,48
84,Convict Creek 107 virus,46
112,Enterobacteria phage K1,46
28,Barley yellow mosaic virus,45
31,Bean golden yellow mosaic virus [HomesteadFL],45
88,Coxsackievirus B3,45
191,Human orthopneumovirus,45
291,Norwalk-like virus NLV/New Orleans/266/1993/US,45
368,Small round structured virus,45
402,Tula orthohantavirus,45
420,wild poliovirus type 3,45
293,Odontoglossum ringspot virus,43
163,Hepatitis E virus,42
190,Human immunodeficiency virus 2,42
193,Human papillomavirus type 16,42
303,Paramecium bursaria Chlorella virus 1,42
42,Bombyx mori nucleopolyhedrovirus,40
29,Bayou orthohantavirus,39
177,Human betaherpesvirus 5,37
48,Bovine herpesvirus type 1.1,36
72,Chicken anemia virus,36
82,Clostridium botulinum D phage,36
137,Feline leukemia virus,36
152,Grapevine leafroll-associated virus 3,36
161,Hepatitis C virus subtype 5a,36
184,Human endogenous retrovirus,36
202,Human poliovirus 3,36
227,Influenza A virus (A/sw/Obihiro/5/1992(H1N1)),36
234,Isla Vista hantavirus,36
266,Malacky virus,36
279,Murine AIDS virus-related provirus,36
282,Murine respirovirus,36
287,New York hantavirus,36
311,Phage fuse 5,36
75,Choristoneura fumiferana multiple nucleopolyhedrovirus,35
122,Equine arteritis virus,35
277,Murid betaherpesvirus 1,35
73,Chlorella virus,34
428,Zucchini yellow mosaic virus,34
215,Infectious hematopoietic necrosis virus,33
117,Enterovirus A71,31
