,Var1,Freq
1,Adeno-associated virus - 1,21
24,Beet severe curly top virus - Cfh [Beta],21
30,Border disease virus strain 135661,21
32,Bovine adenovirus 3,21
36,Bovine calicivirus strain Jena,21
40,Bovine group B rotavirus,21
44,Bovine viral diarrhea virus-1 isolate 871,21
48,Brazilian caprine lentivirus,21
60,Carnation mottle virus,21
66,Chicken anemia virus,21
72,Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,21
74,Choristoneura fumiferana multiple nucleopolyhedrovirus,21
86,Coxsackievirus B6,21
89,Cryphonectria hypovirus 3,21
95,Dengue virus 1,21
102,Echovirus E11,21
125,Feline adenovirus,21
154,Hepatitis GB virus B,21
164,Human adenovirus E4,21
167,Human alphaherpesvirus 3,21
173,Human endogenous retrovirus K,21
184,Human papillomavirus type 18,21
185,Human papillomavirus type 5b,21
196,Human rotavirus IAL28,21
201,Hyposoter didymator ichnovirus,21
211,Influenza A virus (A/Fiji/15899/83(H1N1)),21
252,Lymphocytic choriomeningitis virus (strain WE),21
261,Mamestra brassicae multiple nucleopolyhedrovirus,21
266,Melanoplus sanguinipes entomopoxvirus 'O',21
280,Muscovy duck reovirus,21
292,Oenococcus phage fOg44,21
302,Pepper golden mosaic virus - [Mexico],21
308,Porcine circovirus,21
311,Porcine enteric sapovirus,21
326,Pseudomonas phage phi10,21
329,Puffinosis coronavirus,21
343,Rhizobium phage 16-3,21
352,Rotavirus G2,21
353,Rotavirus G3,21
354,Rotavirus G4,21
369,Simian foamy virus,21
373,Simian T-lymphotropic virus 1,21
375,Snow goose hepatitis B virus,21
387,Sugarcane streak Egypt virus - [Giza],21
394,Thosea asigna virus,21
406,Toxoneuron nigriceps bracovirus,21
420,Vesicular exanthema of swine virus A48,21
432,Woodchuck hepatitis virus,21
434,Xestia c-nigrum granulovirus,21
2,Adeno-associated virus - 5,20
236,Jaagsiekte sheep retrovirus,20
243,Lactobacillus phage A2,20
338,Rat cytomegalovirus Maastricht,20
342,Reptilian ferlavirus,20
350,Rotavirus C,20
397,Tobacco mosaic virus,20
414,Turkey coronavirus,20
313,Porcine lymphotropic herpesvirus 1,18
321,Potato virus A,18
337,Rat coronavirus,18
272,Mumps rubulavirus,17
213,Influenza A virus (A/goose/Guangdong/1/1996(H5N1)),16
255,Macacine gammaherpesvirus 4,16
318,Porcine teschovirus 1,16
439,Zucchini yellow mosaic virus,16
8,Anolis carolinensis retrovirus,15
16,Bamboo mosaic virus,15
18,Barley yellow dwarf virus MAV,15
22,Bean yellow mosaic virus,15
34,Bovine alphaherpesvirus 2,15
50,Brome mosaic virus,15
81,Cotesia congregata bracovirus,15
82,Cotton leaf curl virus,15
94,Deer tick virus,15
108,Enterobacteria phage RB49,15
111,Enterovirus sp.,15
112,Epizootic haematopoietic necrosis virus,15
130,Foot-and-mouth disease virus - type A,15
135,Fusarium poae virus 1,15
161,Human adenovirus 5,15
171,Human calicivirus NLV/Chesterfield/434/1997/US,15
172,Human calicivirus strain Arg320,15
192,Human rhinovirus sp.,15
195,Human rotavirus C/Bristol,15
209,Influenza A virus (A/chicken/New York/13142-5/1994(H7N2)),15
210,Influenza A virus (A/chicken/New York/13828-3/1995(H2N2)),15
222,Influenza A virus (A/Texas/36/1991(H1N1)),15
226,Influenza A virus (A/turkey/Ramon/73 (H5N2)),15
232,Influenza B virus (B/Taiwan/3143/97),15
264,Mayaro virus,15
275,Murid gammaherpesvirus 4,15
285,Norovirus Bo/Newbury2/1976/UK,15
289,Norwalk-like virus NLV/Miami Beach/326/1995/US,15
290,Norwalk-like virus sp.,15
293,Ophiostoma mitovirus 4,15
299,Paramecium bursaria Chlorella virus CVK2,15
304,Phage 21,15
306,Picornaviridae strain 62.9,15
309,Porcine circovirus 2,15
319,Potato leafroll virus,15
328,Pseudomonas virus phiCTX,15
336,Ranid herpesvirus 1,15
341,Regina ranavirus,15
349,Rotavirus B,15
356,Rotavirus str. US1205,15
364,Sclerophthora macrospora virus B,15
374,Sindbis virus,15
378,Spodoptera littoralis nucleopolyhedrovirus,15
388,Sugarcane streak mosaic virus,15
399,Tomato dwarf leaf curl virus,15
401,Tomato spotted wilt orthotospovirus,15
416,unidentified adenovirus,15
421,VESV-like calicivirus,15
415,Turnip mosaic virus,13
75,Chuzan virus,12
331,Rabbit fibroma virus,12
339,Red clover necrotic mosaic virus,12
340,Red seabream iridovirus,11
7,Anatid alphaherpesvirus 1,10
14,Bacillus virus GA1,10
20,Bean calico mosaic virus,10
33,Bovine alphaherpesvirus 1,10
45,Bovine viral diarrhea virus-1 strain C86,10
47,Bovine viral diarrhea virus 2,10
59,Canine rotavirus K9,10
65,Chelonus inanitus bracovirus,10
73,Choristoneura fumiferana granulovirus,10
79,Corynephage 304L,10
84,Coxsackievirus A1,10
85,Coxsackievirus B2,10
87,Crimean-Congo hemorrhagic fever orthonairovirus,10
90,Cryphonectria parasitica hypovirulence associated virus,10
98,Dioscorea bacilliform virus,10
115,Equid gammaherpesvirus 5,10
117,Equine infectious anemia virus,10
119,Escherichia virus P1,10
124,Felid alphaherpesvirus 1,10
131,Foot-and-mouth disease virus - type Asia 1,10
143,Hamiltonella virus APSE1,10
149,Hepatitis C virus subtype 2a,10
157,Human adenovirus 1,10
187,Human papillomavirus type 83,10
200,Human torovirus,10
204,Influenza A virus (A/Brevig Mission/1/1918(H1N1)),10
206,Influenza A virus (A/Chicken/Hong Kong/728/97 (H5N1)),10
207,Influenza A virus (A/chicken/Hong Kong/G9/1997(H9N2)),10
231,Influenza B virus (B/Memphis/3/89),10
240,Kappapapillomavirus 2,10
247,Largemouth bass virus,10
249,Lumpy skin disease virus,10
254,Macaca mulatta rhadinovirus 17577,10
260,Maize streak virus,10
276,Murine coronavirus RA59/R13,10
286,Norovirus GII,10
291,Nudaurelia capensis beta virus,10
295,Oryza sativa alphaendornavirus,10
303,Periplaneta fuliginosa densovirus,10
310,Porcine cytomegalovirus B6,10
324,Prunus necrotic ringspot virus,10
332,Rabbit picobirnavirus,10
335,Rangiferine herpesvirus 1,10
358,Sacbrood virus,10
359,Saint Louis encephalitis virus,10
361,Salmon pancreas disease virus,10
371,Simian immunodeficiency virus - agm,10
393,Thogoto thogotovirus,10
400,Tomato leaf curl Sinaloa virus,10
402,Tomato yellow leaf curl virus,10
412,Tupaia paramyxovirus,10
413,Tupaiid betaherpesvirus 1,10
418,Vaccinia virus,10
422,Vibrio phage KVP40,10
423,Vibrio virus K139,10
424,Viral hemorrhagic septicemia virus,10
426,Walleye epidermal hyperplasia virus 1,10
435,Yam mild mosaic virus,10
257,Macropodid alphaherpesvirus 1,9
398,Tobacco rattle virus,9
3,Aedes aegypti densovirus,6
17,Banana bract mosaic virus,6
21,Bean pod mottle virus,6
25,Beet yellows virus,6
28,Bombyx mori bidensovirus 2,6
29,Bombyx mori nucleopolyhedrovirus,6
35,Bovine alphaherpesvirus 5,6
37,Bovine coronavirus,6
38,Bovine enterovirus strain K2577,6
52,Cali mammarenavirus,6
54,Camberwell virus,6
62,Cauliflower mosaic virus,6
64,Chandipura virus,6
67,Chilli vein-banding mottle virus,6
80,Corynephage phi16,6
93,Cucurbit yellow stunting disorder virus,6
105,Echovirus E5,6
106,Elderberry latent virus,6
132,Foot-and-mouth disease virus - type C,6
133,Foot-and-mouth disease virus - type O,6
138,Garlic virus A,6
140,Gloxinia ringspot virus,6
141,Grapevine rupestris stem pitting-associated virus,6
156,Himetobi P virus,6
166,Human alphaherpesvirus 2,6
225,Influenza A virus (A/Tokyo/70/97),6
229,Influenza B virus (B/Harbin/7/1994),6
233,Influenza B virus (B/Yamagata/1/73),6
235,Invertebrate iridescent virus 6,6
242,Lactate dehydrogenase-elevating virus,6
244,Lactobacillus phage phiadh,6
245,Lactococcus phage TPW22,6
246,Lambdoid phage HB-4,6
258,Macroptilium mosaic virus,6
268,Melon necrotic spot virus,6
277,Murine hepatitis virus,6
279,Murray Valley encephalitis virus,6
284,Newcastle disease virus (Ow/Tw/2209/95),6
297,Oyster herpes-like virus,6
301,Peanut stunt virus,6
314,Porcine lymphotropic herpesvirus 2,6
317,Porcine reproductive and respiratory syndrome virus 2,6
320,Potato mop-top virus,6
323,Potato virus Y strain N,6
327,Pseudomonas virus D3,6
334,Rachiplusia ou MNPV,6
348,Rotavirus A,6
362,Salmonella phage MB78,6
363,Satsuma dwarf virus,6
366,Shigella phage 7888,6
367,Shigella virus Sf6,6
379,Staphylococcus virus 187,6
382,Streptococcus phage SV1,6
384,Streptococcus virus Sfi11,6
403,Tomato yellow leaf curl virus - Il,6
409,Trichoplusia ni granulovirus,6
425,Viral hemorrhagic septicemia virus Fil3,6
6,Alternanthera mosaic virus,3
15,Bacteroides phage B40-8,3
26,Blackcurrant reversion virus,3
41,Bovine herpesvirus type 1.1,3
51,Cache Valley virus,3
53,California encephalitis virus,3
55,Campoletis sonorensis ichnovirus,3
63,Cercopithecine alphaherpesvirus 9,3
68,Chilli veinal mottle virus,3
88,Cryphonectria hypovirus 1,3
103,Echovirus E25,3
118,Escherichia virus BF23,3
121,Escherichia virus T5,3
122,Escherichia virus Wphi,3
128,Flammulina velutipes browning virus,3
134,Foot-and-mouth disease virus - type SAT 2,3
136,Gallid alphaherpesvirus 1,3
144,Hantaan orthohantavirus,3
145,Heliothis armigera entomopoxvirus,3
160,Human adenovirus 41,3
162,Human adenovirus 7,3
169,Human betaherpesvirus 6,3
174,Human endogenous retrovirus W,3
182,Human papillomavirus - cand85,3
205,Influenza A virus (A/Chicken/Beijing/1/1996(H9N2)),3
212,Influenza A virus (A/Fort Monmouth/1/1947-mouse adapted(H1N1)),3
224,Influenza A virus (A/Tokyo/1511/98(H3N2)),3
238,Japanese yam mosaic virus,3
241,Kashmir bee virus,3
248,Leuconostoc phage 10MC,3
267,Melao virus,3
270,Mirabilis mosaic virus,3
281,Mycoplasma phage MAV1,3
300,Pea early-browning virus,3
305,Phage Gifsy-1,3
351,Rotavirus G1 strain 1992A,3
380,Staphylococcus virus Twort,3
381,Stealth virus 1,3
383,Streptococcus virus DT1,3
386,Striped jack nervous necrosis virus,3
391,Sweet potato leaf curl virus,3
396,Tobacco leaf curl Japan virus,3
410,Trichoplusia ni single nucleopolyhedrovirus,3
417,unidentified baculovirus,3
428,Western equine encephalitis virus,3
431,Wiseana iridescent virus,3
438,Yellowtail ascites virus,3
13,Avian orthoreovirus,1
57,Canine coronavirus,1
92,Cucumber mosaic virus satellite RNA,1
216,Influenza A virus (A/Nagasaki/48/95(H3N2)),1
217,Influenza A virus (A/Nagasaki/76/98(H3N2)),1
218,Influenza A virus (A/Nagasaki/93/98(H3N2)),1
219,Influenza A virus (A/Nagasaki/97/95(H3N2)),1
259,Macroptilium yellow mosaic virus-[Cuba],1
273,Mungbean yellow mosaic India virus,1
307,Porcine adenovirus 3,1
