Auth1,Auth2
"Attoui,H.","De Micco,P.H."
"Attoui,H.","de Lamballerie,X."
"Attoui,H.","Charrel,R.N."
"Attoui,H.","Biagini,P."
"Attoui,H.","Cantaloube,J.F."
"Abed,Y.","De Micco,P.H."
"Abed,Y.","de Lamballerie,X."
"Abed,Y.","Charrel,R.N."
"Abed,Y.","Biagini,P."
"Abed,Y.","Cantaloube,J.F."
"De Micco,P.H.","de Lamballerie,X."
"De Micco,P.H.","Charrel,R.N."
"De Micco,P.H.","Biagini,P."
"De Micco,P.H.","Cantaloube,J.F."
"de Lamballerie,X.","Charrel,R.N."
"de Lamballerie,X.","Biagini,P."
"de Lamballerie,X.","Cantaloube,J.F."
"Charrel,R.N.","Biagini,P."
"Charrel,R.N.","Cantaloube,J.F."
"Biagini,P.","Cantaloube,J.F."
"Farrell,H.E.","Rawlinson,W.D."
"Farrell,H.E.","Barrell,B.G."
"Rawlinson,W.D.","Barrell,B.G."
"Gong,Y.","Trowbridge,R."
"Gong,Y.","Macnaughton,T."
"Gong,Y.","Westaway,E."
"Gong,Y.","Shannon,A."
"Gong,Y.","Gowans,E."
"Trowbridge,R.","Macnaughton,T."
"Trowbridge,R.","Westaway,E."
"Trowbridge,R.","Shannon,A."
"Trowbridge,R.","Gowans,E."
"Macnaughton,T.","Westaway,E."
"Macnaughton,T.","Shannon,A."
"Macnaughton,T.","Gowans,E."
"Westaway,E.","Shannon,A."
"Westaway,E.","Gowans,E."
"Shannon,A.","Gowans,E."
"Aleman,M.E.","Fauquet,C."
"Reis,J.K.P.","Ferraz,I.B.F."
"Reis,J.K.P.","Leite,R.C."
"Reis,J.K.P.","Kroon,E.G."
"Reis,J.K.P.","Ferreira,P.C.P."
"Ferraz,I.B.F.","Leite,R.C."
"Ferraz,I.B.F.","Kroon,E.G."
"Ferraz,I.B.F.","Ferreira,P.C.P."
"Leite,R.C.","Kroon,E.G."
"Leite,R.C.","Ferreira,P.C.P."
"Kroon,E.G.","Ferreira,P.C.P."
"Kang,W.","Crook,N.E."
"Kang,W.","Winstanley,D."
"Kang,W.","O'Reilly,D.R."
"Crook,N.E.","Winstanley,D."
"Crook,N.E.","O'Reilly,D.R."
"Winstanley,D.","O'Reilly,D.R."
"Crook,N.E.","James,J.D."
"Crook,N.E.","Smith,I.R.L."
"Crook,N.E.","Winstanley,D."
"James,J.D.","Smith,I.R.L."
"James,J.D.","Winstanley,D."
"Smith,I.R.L.","Winstanley,D."
"Milne,R.S.B.","Mathers,K.E."
"Milne,R.S.B.","Booth,J.C."
"Mathers,K.E.","Booth,J.C."
"Sherwood,J.L.","Chenault,K.D."
"Sherwood,J.L.","Hunger,R.M."
"Chenault,K.D.","Hunger,R.M."
"Barrie,K.A.","Perez,E.E."
"Barrie,K.A.","Lamers,S.L."
"Barrie,K.A.","Farmerie,W.G."
"Barrie,K.A.","Dunn,B.M."
"Barrie,K.A.","Sleasman,J.W."
"Barrie,K.A.","Goodenow,M.M."
"Perez,E.E.","Lamers,S.L."
"Perez,E.E.","Farmerie,W.G."
"Perez,E.E.","Dunn,B.M."
"Perez,E.E.","Sleasman,J.W."
"Perez,E.E.","Goodenow,M.M."
"Lamers,S.L.","Farmerie,W.G."
"Lamers,S.L.","Dunn,B.M."
"Lamers,S.L.","Sleasman,J.W."
"Lamers,S.L.","Goodenow,M.M."
"Farmerie,W.G.","Dunn,B.M."
"Farmerie,W.G.","Sleasman,J.W."
"Farmerie,W.G.","Goodenow,M.M."
"Dunn,B.M.","Sleasman,J.W."
"Dunn,B.M.","Goodenow,M.M."
"Sleasman,J.W.","Goodenow,M.M."
"Novotny,M.J.","Spear,P.G."
"Carpenter,M.A.","Roelke-Parker,M.E."
"Carpenter,M.A.","Appel,M.J.E."
"Carpenter,M.A.","Munson,L."
"Carpenter,M.A.","O'Brien,S.J."
"Roelke-Parker,M.E.","Appel,M.J.E."
"Roelke-Parker,M.E.","Munson,L."
"Roelke-Parker,M.E.","O'Brien,S.J."
"Appel,M.J.E.","Munson,L."
"Appel,M.J.E.","O'Brien,S.J."
"Munson,L.","O'Brien,S.J."
"Tachedjian,G.","Mellors,J."
"Tachedjian,G.","Bazmi,H."
"Tachedjian,G.","Birch,C."
"Tachedjian,G.","Mills,J."
"Mellors,J.","Bazmi,H."
"Mellors,J.","Birch,C."
"Mellors,J.","Mills,J."
"Bazmi,H.","Birch,C."
"Bazmi,H.","Mills,J."
"Birch,C.","Mills,J."
"Mummidi,S.","Brooks,M.A."
"Mummidi,S.","Paul,P.S."
"Mummidi,S.","Lyoo,Y.S."
"Mummidi,S.","Zaberezhny,A.D."
"Brooks,M.A.","Paul,P.S."
"Brooks,M.A.","Lyoo,Y.S."
"Brooks,M.A.","Zaberezhny,A.D."
"Paul,P.S.","Lyoo,Y.S."
"Paul,P.S.","Zaberezhny,A.D."
"Lyoo,Y.S.","Zaberezhny,A.D."
"Sherwood,J.L.","Chenault,K.D."
"Sherwood,J.L.","Hunger,R.M."
"Chenault,K.D.","Hunger,R.M."
"Carr,J.K.","Salminen,M.O."
"Carr,J.K.","Gotte,D.R."
"Carr,J.K.","Artenstein,A.W."
"Carr,J.K.","Hegerich,P.A."
"Carr,J.K.",St.
"Carr,J.K.","Louis,D."
"Carr,J.K.","Burke,D.S."
"Carr,J.K.","McCutchan,F.E."
"Salminen,M.O.","Gotte,D.R."
"Salminen,M.O.","Artenstein,A.W."
"Salminen,M.O.","Hegerich,P.A."
"Salminen,M.O.",St.
"Salminen,M.O.","Louis,D."
"Salminen,M.O.","Burke,D.S."
"Salminen,M.O.","McCutchan,F.E."
"Gotte,D.R.","Artenstein,A.W."
"Gotte,D.R.","Hegerich,P.A."
"Gotte,D.R.",St.
"Gotte,D.R.","Louis,D."
"Gotte,D.R.","Burke,D.S."
"Gotte,D.R.","McCutchan,F.E."
"Artenstein,A.W.","Hegerich,P.A."
"Artenstein,A.W.",St.
"Artenstein,A.W.","Louis,D."
"Artenstein,A.W.","Burke,D.S."
"Artenstein,A.W.","McCutchan,F.E."
"Hegerich,P.A.",St.
"Hegerich,P.A.","Louis,D."
"Hegerich,P.A.","Burke,D.S."
"Hegerich,P.A.","McCutchan,F.E."
St.,"Louis,D."
St.,"Burke,D.S."
St.,"McCutchan,F.E."
"Louis,D.","Burke,D.S."
"Louis,D.","McCutchan,F.E."
"Burke,D.S.","McCutchan,F.E."
"Pisano,M.R.","Tolou,H."
"Pisano,M.R.","Nicoli,J."
"Tolou,H.","Nicoli,J."
"Gould,A.R.","Kattenbelt,J.A."
"Gould,A.R.","Lenghaus,C."
"Gould,A.R.","Morrissy,C."
"Gould,A.R.","Chamberlain,T."
"Gould,A.R.","Collins,B.J."
"Gould,A.R.","Westbury,H.A."
"Kattenbelt,J.A.","Lenghaus,C."
"Kattenbelt,J.A.","Morrissy,C."
"Kattenbelt,J.A.","Chamberlain,T."
"Kattenbelt,J.A.","Collins,B.J."
"Kattenbelt,J.A.","Westbury,H.A."
"Lenghaus,C.","Morrissy,C."
"Lenghaus,C.","Chamberlain,T."
"Lenghaus,C.","Collins,B.J."
"Lenghaus,C.","Westbury,H.A."
"Morrissy,C.","Chamberlain,T."
"Morrissy,C.","Collins,B.J."
"Morrissy,C.","Westbury,H.A."
"Chamberlain,T.","Collins,B.J."
"Chamberlain,T.","Westbury,H.A."
"Collins,B.J.","Westbury,H.A."
"Scholthof,K.-B.G.","Turina,M."
"Lu,M.","Iatrou,K."
"Vilcek,S.","Elvander,M."
"Vilcek,S.","Uttenthal,A."
"Vilcek,S.","Ballagi-Pordany,A."
"Vilcek,S.","Belak,S."
"Elvander,M.","Uttenthal,A."
"Elvander,M.","Ballagi-Pordany,A."
"Elvander,M.","Belak,S."
"Uttenthal,A.","Ballagi-Pordany,A."
"Uttenthal,A.","Belak,S."
"Ballagi-Pordany,A.","Belak,S."
"Asgari,S.","Schmidt,O."
"Songsivilai,S.","Dharakul,T."
"Songsivilai,S.","Kunkitti,R."
"Dharakul,T.","Kunkitti,R."
"Xu,L.","Hampton,R.O."
"de Mattos,C.C.","de Mattos,C.A."
"de Mattos,C.C.","MacLachlan,N.J."
"de Mattos,C.C.","Giavedoni,L.D."
"de Mattos,C.C.","Yilma,T."
"de Mattos,C.C.","Osburn,B.I."
"de Mattos,C.A.","MacLachlan,N.J."
"de Mattos,C.A.","Giavedoni,L.D."
"de Mattos,C.A.","Yilma,T."
"de Mattos,C.A.","Osburn,B.I."
"MacLachlan,N.J.","Giavedoni,L.D."
"MacLachlan,N.J.","Yilma,T."
"MacLachlan,N.J.","Osburn,B.I."
"Giavedoni,L.D.","Yilma,T."
"Giavedoni,L.D.","Osburn,B.I."
"Yilma,T.","Osburn,B.I."
"Sherefa,K.","Johansson,B."
"Sherefa,K.","Sonnerborg,A."
"Johansson,B.","Sonnerborg,A."
"Fultz,P.N.","Wei,Q."
"Milne,R.S.B.","Mathers,K.E."
"Milne,R.S.B.","Booth,J.C."
"Mathers,K.E.","Booth,J.C."
"Barr,M.C.","Zou,L."
"Barr,M.C.","Hoose,W."
"Barr,M.C.","Avery,R."
"Zou,L.","Hoose,W."
"Zou,L.","Avery,R."
"Hoose,W.","Avery,R."
"Gould,A.R.","Parkes,H."
"Rivera-Bustamante,R.F.","Torres-Pacheco,I."
"Rivera-Bustamante,R.F.","Garzon-Tiznado,J.A."
"Torres-Pacheco,I.","Garzon-Tiznado,J.A."
"Brown,J.K.","Torres-Pacheco,I."
"Brown,J.K.","Rivera-Bustamante,R.F."
"Torres-Pacheco,I.","Rivera-Bustamante,R.F."
"Chebloune,Y.","Karr,B.M."
"Chebloune,Y.","Scheffer,D.M."
"Chebloune,Y.","Leung,K.K."
"Chebloune,Y.","Narayan,O."
"Karr,B.M.","Scheffer,D.M."
"Karr,B.M.","Leung,K.K."
"Karr,B.M.","Narayan,O."
"Scheffer,D.M.","Leung,K.K."
"Scheffer,D.M.","Narayan,O."
"Leung,K.K.","Narayan,O."
"Choi,Y.-G.","Randles,J.W."
"Takehisa,J.","Zekeng,L."
"Takehisa,J.","Miura,T."
"Takehisa,J.","Ido,E."
"Takehisa,J.","Yamashita,M."
"Takehisa,J.","Mboudjeka,I."
"Takehisa,J.","Gurtler,L.G."
"Takehisa,J.","Hayami,M."
"Takehisa,J.","Kaptue,L."
"Zekeng,L.","Miura,T."
"Zekeng,L.","Ido,E."
"Zekeng,L.","Yamashita,M."
"Zekeng,L.","Mboudjeka,I."
"Zekeng,L.","Gurtler,L.G."
"Zekeng,L.","Hayami,M."
"Zekeng,L.","Kaptue,L."
"Miura,T.","Ido,E."
"Miura,T.","Yamashita,M."
"Miura,T.","Mboudjeka,I."
"Miura,T.","Gurtler,L.G."
"Miura,T.","Hayami,M."
"Miura,T.","Kaptue,L."
"Ido,E.","Yamashita,M."
"Ido,E.","Mboudjeka,I."
"Ido,E.","Gurtler,L.G."
"Ido,E.","Hayami,M."
"Ido,E.","Kaptue,L."
"Yamashita,M.","Mboudjeka,I."
"Yamashita,M.","Gurtler,L.G."
"Yamashita,M.","Hayami,M."
"Yamashita,M.","Kaptue,L."
"Mboudjeka,I.","Gurtler,L.G."
"Mboudjeka,I.","Hayami,M."
"Mboudjeka,I.","Kaptue,L."
"Gurtler,L.G.","Hayami,M."
"Gurtler,L.G.","Kaptue,L."
"Hayami,M.","Kaptue,L."
"Habili,N.","Fazeli,C.F."
"Habili,N.","Rezaian,M.A."
"Fazeli,C.F.","Rezaian,M.A."
"Bode,L.","Duerrwald,R."
"Bode,L.","Ludwig,H."
"Bode,L.","de la Torre,J.C."
"Duerrwald,R.","Ludwig,H."
"Duerrwald,R.","de la Torre,J.C."
"Ludwig,H.","de la Torre,J.C."
"Badge,J.L.","Foster,G.D."
"Palombo,E.A.","Kirkwood,C.D."
"Ong,C.-K.","Nee,S."
"Ong,C.-K.","Rambaut,A."
"Ong,C.-K.","Bernard,H.-U."
"Ong,C.-K.","Harvey,P.H."
"Nee,S.","Rambaut,A."
"Nee,S.","Bernard,H.-U."
"Nee,S.","Harvey,P.H."
"Rambaut,A.","Bernard,H.-U."
"Rambaut,A.","Harvey,P.H."
"Bernard,H.-U.","Harvey,P.H."
"Kravitz,R.H.","Luciw,P.A."
"Kravitz,R.H.","Barry,P.A."
"Luciw,P.A.","Barry,P.A."
"Zientara,S.","Sailleau,C."
"Zientara,S.","Moulay,S."
"Sailleau,C.","Moulay,S."
"Attoui,H.","Abed,Y."
"Attoui,H.","De Micco,P.H."
"Attoui,H.","Charrel,R.N."
"Attoui,H.","Cantaloube,J.F."
"Attoui,H.","Biagini,P.H."
"Attoui,H.","De Lamballerie,X."
"Abed,Y.","De Micco,P.H."
"Abed,Y.","Charrel,R.N."
"Abed,Y.","Cantaloube,J.F."
"Abed,Y.","Biagini,P.H."
"Abed,Y.","De Lamballerie,X."
"De Micco,P.H.","Charrel,R.N."
"De Micco,P.H.","Cantaloube,J.F."
"De Micco,P.H.","Biagini,P.H."
"De Micco,P.H.","De Lamballerie,X."
"Charrel,R.N.","Cantaloube,J.F."
"Charrel,R.N.","Biagini,P.H."
"Charrel,R.N.","De Lamballerie,X."
"Cantaloube,J.F.","Biagini,P.H."
"Cantaloube,J.F.","De Lamballerie,X."
"Biagini,P.H.","De Lamballerie,X."
"Erlandson,M.","Li,S."
"Erlandson,M.","Gillott,C."
"Erlandson,M.","Moody,D."
"Li,S.","Gillott,C."
"Li,S.","Moody,D."
"Gillott,C.","Moody,D."
"Nassuth,A.","Perera,S.C."
"Cotmore,S.F.","Tattersall,P."
"Miya,T.G.","Hussey,C.E."
"Miya,T.G.","Ashwood,E.R."
"Miya,T.G.","Hillyard,D."
"Miya,T.G.","Wittwer,C.T."
"Hussey,C.E.","Ashwood,E.R."
"Hussey,C.E.","Hillyard,D."
"Hussey,C.E.","Wittwer,C.T."
"Ashwood,E.R.","Hillyard,D."
"Ashwood,E.R.","Wittwer,C.T."
"Hillyard,D.","Wittwer,C.T."
Kochko de,A.
Kochko de,"Verdaguer,B."
Kochko de,"Beachy,R.N."
Kochko de,"Fauquet,C."
A.,"Verdaguer,B."
A.,"Beachy,R.N."
A.,"Fauquet,C."
"Verdaguer,B.","Beachy,R.N."
"Verdaguer,B.","Fauquet,C."
"Beachy,R.N.","Fauquet,C."
"Shippy,R.","Siwkowski,A."
"Shippy,R.","Hampel,A."
"Siwkowski,A.","Hampel,A."
"Carr,J.K.","de Souza,M."
"Carr,J.K.","Song,M.-S."
"Carr,J.K.","Sanders-Buell,E."
"Carr,J.K.","Shin,Y.-O."
"Carr,J.K.","Artenstein,A.W."
"Carr,J.K.","Lee,H.-R."
"Carr,J.K.","McCutchan,F.E."
"Carr,J.K.","Brown,A.E."
"de Souza,M.","Song,M.-S."
"de Souza,M.","Sanders-Buell,E."
"de Souza,M.","Shin,Y.-O."
"de Souza,M.","Artenstein,A.W."
"de Souza,M.","Lee,H.-R."
"de Souza,M.","McCutchan,F.E."
"de Souza,M.","Brown,A.E."
"Song,M.-S.","Sanders-Buell,E."
"Song,M.-S.","Shin,Y.-O."
"Song,M.-S.","Artenstein,A.W."
"Song,M.-S.","Lee,H.-R."
"Song,M.-S.","McCutchan,F.E."
"Song,M.-S.","Brown,A.E."
"Sanders-Buell,E.","Shin,Y.-O."
"Sanders-Buell,E.","Artenstein,A.W."
"Sanders-Buell,E.","Lee,H.-R."
"Sanders-Buell,E.","McCutchan,F.E."
"Sanders-Buell,E.","Brown,A.E."
"Shin,Y.-O.","Artenstein,A.W."
"Shin,Y.-O.","Lee,H.-R."
"Shin,Y.-O.","McCutchan,F.E."
"Shin,Y.-O.","Brown,A.E."
"Artenstein,A.W.","Lee,H.-R."
"Artenstein,A.W.","McCutchan,F.E."
"Artenstein,A.W.","Brown,A.E."
"Lee,H.-R.","McCutchan,F.E."
"Lee,H.-R.","Brown,A.E."
"McCutchan,F.E.","Brown,A.E."
"Parent,I.","Qin,Y."
"Parent,I.","Vandenbroucke,A.-T."
"Parent,I.","Delferriere,N."
"Parent,I.","Godfroid,E"
"Parent,I.",",Burtonboy,G."
"Qin,Y.","Vandenbroucke,A.-T."
"Qin,Y.","Delferriere,N."
"Qin,Y.","Godfroid,E"
"Qin,Y.",",Burtonboy,G."
"Vandenbroucke,A.-T.","Delferriere,N."
"Vandenbroucke,A.-T.","Godfroid,E"
"Vandenbroucke,A.-T.",",Burtonboy,G."
"Delferriere,N.","Godfroid,E"
"Delferriere,N.",",Burtonboy,G."
"Godfroid,E",",Burtonboy,G."
"Collmer,C.W.","Marston,M.F."
"Collmer,C.W.","Albert,S.M."
"Collmer,C.W.","Bajaj,S."
"Collmer,C.W.","Maville,H.A."
"Collmer,C.W.","Ruuska,S.E."
"Collmer,C.W.","Vesely,E.J."
"Collmer,C.W.","Kyle,M.M."
"Marston,M.F.","Albert,S.M."
"Marston,M.F.","Bajaj,S."
"Marston,M.F.","Maville,H.A."
"Marston,M.F.","Ruuska,S.E."
"Marston,M.F.","Vesely,E.J."
"Marston,M.F.","Kyle,M.M."
"Albert,S.M.","Bajaj,S."
"Albert,S.M.","Maville,H.A."
"Albert,S.M.","Ruuska,S.E."
"Albert,S.M.","Vesely,E.J."
"Albert,S.M.","Kyle,M.M."
"Bajaj,S.","Maville,H.A."
"Bajaj,S.","Ruuska,S.E."
"Bajaj,S.","Vesely,E.J."
"Bajaj,S.","Kyle,M.M."
"Maville,H.A.","Ruuska,S.E."
"Maville,H.A.","Vesely,E.J."
"Maville,H.A.","Kyle,M.M."
"Ruuska,S.E.","Vesely,E.J."
"Ruuska,S.E.","Kyle,M.M."
"Vesely,E.J.","Kyle,M.M."
"Hall,J.S.","Jensen,S.G."
"Hall,J.S.","French,R.C."
"Jensen,S.G.","French,R.C."
"Zientara,S.","Sailleau,C."
"Zientara,S.","Moulay,S."
"Sailleau,C.","Moulay,S."
"Senkevich,T.G.","Bugert,J.J."
"Senkevich,T.G.","Sisler,J.R."
"Senkevich,T.G.","Koonin,E.V."
"Senkevich,T.G.","Darai,G."
"Senkevich,T.G.","Moss,B."
"Bugert,J.J.","Sisler,J.R."
"Bugert,J.J.","Koonin,E.V."
"Bugert,J.J.","Darai,G."
"Bugert,J.J.","Moss,B."
"Sisler,J.R.","Koonin,E.V."
"Sisler,J.R.","Darai,G."
"Sisler,J.R.","Moss,B."
"Koonin,E.V.","Darai,G."
"Koonin,E.V.","Moss,B."
"Darai,G.","Moss,B."
"Weaver,S.C.","Kang,W."
"Heine,H.G.","Foord,A.J."
"Heine,H.G.","Boyle,D.B."
"Foord,A.J.","Boyle,D.B."
"Chung,H.K.","Cameron,L."
"Chung,H.K.","Kordyban,S."
"Chung,H.K.","Dobos,P."
"Cameron,L.","Kordyban,S."
"Cameron,L.","Dobos,P."
"Kordyban,S.","Dobos,P."
"Malnick,S.D.H.","Kaftouri,A."
"Malnick,S.D.H.","Fink,A."
"Malnick,S.D.H.","Bass,D.D."
"Kaftouri,A.","Fink,A."
"Kaftouri,A.","Bass,D.D."
"Fink,A.","Bass,D.D."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Zhao,R.","Pevear,D.C."
"Zhao,R.","Kuhn,R.J."
"Zhao,R.","Rossmann,M.G."
"Pevear,D.C.","Kuhn,R.J."
"Pevear,D.C.","Rossmann,M.G."
"Kuhn,R.J.","Rossmann,M.G."
"Yang,Y.C.","Hsu,T.Y."
"Yang,Y.C.","Liu,M.Y."
"Yang,Y.C.","Lin,M.T."
"Yang,Y.C.","Chen,J.Y."
"Yang,Y.C.","Yang,C.S."
"Hsu,T.Y.","Liu,M.Y."
"Hsu,T.Y.","Lin,M.T."
"Hsu,T.Y.","Chen,J.Y."
"Hsu,T.Y.","Yang,C.S."
"Liu,M.Y.","Lin,M.T."
"Liu,M.Y.","Chen,J.Y."
"Liu,M.Y.","Yang,C.S."
"Lin,M.T.","Chen,J.Y."
"Lin,M.T.","Yang,C.S."
"Chen,J.Y.","Yang,C.S."
"Lee,K.C.","Wong,S.M."
"Lee,K.C.","Mahtani,P.H."
"Lee,K.C.","Chng,C.G."
"Wong,S.M.","Mahtani,P.H."
"Wong,S.M.","Chng,C.G."
"Mahtani,P.H.","Chng,C.G."
"Huang,Y.Q.","Li,J.J."
"Huang,Y.Q.","Kaplan,M.H."
"Huang,Y.Q.","Poiesz,B.J."
"Huang,Y.Q.","Katabira,E."
"Huang,Y.Q.","Zhang,W.C."
"Huang,Y.Q.","Feiner,D."
"Huang,Y.Q.","Friedman-Kien,A.E."
"Li,J.J.","Kaplan,M.H."
"Li,J.J.","Poiesz,B.J."
"Li,J.J.","Katabira,E."
"Li,J.J.","Zhang,W.C."
"Li,J.J.","Feiner,D."
"Li,J.J.","Friedman-Kien,A.E."
"Kaplan,M.H.","Poiesz,B.J."
"Kaplan,M.H.","Katabira,E."
"Kaplan,M.H.","Zhang,W.C."
"Kaplan,M.H.","Feiner,D."
"Kaplan,M.H.","Friedman-Kien,A.E."
"Poiesz,B.J.","Katabira,E."
"Poiesz,B.J.","Zhang,W.C."
"Poiesz,B.J.","Feiner,D."
"Poiesz,B.J.","Friedman-Kien,A.E."
"Katabira,E.","Zhang,W.C."
"Katabira,E.","Feiner,D."
"Katabira,E.","Friedman-Kien,A.E."
"Zhang,W.C.","Feiner,D."
"Zhang,W.C.","Friedman-Kien,A.E."
"Feiner,D.","Friedman-Kien,A.E."
"Hu,Z.H.","Broer,R."
"Hu,Z.H.","Westerlaken,J."
"Hu,Z.H.","Martens,J.W.M."
"Hu,Z.H.","Jin,F."
"Hu,Z.H.","Wang,L.M."
"Hu,Z.H.","Vlak,J.M."
"Broer,R.","Westerlaken,J."
"Broer,R.","Martens,J.W.M."
"Broer,R.","Jin,F."
"Broer,R.","Wang,L.M."
"Broer,R.","Vlak,J.M."
"Westerlaken,J.","Martens,J.W.M."
"Westerlaken,J.","Jin,F."
"Westerlaken,J.","Wang,L.M."
"Westerlaken,J.","Vlak,J.M."
"Martens,J.W.M.","Jin,F."
"Martens,J.W.M.","Wang,L.M."
"Martens,J.W.M.","Vlak,J.M."
"Jin,F.","Wang,L.M."
"Jin,F.","Vlak,J.M."
"Wang,L.M.","Vlak,J.M."
"Rybicki,E.P.","Willment,J.A."
"Rybicki,E.P.","Lane,J."
"Rybicki,E.P.","von Wechmar,M.B."
"Willment,J.A.","Lane,J."
"Willment,J.A.","von Wechmar,M.B."
"Lane,J.","von Wechmar,M.B."
"Alvarez,V.","Ducasse,D.A."
"Alvarez,V.","Biderbost,E."
"Alvarez,V.","Nome,S.F."
"Ducasse,D.A.","Biderbost,E."
"Ducasse,D.A.","Nome,S.F."
"Biderbost,E.","Nome,S.F."
"Mangada,M.N.","Igarashi,A."
"Hackland,A.","Thomson,J.A."
"Hackland,A.","Rybicki,E.P."
"Thomson,J.A.","Rybicki,E.P."
"Stuyver,L.","Wyseur,A."
"Stuyver,L.","van Arnhem,W."
"Stuyver,L.","Hernandez,F."
"Stuyver,L.","Maertens,G."
"Wyseur,A.","van Arnhem,W."
"Wyseur,A.","Hernandez,F."
"Wyseur,A.","Maertens,G."
"van Arnhem,W.","Hernandez,F."
"van Arnhem,W.","Maertens,G."
"Hernandez,F.","Maertens,G."
"Tyack,S.G.","Johnson,M.J."
"Tyack,S.G.","Studdert,M.J."
"Johnson,M.J.","Studdert,M.J."
"Erlandson,M.A.","Keddie,B.A."
"Erlandson,M.A.","Baldwin,D.J."
"Erlandson,M.A.","Li,S."
"Keddie,B.A.","Baldwin,D.J."
"Keddie,B.A.","Li,S."
"Baldwin,D.J.","Li,S."
"Chang,D.C.","Ou,W.C."
"Chen,C.-D.","Wu,T.-C."
"Chen,C.-D.","Mounts,P."
"Wu,T.-C.","Mounts,P."
"Ciarlet,M.L.","Estes,M.K."
"Ciarlet,M.L.","Conner,M.E."
"Estes,M.K.","Conner,M.E."
"Ciarlet,M.","Pina,C.I."
"Ciarlet,M.","Garcia,O."
"Ciarlet,M.","Liprandi,F."
"Pina,C.I.","Garcia,O."
"Pina,C.I.","Liprandi,F."
"Garcia,O.","Liprandi,F."
"Berke,T.","Berry,E.S."
"Berke,T.","Matson,D.O."
"Berke,T.","Skilling,D.E."
"Berke,T.","Barlough,J.E."
"Berke,T.","Poet,S.E."
"Berke,T.","Smith,A.W."
"Berry,E.S.","Matson,D.O."
"Berry,E.S.","Skilling,D.E."
"Berry,E.S.","Barlough,J.E."
"Berry,E.S.","Poet,S.E."
"Berry,E.S.","Smith,A.W."
"Matson,D.O.","Skilling,D.E."
"Matson,D.O.","Barlough,J.E."
"Matson,D.O.","Poet,S.E."
"Matson,D.O.","Smith,A.W."
"Skilling,D.E.","Barlough,J.E."
"Skilling,D.E.","Poet,S.E."
"Skilling,D.E.","Smith,A.W."
"Barlough,J.E.","Poet,S.E."
"Barlough,J.E.","Smith,A.W."
"Poet,S.E.","Smith,A.W."
"Trivedi,P.","Pauza,C.D."
"Sandford,G.R.","Burns,W.H."
"Norder,H.","Lundstr,J.M."
"Norder,H.","Kozuch,O."
"Norder,H.","Magnius,L."
"Lundstr,J.M.","Kozuch,O."
"Lundstr,J.M.","Magnius,L."
"Kozuch,O.","Magnius,L."
"Parkin,N.T.","Coelingh,K.L."
"Mas,A.","Quinones-Mateu,M.E."
"Mas,A.","Soriano,V."
"Mas,A.","Domingo,E."
"Quinones-Mateu,M.E.","Soriano,V."
"Quinones-Mateu,M.E.","Domingo,E."
"Soriano,V.","Domingo,E."
"Revill,P.A.","Wright,P.J."
"Funatsu,M.","Kobune,F."
"Funatsu,M.","Yoshikawa,H."
"Funatsu,M.","Oka,T."
"Kobune,F.","Yoshikawa,H."
"Kobune,F.","Oka,T."
"Yoshikawa,H.","Oka,T."
"Van Cuyck-Gandre,H.","Zhang,H."
"Van Cuyck-Gandre,H.","Clements,N."
"Van Cuyck-Gandre,H.","Caudill,J."
"Van Cuyck-Gandre,H.","Cohen,S."
"Van Cuyck-Gandre,H.","Coursaget,P."
"Van Cuyck-Gandre,H.","Buisson,Y."
"Van Cuyck-Gandre,H.","Longer,C."
"Zhang,H.","Clements,N."
"Zhang,H.","Caudill,J."
"Zhang,H.","Cohen,S."
"Zhang,H.","Coursaget,P."
"Zhang,H.","Buisson,Y."
"Zhang,H.","Longer,C."
"Clements,N.","Caudill,J."
"Clements,N.","Cohen,S."
"Clements,N.","Coursaget,P."
"Clements,N.","Buisson,Y."
"Clements,N.","Longer,C."
"Caudill,J.","Cohen,S."
"Caudill,J.","Coursaget,P."
"Caudill,J.","Buisson,Y."
"Caudill,J.","Longer,C."
"Cohen,S.","Coursaget,P."
"Cohen,S.","Buisson,Y."
"Cohen,S.","Longer,C."
"Coursaget,P.","Buisson,Y."
"Coursaget,P.","Longer,C."
"Buisson,Y.","Longer,C."
"Graham,K.A.","Lalaani,A.S."
"Graham,K.A.","Macen,J."
"Graham,K.A.","Ness,T.L."
"Graham,K.A.","Liu,L."
"Graham,K.A.","Lusac,A.R."
"Graham,K.A.","Kung,H."
"Graham,K.A.","Moyer,D."
"Graham,K.A.","McFadden,G."
"Lalaani,A.S.","Macen,J."
"Lalaani,A.S.","Ness,T.L."
"Lalaani,A.S.","Liu,L."
"Lalaani,A.S.","Lusac,A.R."
"Lalaani,A.S.","Kung,H."
"Lalaani,A.S.","Moyer,D."
"Lalaani,A.S.","McFadden,G."
"Macen,J.","Ness,T.L."
"Macen,J.","Liu,L."
"Macen,J.","Lusac,A.R."
"Macen,J.","Kung,H."
"Macen,J.","Moyer,D."
"Macen,J.","McFadden,G."
"Ness,T.L.","Liu,L."
"Ness,T.L.","Lusac,A.R."
"Ness,T.L.","Kung,H."
