Auth1,Auth2
"Guan,Y.","Shortridge,K.F."
"Guan,Y.","Krauss,S."
"Guan,Y.","Li,P.H."
"Guan,Y.","Kawaoka,Y."
"Guan,Y.","Webster,R.G."
"Shortridge,K.F.","Krauss,S."
"Shortridge,K.F.","Li,P.H."
"Shortridge,K.F.","Kawaoka,Y."
"Shortridge,K.F.","Webster,R.G."
"Krauss,S.","Li,P.H."
"Krauss,S.","Kawaoka,Y."
"Krauss,S.","Webster,R.G."
"Li,P.H.","Kawaoka,Y."
"Li,P.H.","Webster,R.G."
"Kawaoka,Y.","Webster,R.G."
"Artenstein,A.W.","Hegerich,P.A."
"Guan,Y.","Shortridge,K.F."
"Guan,Y.","Krauss,S."
"Guan,Y.","Li,P.H."
"Guan,Y.","Kawaoka,Y."
"Guan,Y.","Webster,R.G."
"Shortridge,K.F.","Krauss,S."
"Shortridge,K.F.","Li,P.H."
"Shortridge,K.F.","Kawaoka,Y."
"Shortridge,K.F.","Webster,R.G."
"Krauss,S.","Li,P.H."
"Krauss,S.","Kawaoka,Y."
"Krauss,S.","Webster,R.G."
"Li,P.H.","Kawaoka,Y."
"Li,P.H.","Webster,R.G."
"Kawaoka,Y.","Webster,R.G."
"Holland,T.C.","Saharkhiz-Langroodi,A."
"Madden,C.R.","Shih,D.S."
Kyaw-Zin-Thant,"Igarashi,A."
"Chinsangaram,J.","McBride,J.W."
"Chinsangaram,J.","Balasuriya,U.B.R."
"Chinsangaram,J.","Osburn,B.I."
"McBride,J.W.","Balasuriya,U.B.R."
"McBride,J.W.","Osburn,B.I."
"Balasuriya,U.B.R.","Osburn,B.I."
"O'Shannessy,D.J.","O'Donnell,K.C."
"O'Shannessy,D.J.","Hellmig,B."
"O'Shannessy,D.J.","Shabon,U."
"O'Shannessy,D.J.","O'Brien,S."
"O'Shannessy,D.J.","Chamberlain,P."
"O'Shannessy,D.J.","Holmes,S."
"O'Shannessy,D.J.","Abdel-Meguid,S.S."
"O'Shannessy,D.J.","Debouck,C.M."
"O'Donnell,K.C.","Hellmig,B."
"O'Donnell,K.C.","Shabon,U."
"O'Donnell,K.C.","O'Brien,S."
"O'Donnell,K.C.","Chamberlain,P."
"O'Donnell,K.C.","Holmes,S."
"O'Donnell,K.C.","Abdel-Meguid,S.S."
"O'Donnell,K.C.","Debouck,C.M."
"Hellmig,B.","Shabon,U."
"Hellmig,B.","O'Brien,S."
"Hellmig,B.","Chamberlain,P."
"Hellmig,B.","Holmes,S."
"Hellmig,B.","Abdel-Meguid,S.S."
"Hellmig,B.","Debouck,C.M."
"Shabon,U.","O'Brien,S."
"Shabon,U.","Chamberlain,P."
"Shabon,U.","Holmes,S."
"Shabon,U.","Abdel-Meguid,S.S."
"Shabon,U.","Debouck,C.M."
"O'Brien,S.","Chamberlain,P."
"O'Brien,S.","Holmes,S."
"O'Brien,S.","Abdel-Meguid,S.S."
"O'Brien,S.","Debouck,C.M."
"Chamberlain,P.","Holmes,S."
"Chamberlain,P.","Abdel-Meguid,S.S."
"Chamberlain,P.","Debouck,C.M."
"Holmes,S.","Abdel-Meguid,S.S."
"Holmes,S.","Debouck,C.M."
"Abdel-Meguid,S.S.","Debouck,C.M."
"Tyack,S.G.","Johnson,M.A."
"Guan,Y.","Shortridge,K.F."
"Guan,Y.","Krauss,S."
"Guan,Y.","Li,P.H."
"Guan,Y.","Kawaoka,Y."
"Guan,Y.","Webster,R.G."
"Shortridge,K.F.","Krauss,S."
"Shortridge,K.F.","Li,P.H."
"Shortridge,K.F.","Kawaoka,Y."
"Shortridge,K.F.","Webster,R.G."
"Krauss,S.","Li,P.H."
"Krauss,S.","Kawaoka,Y."
"Krauss,S.","Webster,R.G."
"Li,P.H.","Kawaoka,Y."
"Li,P.H.","Webster,R.G."
"Kawaoka,Y.","Webster,R.G."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Dewey,R.A.","Semorile,L."
"Dewey,R.A.","Crisci,J.V."
"Dewey,R.A.","Grau,O."
"Semorile,L.","Crisci,J.V."
"Semorile,L.","Grau,O."
"Crisci,J.V.","Grau,O."
"Julien,B.","Calendar,R."
"Ferrer,J.F.","Esteban,E."
"Ferrer,J.F.","Dube,S."
"Ferrer,J.F.","Basombrio,M.A."
"Ferrer,J.F.","Segovia,A."
"Ferrer,J.F.","Ramos,P."
"Ferrer,J.F.","Dube,D.K."
"Ferrer,J.F.","Sayre,K."
"Ferrer,J.F.","Aguayo,N."
"Ferrer,J.F.","Poiesz,B.J."
"Esteban,E.","Dube,S."
"Esteban,E.","Basombrio,M.A."
"Esteban,E.","Segovia,A."
"Esteban,E.","Ramos,P."
"Esteban,E.","Dube,D.K."
"Esteban,E.","Sayre,K."
"Esteban,E.","Aguayo,N."
"Esteban,E.","Poiesz,B.J."
"Dube,S.","Basombrio,M.A."
"Dube,S.","Segovia,A."
"Dube,S.","Ramos,P."
"Dube,S.","Dube,D.K."
"Dube,S.","Sayre,K."
"Dube,S.","Aguayo,N."
"Dube,S.","Poiesz,B.J."
"Basombrio,M.A.","Segovia,A."
"Basombrio,M.A.","Ramos,P."
"Basombrio,M.A.","Dube,D.K."
"Basombrio,M.A.","Sayre,K."
"Basombrio,M.A.","Aguayo,N."
"Basombrio,M.A.","Poiesz,B.J."
"Segovia,A.","Ramos,P."
"Segovia,A.","Dube,D.K."
"Segovia,A.","Sayre,K."
"Segovia,A.","Aguayo,N."
"Segovia,A.","Poiesz,B.J."
"Ramos,P.","Dube,D.K."
"Ramos,P.","Sayre,K."
"Ramos,P.","Aguayo,N."
"Ramos,P.","Poiesz,B.J."
"Dube,D.K.","Sayre,K."
"Dube,D.K.","Aguayo,N."
"Dube,D.K.","Poiesz,B.J."
"Sayre,K.","Aguayo,N."
"Sayre,K.","Poiesz,B.J."
"Aguayo,N.","Poiesz,B.J."
"Jia,W.","Naqi,S.A."
"Stenger,D.C.","Klute,K.A."
"Stenger,D.C.","Nadler,S.A."
"Klute,K.A.","Nadler,S.A."
"Ren,S.","Lin,S.-F."
"Ren,S.","Miller,G."
"Lin,S.-F.","Miller,G."
"Lin,S.-F.","Sun,R."
"Lin,S.-F.","Miller,G."
"Sun,R.","Miller,G."
"Sun,R.","Lin,S.-F."
"Sun,R.","Miller,G."
"Lin,S.-F.","Miller,G."
"Telenta,F.","Palacios,Poggio."
"Telenta,F.",G.F.
"Telenta,F.","Lopez,J.L."
"Telenta,F.","Gonzalez,J."
"Telenta,F.","Lemberg,A."
"Telenta,F.","Campos,R."
"Palacios,Poggio.",G.F.
"Palacios,Poggio.","Lopez,J.L."
"Palacios,Poggio.","Gonzalez,J."
"Palacios,Poggio.","Lemberg,A."
"Palacios,Poggio.","Campos,R."
G.F.,"Lopez,J.L."
G.F.,"Gonzalez,J."
G.F.,"Lemberg,A."
G.F.,"Campos,R."
"Lopez,J.L.","Gonzalez,J."
"Lopez,J.L.","Lemberg,A."
"Lopez,J.L.","Campos,R."
"Gonzalez,J.","Lemberg,A."
"Gonzalez,J.","Campos,R."
"Lemberg,A.","Campos,R."
"Orvell,C.","Kalantari,M."
"Orvell,C.","Johansson,B."
"Kalantari,M.","Johansson,B."
"Orvell,C.","Kalantari,M."
"Orvell,C.","Johansson,B."
"Kalantari,M.","Johansson,B."
"Gu,M.","Petric,M."
"de Lamballerie,X.","Charrel,R.N."
"de Lamballerie,X.","Almani,K."
"de Lamballerie,X.","de Micco,P.H."
"Charrel,R.N.","Almani,K."
"Charrel,R.N.","de Micco,P.H."
"Almani,K.","de Micco,P.H."
"Emmenegger,E.J.","Kurath,G."
"McVeigh,R.R.","Yasbin,R.E."
"Vargas,H.E.","Wang,L.F."
"Vargas,H.E.","Laskus,T."
"Vargas,H.E.","Rakela,J."
"Wang,L.F.","Laskus,T."
"Wang,L.F.","Rakela,J."
"Laskus,T.","Rakela,J."
"Zhu,T.","Wang,N."
"Zhu,T.","Car,A."
"Zhu,T.","Nam,D.S."
"Zhu,T.","Moor-Jankowski,R."
"Zhu,T.","Cooper,D.A"
"Zhu,T.",",Ho,D.D."
"Wang,N.","Car,A."
"Wang,N.","Nam,D.S."
"Wang,N.","Moor-Jankowski,R."
"Wang,N.","Cooper,D.A"
"Wang,N.",",Ho,D.D."
"Car,A.","Nam,D.S."
"Car,A.","Moor-Jankowski,R."
"Car,A.","Cooper,D.A"
"Car,A.",",Ho,D.D."
"Nam,D.S.","Moor-Jankowski,R."
"Nam,D.S.","Cooper,D.A"
"Nam,D.S.",",Ho,D.D."
"Moor-Jankowski,R.","Cooper,D.A"
"Moor-Jankowski,R.",",Ho,D.D."
"Cooper,D.A",",Ho,D.D."
"Bloch,N.","Breen,M.B."
"Vargas,H.E.","Wang,L.F."
"Vargas,H.E.","Laskus,T."
"Vargas,H.E.","Rakela,J."
"Wang,L.F.","Laskus,T."
"Wang,L.F.","Rakela,J."
"Laskus,T.","Rakela,J."
"Zalloua,P.A.","Buzayan,J.M."
"Zalloua,P.A.","Bruening,G."
"Buzayan,J.M.","Bruening,G."
"Lu,M.","Iatrou,K."
"Lu,M.","Iatrou,K."
"Dinsmore,P.K.","Klaenhammer,T.R."
"Wu,Z.C.Hu.J.S.Polston.J.E.","Ullman,D.E."
"Wu,Z.C.Hu.J.S.Polston.J.E.","Hiebert,E."
"Ullman,D.E.","Hiebert,E."
"Wu,Z.C.","Hu,J.S."
"Wu,Z.C.","Pollston,J.E."
"Wu,Z.C.","Ullman,D.E."
"Wu,Z.C.","Hiebert,E."
"Hu,J.S.","Pollston,J.E."
"Hu,J.S.","Ullman,D.E."
"Hu,J.S.","Hiebert,E."
"Pollston,J.E.","Ullman,D.E."
"Pollston,J.E.","Hiebert,E."
"Ullman,D.E.","Hiebert,E."
"Gao,F.","Robertson,D.L."
"Gao,F.","Morrison,S.G."
"Gao,F.","Hui,H."
"Gao,F.","Craig,S."
"Gao,F.","Fultz,P.N."
"Gao,F.","Decker,J."
"Gao,F.","Girard,M."
"Gao,F.","Shaw,G.M."
"Gao,F.","Hahn,B.H."
"Gao,F.","Sharp,P.M."
"Robertson,D.L.","Morrison,S.G."
"Robertson,D.L.","Hui,H."
"Robertson,D.L.","Craig,S."
"Robertson,D.L.","Fultz,P.N."
"Robertson,D.L.","Decker,J."
"Robertson,D.L.","Girard,M."
"Robertson,D.L.","Shaw,G.M."
"Robertson,D.L.","Hahn,B.H."
"Robertson,D.L.","Sharp,P.M."
"Morrison,S.G.","Hui,H."
"Morrison,S.G.","Craig,S."
"Morrison,S.G.","Fultz,P.N."
"Morrison,S.G.","Decker,J."
"Morrison,S.G.","Girard,M."
"Morrison,S.G.","Shaw,G.M."
"Morrison,S.G.","Hahn,B.H."
"Morrison,S.G.","Sharp,P.M."
"Hui,H.","Craig,S."
"Hui,H.","Fultz,P.N."
"Hui,H.","Decker,J."
"Hui,H.","Girard,M."
"Hui,H.","Shaw,G.M."
"Hui,H.","Hahn,B.H."
"Hui,H.","Sharp,P.M."
"Craig,S.","Fultz,P.N."
"Craig,S.","Decker,J."
"Craig,S.","Girard,M."
"Craig,S.","Shaw,G.M."
"Craig,S.","Hahn,B.H."
"Craig,S.","Sharp,P.M."
"Fultz,P.N.","Decker,J."
"Fultz,P.N.","Girard,M."
"Fultz,P.N.","Shaw,G.M."
"Fultz,P.N.","Hahn,B.H."
"Fultz,P.N.","Sharp,P.M."
"Decker,J.","Girard,M."
"Decker,J.","Shaw,G.M."
"Decker,J.","Hahn,B.H."
"Decker,J.","Sharp,P.M."
"Girard,M.","Shaw,G.M."
"Girard,M.","Hahn,B.H."
"Girard,M.","Sharp,P.M."
"Shaw,G.M.","Hahn,B.H."
"Shaw,G.M.","Sharp,P.M."
"Hahn,B.H.","Sharp,P.M."
"Feng,G.","Robertson,D.L."
"Feng,G.","Morrison,S.G."
"Feng,G.","Hui,H."
"Feng,G.","Craig,S."
"Feng,G.","Fultz,P.N."
"Feng,G.","Decker,J."
"Feng,G.","Girard,M."
"Feng,G.","Shaw,G.M."
"Feng,G.","Hahn,B.H."
"Feng,G.","Sharp,P.M."
"Robertson,D.L.","Morrison,S.G."
"Robertson,D.L.","Hui,H."
"Robertson,D.L.","Craig,S."
"Robertson,D.L.","Fultz,P.N."
"Robertson,D.L.","Decker,J."
"Robertson,D.L.","Girard,M."
"Robertson,D.L.","Shaw,G.M."
"Robertson,D.L.","Hahn,B.H."
"Robertson,D.L.","Sharp,P.M."
"Morrison,S.G.","Hui,H."
"Morrison,S.G.","Craig,S."
"Morrison,S.G.","Fultz,P.N."
"Morrison,S.G.","Decker,J."
"Morrison,S.G.","Girard,M."
"Morrison,S.G.","Shaw,G.M."
"Morrison,S.G.","Hahn,B.H."
"Morrison,S.G.","Sharp,P.M."
"Hui,H.","Craig,S."
"Hui,H.","Fultz,P.N."
"Hui,H.","Decker,J."
"Hui,H.","Girard,M."
"Hui,H.","Shaw,G.M."
"Hui,H.","Hahn,B.H."
"Hui,H.","Sharp,P.M."
"Craig,S.","Fultz,P.N."
"Craig,S.","Decker,J."
"Craig,S.","Girard,M."
"Craig,S.","Shaw,G.M."
"Craig,S.","Hahn,B.H."
"Craig,S.","Sharp,P.M."
"Fultz,P.N.","Decker,J."
"Fultz,P.N.","Girard,M."
"Fultz,P.N.","Shaw,G.M."
"Fultz,P.N.","Hahn,B.H."
"Fultz,P.N.","Sharp,P.M."
"Decker,J.","Girard,M."
"Decker,J.","Shaw,G.M."
"Decker,J.","Hahn,B.H."
"Decker,J.","Sharp,P.M."
"Girard,M.","Shaw,G.M."
"Girard,M.","Hahn,B.H."
"Girard,M.","Sharp,P.M."
"Shaw,G.M.","Hahn,B.H."
"Shaw,G.M.","Sharp,P.M."
"Hahn,B.H.","Sharp,P.M."
"Xu,X.","Cox,N."
"Xu,X.","Bender,C."
"Xu,X.","Regnery,H."
"Xu,X.","Shaw,M."
"Cox,N.","Bender,C."
"Cox,N.","Regnery,H."
"Cox,N.","Shaw,M."
"Bender,C.","Regnery,H."
"Bender,C.","Shaw,M."
"Regnery,H.","Shaw,M."
"Gao,F.","Robertson,D.L."
"Gao,F.","Morrison,S.G."
"Gao,F.","Hui,H."
"Gao,F.","Craig,S."
"Gao,F.","Fultz,P.N."
"Gao,F.","Decker,J."
"Gao,F.","Girard,M."
"Gao,F.","Shaw,G.M."
"Gao,F.","Hahn,B.H."
"Gao,F.","Sharp,P.M."
"Robertson,D.L.","Morrison,S.G."
"Robertson,D.L.","Hui,H."
"Robertson,D.L.","Craig,S."
"Robertson,D.L.","Fultz,P.N."
"Robertson,D.L.","Decker,J."
"Robertson,D.L.","Girard,M."
"Robertson,D.L.","Shaw,G.M."
"Robertson,D.L.","Hahn,B.H."
"Robertson,D.L.","Sharp,P.M."
"Morrison,S.G.","Hui,H."
"Morrison,S.G.","Craig,S."
"Morrison,S.G.","Fultz,P.N."
"Morrison,S.G.","Decker,J."
"Morrison,S.G.","Girard,M."
"Morrison,S.G.","Shaw,G.M."
"Morrison,S.G.","Hahn,B.H."
"Morrison,S.G.","Sharp,P.M."
"Hui,H.","Craig,S."
"Hui,H.","Fultz,P.N."
"Hui,H.","Decker,J."
"Hui,H.","Girard,M."
"Hui,H.","Shaw,G.M."
"Hui,H.","Hahn,B.H."
"Hui,H.","Sharp,P.M."
"Craig,S.","Fultz,P.N."
"Craig,S.","Decker,J."
"Craig,S.","Girard,M."
"Craig,S.","Shaw,G.M."
"Craig,S.","Hahn,B.H."
"Craig,S.","Sharp,P.M."
"Fultz,P.N.","Decker,J."
"Fultz,P.N.","Girard,M."
"Fultz,P.N.","Shaw,G.M."
"Fultz,P.N.","Hahn,B.H."
"Fultz,P.N.","Sharp,P.M."
"Decker,J.","Girard,M."
"Decker,J.","Shaw,G.M."
"Decker,J.","Hahn,B.H."
"Decker,J.","Sharp,P.M."
"Girard,M.","Shaw,G.M."
"Girard,M.","Hahn,B.H."
"Girard,M.","Sharp,P.M."
"Shaw,G.M.","Hahn,B.H."
"Shaw,G.M.","Sharp,P.M."
"Hahn,B.H.","Sharp,P.M."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Schwartz,D.H.","Laeyendecker,O.L."
"Schwartz,D.H.","Song,H."
"Schwartz,D.H.","Ray,S.C."
"Laeyendecker,O.L.","Song,H."
"Laeyendecker,O.L.","Ray,S.C."
"Song,H.","Ray,S.C."
"Smith,O.P.","Durkin,S."
"Smith,O.P.","Luster,D.L."
"Smith,O.P.","McDaniel,L.L."
"Smith,O.P.","Maratos,M."
"Smith,O.P.","Russo,A.J."
"Smith,O.P.","Damsteegt,V.D."
"Durkin,S.","Luster,D.L."
"Durkin,S.","McDaniel,L.L."
"Durkin,S.","Maratos,M."
"Durkin,S.","Russo,A.J."
"Durkin,S.","Damsteegt,V.D."
"Luster,D.L.","McDaniel,L.L."
"Luster,D.L.","Maratos,M."
"Luster,D.L.","Russo,A.J."
"Luster,D.L.","Damsteegt,V.D."
"McDaniel,L.L.","Maratos,M."
"McDaniel,L.L.","Russo,A.J."
"McDaniel,L.L.","Damsteegt,V.D."
"Maratos,M.","Russo,A.J."
"Maratos,M.","Damsteegt,V.D."
"Russo,A.J.","Damsteegt,V.D."
"Miller,A.D.","Chen,F."
"Widell,A.","Zhang,Y.-Y."
"Widell,A.","Andersson-Gare,B."
"Widell,A.","Hammarstrom,L."
"Zhang,Y.-Y.","Andersson-Gare,B."
"Zhang,Y.-Y.","Hammarstrom,L."
"Andersson-Gare,B.","Hammarstrom,L."
"Andresdottir,V.","Tang,X."
"Andresdottir,V.","Andresson,O.S."
"Tang,X.","Andresson,O.S."
Kyaw-Zin-Thant,"Igarashi,A."
"Diaz,R.S.","deOliveira,C.F."
"Diaz,R.S.","Busch,M.P."
"deOliveira,C.F.","Busch,M.P."
"Diaz,R.S.","deOliveira,C.F."
"Diaz,R.S.","Busch,M.P."
"deOliveira,C.F.","Busch,M.P."
"Bohenzky,R.A.","Russo,J.J."
"Bohenzky,R.A.","Edelman,I.S."
"Bohenzky,R.A.","Chang,Y."
"Bohenzky,R.A.","Moore,P.S."
"Bohenzky,R.A.","Cesarman,E."
"Bohenzky,R.A.","Knowles,D.M."
"Russo,J.J.","Edelman,I.S."
"Russo,J.J.","Chang,Y."
"Russo,J.J.","Moore,P.S."
"Russo,J.J.","Cesarman,E."
"Russo,J.J.","Knowles,D.M."
"Edelman,I.S.","Chang,Y."
"Edelman,I.S.","Moore,P.S."
"Edelman,I.S.","Cesarman,E."
"Edelman,I.S.","Knowles,D.M."
"Chang,Y.","Moore,P.S."
"Chang,Y.","Cesarman,E."
"Chang,Y.","Knowles,D.M."
"Moore,P.S.","Cesarman,E."
"Moore,P.S.","Knowles,D.M."
"Cesarman,E.","Knowles,D.M."
"Berke,T.","Zhong,W.M."
"Berke,T.","Matson,D.O."
"Berke,T.","Smith,A.W."
"Zhong,W.M.","Matson,D.O."
"Zhong,W.M.","Smith,A.W."
"Matson,D.O.","Smith,A.W."
"Hjelle,B.L.","Torrez-Martinez,N."
"Hjelle,B.L.","Bharadwaj,M."
"Torrez-Martinez,N.","Bharadwaj,M."
"Diaz,R.S.","deOliveira,C.F."
"Diaz,R.S.","Busch,M.P."
"deOliveira,C.F.","Busch,M.P."
"Andresdottir,V.","Tang,X."
"Andresdottir,V.","Andresson,O.S."
"Tang,X.","Andresson,O.S."
"Ballagi-Pordany,A.","Lagerkvist,A."
"Ballagi-Pordany,A.","Baranyi,J."
"Ballagi-Pordany,A.","Landegren,U."
"Ballagi-Pordany,A.","Belak,S."
"Ballagi-Pordany,A.","Lomniczi,B."
"Lagerkvist,A.","Baranyi,J."
"Lagerkvist,A.","Landegren,U."
"Lagerkvist,A.","Belak,S."
"Lagerkvist,A.","Lomniczi,B."
"Baranyi,J.","Landegren,U."
"Baranyi,J.","Belak,S."
"Baranyi,J.","Lomniczi,B."
"Landegren,U.","Belak,S."
"Landegren,U.","Lomniczi,B."
"Belak,S.","Lomniczi,B."
"Plikat,U.","Nieselt-Struwe,K."
"Plikat,U.","Meyerhans,A."
"Nieselt-Struwe,K.","Meyerhans,A."
"Ma,Y.","Mathews,M.B."
"Weaver,S.C.","Cilnis,M.J."
"Weaver,S.C.","Kang,W."
"Cilnis,M.J.","Kang,W."
"Sapats,S.I.","Ashton,F."
"Sapats,S.I.","Wright,P.J."
"Sapats,S.I.","Ignjatovic,J."
"Ashton,F.","Wright,P.J."
"Ashton,F.","Ignjatovic,J."
"Wright,P.J.","Ignjatovic,J."
"Michael,N.L.","Brown,A.E."
"Michael,N.L.","Voigt,R.F."
"Michael,N.L.","Frankel,S.S."
"Michael,N.L.","Birx,D.L."
"Michael,N.L.","Cassol,S.A."
"Brown,A.E.","Voigt,R.F."
"Brown,A.E.","Frankel,S.S."
"Brown,A.E.","Birx,D.L."
"Brown,A.E.","Cassol,S.A."
"Voigt,R.F.","Frankel,S.S."
"Voigt,R.F.","Birx,D.L."
"Voigt,R.F.","Cassol,S.A."
"Frankel,S.S.","Birx,D.L."
"Frankel,S.S.","Cassol,S.A."
"Birx,D.L.","Cassol,S.A."
"Morimoto,K.","Patel,M."
"Morimoto,K.","Corisdeo,S."
"Morimoto,K.","Hooper,D.C."
"Morimoto,K.","Fu,Z.F."
"Morimoto,K.","Rupprecht,C.E."
"Morimoto,K.","Koprowski,H."
"Morimoto,K.","Dietzschold,B."
"Patel,M.","Corisdeo,S."
"Patel,M.","Hooper,D.C."
"Patel,M.","Fu,Z.F."
"Patel,M.","Rupprecht,C.E."
"Patel,M.","Koprowski,H."
"Patel,M.","Dietzschold,B."
"Corisdeo,S.","Hooper,D.C."
"Corisdeo,S.","Fu,Z.F."
"Corisdeo,S.","Rupprecht,C.E."
"Corisdeo,S.","Koprowski,H."
"Corisdeo,S.","Dietzschold,B."
"Hooper,D.C.","Fu,Z.F."
"Hooper,D.C.","Rupprecht,C.E."
"Hooper,D.C.","Koprowski,H."
"Hooper,D.C.","Dietzschold,B."
"Fu,Z.F.","Rupprecht,C.E."
"Fu,Z.F.","Koprowski,H."
"Fu,Z.F.","Dietzschold,B."
"Rupprecht,C.E.","Koprowski,H."
"Rupprecht,C.E.","Dietzschold,B."
"Koprowski,H.","Dietzschold,B."
"Lin,M.T.","Yang,Y.C."
"Lin,M.T.","Chen,P.J."
"Lin,M.T.","Tang,J.L."
"Lin,M.T.","Tseng,L.H."
"Lin,M.T.","Wang,C.W"
"Lin,M.T.",",Chen,Y.C."
"Yang,Y.C.","Chen,P.J."
"Yang,Y.C.","Tang,J.L."
"Yang,Y.C.","Tseng,L.H."
"Yang,Y.C.","Wang,C.W"
"Yang,Y.C.",",Chen,Y.C."
"Chen,P.J.","Tang,J.L."
"Chen,P.J.","Tseng,L.H."
"Chen,P.J.","Wang,C.W"
"Chen,P.J.",",Chen,Y.C."
"Tang,J.L.","Tseng,L.H."
"Tang,J.L.","Wang,C.W"
"Tang,J.L.",",Chen,Y.C."
"Tseng,L.H.","Wang,C.W"
"Tseng,L.H.",",Chen,Y.C."
"Wang,C.W",",Chen,Y.C."
"Lin,M.T.","Yang,Y.C."
"Lin,M.T.","Chen,P.J."
"Lin,M.T.","Tang,J.L."
"Lin,M.T.","Chuang,S.E."
"Lin,M.T.","Tseng,L.H."
"Lin,M.T.","Wu,Y.L."
"Lin,M.T.","Chen,Y.C."
"Yang,Y.C.","Chen,P.J."
"Yang,Y.C.","Tang,J.L."
"Yang,Y.C.","Chuang,S.E."
"Yang,Y.C.","Tseng,L.H."
"Yang,Y.C.","Wu,Y.L."
"Yang,Y.C.","Chen,Y.C."
"Chen,P.J.","Tang,J.L."
"Chen,P.J.","Chuang,S.E."
"Chen,P.J.","Tseng,L.H."
"Chen,P.J.","Wu,Y.L."
"Chen,P.J.","Chen,Y.C."
"Tang,J.L.","Chuang,S.E."
"Tang,J.L.","Tseng,L.H."
"Tang,J.L.","Wu,Y.L."
"Tang,J.L.","Chen,Y.C."
"Chuang,S.E.","Tseng,L.H."
"Chuang,S.E.","Wu,Y.L."
"Chuang,S.E.","Chen,Y.C."
"Tseng,L.H.","Wu,Y.L."
"Tseng,L.H.","Chen,Y.C."
"Wu,Y.L.","Chen,Y.C."
"Michael,N.L.","Brown,A.E."
"Michael,N.L.","Voigt,R.F."
"Michael,N.L.","Frankel,S.S."
"Michael,N.L.","Birx,D.L."
"Michael,N.L.","Cassol,S.A."
"Brown,A.E.","Voigt,R.F."
"Brown,A.E.","Frankel,S.S."
"Brown,A.E.","Birx,D.L."
"Brown,A.E.","Cassol,S.A."
"Voigt,R.F.","Frankel,S.S."
"Voigt,R.F.","Birx,D.L."
"Voigt,R.F.","Cassol,S.A."
"Frankel,S.S.","Birx,D.L."
"Frankel,S.S.","Cassol,S.A."
"Birx,D.L.","Cassol,S.A."
"Braaten,D.","Luban,J."
"Zachar,V.","Mayer,V."
"Zachar,V.","Zacharova,V."
"Zachar,V.","Schmidtmayerova,H."
"Zachar,V.","Kasanicka,J."
"Zachar,V.","Mokras,M."
"Zachar,V.","Liu,X."
"Zachar,V.","Goustin,A.S."
"Zachar,V.","Ebbesen,P."
"Mayer,V.","Zacharova,V."
"Mayer,V.","Schmidtmayerova,H."
"Mayer,V.","Kasanicka,J."
"Mayer,V.","Mokras,M."
"Mayer,V.","Liu,X."
"Mayer,V.","Goustin,A.S."
"Mayer,V.","Ebbesen,P."
"Zacharova,V.","Schmidtmayerova,H."
"Zacharova,V.","Kasanicka,J."
"Zacharova,V.","Mokras,M."
"Zacharova,V.","Liu,X."
"Zacharova,V.","Goustin,A.S."
"Zacharova,V.","Ebbesen,P."
"Schmidtmayerova,H.","Kasanicka,J."
"Schmidtmayerova,H.","Mokras,M."
"Schmidtmayerova,H.","Liu,X."
"Schmidtmayerova,H.","Goustin,A.S."
"Schmidtmayerova,H.","Ebbesen,P."
"Kasanicka,J.","Mokras,M."
"Kasanicka,J.","Liu,X."
"Kasanicka,J.","Goustin,A.S."
"Kasanicka,J.","Ebbesen,P."
"Mokras,M.","Liu,X."
"Mokras,M.","Goustin,A.S."
"Mokras,M.","Ebbesen,P."
"Liu,X.","Goustin,A.S."
"Liu,X.","Ebbesen,P."
"Goustin,A.S.","Ebbesen,P."
"Estabrook,E.M.","Suyenaga,K."
"Estabrook,E.M.","Tsai,J.H."
"Estabrook,E.M.","Falk,B.W."
"Suyenaga,K.","Tsai,J.H."
"Suyenaga,K.","Falk,B.W."
"Tsai,J.H.","Falk,B.W."
"Attoui,H.","Abed,Y."
