"","Var1","Freq"
"240","Influenza C virus (C/Taylor/1233/1947)",1
"241","Influenza C virus (C/Yamagata/64)",1
"242","Influenza C virus (C/Yamagata/7/88)",1
"244","Iotapapillomavirus 1",1
"245","Iris severe mosaic virus",1
"246","Jaagsiekte sheep retrovirus",1
"250","Kunjin virus",1
"251","Kyasanur Forest disease virus",1
"252","Lactate dehydrogenase-elevating virus",1
"253","Lactobacillus phage J1",1
"254","Lactobacillus phage JCL1032",1
"256","Lactobacillus phage PL-1",1
"257","Lactococcus phage P6",1
"258","Lactococcus phage phiLC3",1
"259","Lactococcus phage TP901-1",1
"261","Lactococcus virus bIL67",1
"263","Lactococcus virus sk1",1
"264","Lamb rotavirus",1
"266","Lassa mammarenavirus",1
"267","Leishmania RNA virus 1 - 4",1
"268","Lettuce infectious yellows virus",1
"270","Leuconostoc phage L10",1
"271","Lily symptomless virus",1
"274","Lymphoproliferative disease virus",1
"275","Maize dwarf mosaic virus",1
"276","Maize streak virus",1
"277","Mamastrovirus 1",1
"279","Melon necrotic spot virus",1
"280","Minireovirus",1
"281","Mink cell focus-forming virus",1
"282","Moloney murine leukemia virus",1
"285","Mouse parvovirus 1",1
"289","Murine adenovirus 1",1
"293","Mushroom bacilliform virus",1
"294","Mycobacterium virus I3",1
"296","Norovirus isolates",1
"297","Norwalk-like virus NLV/UK3-17/12700/1992/GB",1
"298","Norwalk virus",1
"299","Odontoglossum ringspot virus",1
"301","Orgyia pseudotsugata cypovirus 5",1
"302","Orgyia pseudotsugata single capsid nuclopolyhedrovirus",1
"304","Panicum streak virus - Karino",1
"306","Pea enation mosaic virus 2",1
"307","Pea enation mosaic virus satellite RNA",1
"308","Peanut clump virus",1
"309","Peanut mottle virus",1
"310","Peanut stripe virus",1
"311","Pear vein yellows virus",1
"312","Plantago asiatica mosaic virus",1
"313","Plum pox virus",1
"314","Pneumonia virus of mice J3666",1
"315","Porcine adenovirus 4",1
"319","Porcine rotavirus G11",1
"320","Potato aucuba mosaic virus",1
"322","Potato mop-top virus",1
"324","Potato virus X",1
"326","Potato yellow mosaic virus",1
"327","Potato yellow mosaic virus - [Venezuela]",1
"328","Prevotella phage phi AR29",1
"329","Prune dwarf virus",1
"330","Pseudomonas virus D3",1
"331","Puma lentivirus 14",1
"334","Rabbit hemorrhagic disease virus",1
"335","Rabbitpox virus",1
"337","Reindeer papillomavirus",1
"338","Reovirus sp.",1
"340","Reticuloendotheliosis virus",1
"342","Rice gall dwarf virus",1
"343","Rice hoja blanca tenuivirus",1
"344","Rice stripe tenuivirus",1
"345","Rice yellow mottle virus",1
"346","Rice yellow stunt nucleorhabdovirus",1
"347","Rift Valley fever virus",1
"350","Rotavirus B",1
"351","Rotavirus C",1
"352","Rotavirus G1",1
"354","Rotavirus subgroup 1",1
"355","Rous-associated virus type 1",1
"357","Saimiriine gammaherpesvirus 2",1
"359","Seoul orthohantavirus",1
"360","Simian foamy virus type 6",1
"362","Simian parvovirus",1
"365","Simian T-lymphotropic virus 2",1
"369","Small ruminant morbillivirus",1
"371","Soybean dwarf virus",1
"372","Spodoptera littoralis nucleopolyhedrovirus",1
"373","St. Augustine decline satellite virus",1
"374","Stealth virus 1",1
"376","Streptococcus phage SFi18",1
"379","Sweet potato feathery mottle virus",1
"380","Sweet potato virus G",1
"381","Thailand orthohantavirus",1
"382","Tick-borne encephalitis virus",1
"383","Tobacco rattle virus",1
"386","Tomato severe leaf curl virus-[Guatemala 96-1]",1
"387","Tomato spotted wilt orthotospovirus",1
"388","Tomato yellow leaf curl China virus-[YN72]",1
"389","Tomato yellow leaf curl Sardinia virus-[Spain1]",1
"390","Tomato yellow leaf curl Thailand virus-[1]",1
"391","Tomato yellow leaf curl Thailand virus-[2]",1
"392","Tomato yellow leaf curl virus",1
"393","Tomato yellow leaf curl virus-[Dominican Republic]",1
"394","Tomato yellow leaf curl virus - Mild",1
"395","Tula orthohantavirus",1
"396","Tulip mosaic virus",1
"397","Turkey rhinotracheitis virus",1
"398","Turnip mosaic virus",1
"400","unclassified Simian adenoviruses",1
"401","unidentified entomopoxvirus",1
"402","unidentified herpesvirus",1
"403","unidentified phage",1
"409","Watermelon silver mottle orthotospovirus",1
"410","Western chimpanzee simian foamy virus",1
"411","Western equine encephalitis virus",1
"412","Wheat spindle streak mosaic virus",1
"413","Xanthomonas phage Lf",1
"414","Yellow fever virus",1
"415","Zucchini yellow mosaic virus",1
