,Var1,Freq
4,Adeno-associated virus - 5,6
5,African cassava mosaic virus-[Cameroon],6
19,Avian endogenous virus,6
42,Bovine adenovirus 3,6
46,Bovine ephemeral fever virus,6
47,Bovine gammaherpesvirus 4,6
50,Bovine leukemia virus,6
52,Bovine orthopneumovirus,6
53,Bovine respiratory syncytial virus ATCC51908,6
61,Breda virus,6
62,Broad bean wilt virus 2,6
72,Chino del tomate virus-[IC],6
74,Choristoneura fumiferana multiple nucleopolyhedrovirus,6
81,Cocal virus,6
85,Cowpox virus,6
86,Coxsackievirus A1,6
93,Dasheen mosaic virus,6
96,Dengue virus 4,6
98,Duck hepatitis B virus,6
99,Eastern equine encephalitis virus,6
103,Ectromelia virus,6
105,Encephalomyocarditis virus,6
107,Enterobacteria phage M11,6
116,Equid gammaherpesvirus 5,6
122,Escherichia virus Mu,6
134,Gallid alphaherpesvirus 2,6
137,Gibbon ape leukemia virus,6
152,Hepatitis C virus subtype 3a,6
166,Human adenovirus 5,6
199,Influenza A virus (A/Brevig Mission/1/1918(H1N1)),6
204,Influenza A virus (A/chicken/New York/13828-3/1995(H2N2)),6
213,Influenza A virus (A/New_York/1/18(H1N1)),6
214,Influenza A virus (A/South Carolina/1/1918(H1N1)),6
221,Influenza A virus (A/Victoria/3/1975(H3N2)),6
233,Largemouth bass virus,6
234,Leek yellow stripe virus,6
235,Leucania separata nucleopolyhedrovirus,6
240,Macaca mulatta rhadinovirus 17577,6
242,Macacine betaherpesvirus 3,6
244,Macropodid alphaherpesvirus 1,6
246,Maize streak virus,6
257,Methanobacterium phage psiM2,6
258,Methanobacterium virus psiM1,6
259,MLV-like endogenous virus,6
268,Mycobacterium phage TM4,6
271,Norovirus GII,6
275,Nudaurelia capensis beta virus,6
279,Onion yellow dwarf virus,6
283,Ornithogalum mosaic virus,6
286,Paramecium bursaria Chlorella virus NYs1,6
287,Paramecium bursaria Chlorella virus T1,6
313,Red seabream iridovirus,6
332,Sacbrood virus,6
343,Simian rotavirus A/SA11,6
363,Thosea asigna virus,6
367,Tobacco rattle virus,6
369,Tomato leaf curl New Delhi virus - [Luffa],6
373,Tomato yellow leaf curl virus - Mild[Aichi],6
375,Tomato yellow leaf curl virus - Mild[Shizuokua],6
383,Tupaia paramyxovirus,6
386,Turkey coronavirus,6
394,Western equine encephalitis virus,6
395,Wheat streak mosaic virus,6
397,Wiseana signata nucleopolyhedrovirus,6
264,Murine hepatitis virus,5
39,Bluetongue virus,4
174,Human gammaherpesvirus 4,4
239,Lymphocytic choriomeningitis mammarenavirus,4
329,Rotavirus str. US1205,4
14,Asian elephant endotheliolytic herpesvirus,3
21,Avian metapneumovirus,3
24,Bacillus phage phi105,3
27,Banana bract mosaic virus,3
30,Banna virus strain JKT-6423,3
36,Beet soil-borne mosaic virus,3
37,Beet yellows virus,3
43,Bovine alphaherpesvirus 5,3
51,Bovine lymphotropic herpesvirus,3
58,Bovine viral diarrhea virus strain Oregon C24V,3
69,Caprine arthritis encephalitis virus,3
71,Chino del tomate virus,3
76,Citrus ringspot virus,3
79,Clostridium botulinum D phage,3
83,Cotton leaf crumple virus,3
87,Coxsackievirus A4,3
102,Echovirus E5,3
104,Ectropis obliqua nucleopolyhedrovirus,3
106,Enterobacteria phage Ac3,3
108,Enterobacteria phage MX1,3
109,Enterobacteria phage RB27,3
110,Enterobacteria phage RB69,3
111,Enterobacteria phage T6,3
114,Equid alphaherpesvirus 3,3
125,Everglades virus,3
130,Foot-and-mouth disease virus,3
138,Gloxinia tospovirus,3
139,Grapevine rupestris stem pitting-associated virus,3
142,Hantavirus Lodz-1,3
143,Hantavirus Lodz-2,3
150,Hepatitis C virus subtype 1b,3
164,Human adenovirus 17,3
183,Human parechovirus 5,3
186,Human respiratory syncytial virus A,3
192,Human rotavirus strain NnB1,3
193,Human rotavirus strain S12/85,3
202,Influenza A virus (A/Chicken/Hong Kong/728/97 (H5N1)),3
203,Influenza A virus (A/chicken/New Jersey/15086-3/1994(H7N3)H),3
219,Influenza A virus (A/Tokyo/70/97),3
220,Influenza A virus (A/turkey/Ramon/73 (H5N2)),3
223,Jaagsiekte sheep retrovirus,3
225,Japanese encephalitis virus strain Nakayama,3
228,Lactate dehydrogenase-elevating virus,3
231,Lactococcus virus P008,3
232,Lapine rotavirus,3
245,Macroptilium golden mosaic virus,3
247,Mamastrovirus 1,3
248,Mamastrovirus 2,3
252,Marek's disease virus serotype 2 MDV2,3
262,Mouse mammary tumor virus,3
266,Murine leukemia virus,3
267,Mus dunni endogenous virus,3
274,Norwalk virus,3
277,Oenococcus phage fOg44,3
278,Olive ridley turtle herpesvirus,3
294,Pepper mild mottle virus,3
296,Phage #D,3
303,Porcine reproductive and respiratory syndrome virus 2,3
304,Porcine rotavirus C,3
311,Rat coronavirus,3
315,Retroperitoneal fibromatosis-associated herpesvirus,3
319,Rice yellow stunt nucleorhabdovirus,3
321,Rotavirus A,3
323,Rotavirus C,3
324,Rotavirus G1 strain 1992A,3
326,Rotavirus G3,3
327,Rotavirus G4,3
330,Rous sarcoma virus - Schmidt-Ruppin B,3
331,Ryegrass mosaic virus,3
339,Sida golden mosaic virus,3
355,Streptococcus virus Sfi21,3
359,Sweet potato feathery mottle virus,3
362,Testudo hermanni ranavirus,3
366,Tobacco mosaic virus,3
371,Tomato leaf curl virus-[Solanum species D1],3
376,Tomato yellow leaf curl virus - Mild[Spain7297],3
378,Tranosema rostrale ichnovirus,3
379,Transmissible gastroenteritis virus,3
380,Trichoplusia ni granulovirus,3
382,Tuberose mild mosaic virus,3
390,Vesicular exanthema of swine virus,3
392,Vibrio virus Vf33,3
393,Wasabi mottle virus,3
400,Yellow fever virus,3
401,Zaire ebolavirus,3
272,Norovirus isolates,2
291,Pepper geminivirus,2
325,Rotavirus G2,2
365,Tobacco apical stunt virus,2
1,Abutilon mosaic virus,1
2,Adeno-associated virus - 1,1
6,African horse sickness virus,1
8,Aichi virus 1,1
10,Alternanthera mosaic virus,1
11,Amur virus,1
13,Apricot latent virus,1
15,Ateline gammaherpesvirus 3,1
22,Avian orthoreovirus,1
23,Azuki bean mosaic virus,1
25,Bacteroides phage B40-8,1
29,Banna virus,1
32,Bean calico mosaic virus,1
33,Bean common mosaic virus,1
34,Bean yellow mosaic virus,1
35,Beet necrotic yellow vein virus,1
38,Blackcurrant reversion virus satellite RNA,1
44,Bovine circovirus,1
45,Bovine coronavirus,1
49,Bovine immunodeficiency virus FL112,1
54,Bovine torovirus,1
56,Bovine viral diarrhea virus 2,1
59,Bovine viral diarrhea virus strain Rit 4350,1
64,Cache Valley virus,1
65,Cali mammarenavirus,1
68,Canine rotavirus K9,1
70,Cercopithecine alphaherpesvirus 9,1
77,Citrus tristeza virus,1
80,Clover yellow vein virus,1
89,Coxsackievirus B5,1
91,Cryphonectria hypovirus 1,1
100,Echovirus E25,1
115,Equid gammaherpesvirus 2,1
118,Erysimum latent virus,1
119,Escherichia virus 186,1
128,Feline leukemia virus,1
132,Fowl aviadenovirus 9,1
141,Hantavirus CRF110,1
144,Hawaii calicivirus,1
145,Helicoverpa armigera nucleopolyhedrovirus,1
153,Hepatitis delta virus,1
156,Himetobi P virus,1
157,Hirame novirhabdovirus,1
160,Hog cholera virus 'Switzerland 1/93',1
161,Honeysuckle yellow vein mosaic virus,1
163,Human adenovirus 15,1
165,Human adenovirus 41,1
167,Human adenovirus 7,1
168,Human adenovirus 7a,1
169,Human adenovirus D9,1
171,Human astrovirus 3,1
188,Human rotavirus,1
191,Human rotavirus IAL28,1
198,Infectious pancreatic necrosis virus,1
200,Influenza A virus (A/Chicken/Beijing/1/1996(H9N2)),1
208,Influenza A virus (A/Hong Kong/481/97(H5N1)),1
210,Influenza A virus (A/Hong Kong/485/1997(H5N1)),1
218,Influenza A virus (A/Tokyo/1511/98(H3N2)),1
222,Influenza B virus (B/Yamagata/1/73),1
226,Japanese yam mosaic virus,1
230,Lactococcus virus 712,1
236,Leuconostoc phage 10MC,1
238,Lymphocystis disease virus 1,1
255,Merremia mosaic virus,1
260,Mokola lyssavirus,1
261,Molluscum contagiosum virus subtype 2,1
276,Oat sterile dwarf virus,1
281,Orf virus (strain NZ2),1
282,Orf virus strain D1701,1
285,Paramecium bursaria Chlorella virus CVK2,1
288,Pea enation mosaic virus 1,1
289,Peanut chlorotic fan-spot virus,1
290,Peanut stunt virus,1
292,Pepper golden mosaic virus,1
293,Pepper golden mosaic virus - [Mexico],1
295,Pepper yellow vein virus,1
300,Porcine circovirus type 2-B,1
305,Potato virus X,1
306,Potato virus Y,1
307,Pseudomonas virus D3,1
309,Rachiplusia ou MNPV,1
316,Rice black streaked dwarf virus,1
320,Rinderpest morbillivirus,1
328,Rotavirus G8,1
334,Saint Louis encephalitis virus,1
335,Salmon isavirus,1
337,Sericesthis iridescent virus,1
338,Shigella phage SfX,1
348,Southern bean mosaic virus,1
349,Spodoptera ascovirus,1
351,Squash leaf curl virus,1
352,Squash mosaic virus,1
353,Streptococcus virus DT1,1
360,Sweet potato leaf curl virus,1
361,Swine hepatitis E virus,1
368,Tobacco vein banding mosaic virus,1
381,Trichoplusia ni single nucleopolyhedrovirus,1
387,unidentified baculovirus,1
396,White spot syndrome virus,1
399,Xanthomonas phage phiXv,1
402,Zucchini yellow mosaic virus,1
,Dengue virus 1,0
,West Nile virus,0
