,Var1,Freq
10,Rice dwarf virus,39
1,Amsacta moorei entomopoxvirus,10
4,Equid alphaherpesvirus 1,10
9,Nocardia phage NJL,10
3,Borna disease virus 1,6
11,Rotavirus C,6
2,Border disease virus strain 137/4,3
7,Lymantria dispar multiple nucleopolyhedrovirus,3
12,Trichoplusia ni granulovirus,3
5,Human betaherpesvirus 6,1
6,Human immunodeficiency virus 1,1
8,Mus musculus polyomavirus 2,1
,West Nile virus,0
,Dengue virus 1,0
,Dengue virus 2,0
,Dengue virus 3,0
