"Auth1","Auth2"
"Barbanti-Brodano,G.","Tognon,M."
"Buonavoglia,C.","Tempesta,M."
"Buonavoglia,C.","Cavalli,A."
"Buonavoglia,C.","Voigt,V."
"Buonavoglia,C.","Buonavoglia,D."
"Buonavoglia,C.","Conserva,A."
"Buonavoglia,C.","Corrente,M."
"Tempesta,M.","Cavalli,A."
"Tempesta,M.","Voigt,V."
"Tempesta,M.","Buonavoglia,D."
"Tempesta,M.","Conserva,A."
"Tempesta,M.","Corrente,M."
"Cavalli,A.","Voigt,V."
"Cavalli,A.","Buonavoglia,D."
"Cavalli,A.","Conserva,A."
"Cavalli,A.","Corrente,M."
"Voigt,V.","Buonavoglia,D."
"Voigt,V.","Conserva,A."
"Voigt,V.","Corrente,M."
"Buonavoglia,D.","Conserva,A."
"Buonavoglia,D.","Corrente,M."
"Conserva,A.","Corrente,M."
"Offei,S.K.","Coutts,R.H.A."
"Tsuneyoshi,T.","Sumi,S."
"Esumi,M.","Hayashi,N."
"Esumi,M.","Takahashi,H."
"Esumi,M.","Shikata,T."
"Esumi,M.","Moriyama,M."
"Esumi,M.","Arakawa,Y."
"Esumi,M.","Eto,T."
"Esumi,M.","Nishihara,T."
"Esumi,M.","Nozaki,C."
"Esumi,M.","Mizuno,K."
"Hayashi,N.","Takahashi,H."
"Hayashi,N.","Shikata,T."
"Hayashi,N.","Moriyama,M."
"Hayashi,N.","Arakawa,Y."
"Hayashi,N.","Eto,T."
"Hayashi,N.","Nishihara,T."
"Hayashi,N.","Nozaki,C."
"Hayashi,N.","Mizuno,K."
"Takahashi,H.","Shikata,T."
"Takahashi,H.","Moriyama,M."
"Takahashi,H.","Arakawa,Y."
"Takahashi,H.","Eto,T."
"Takahashi,H.","Nishihara,T."
"Takahashi,H.","Nozaki,C."
"Takahashi,H.","Mizuno,K."
"Shikata,T.","Moriyama,M."
"Shikata,T.","Arakawa,Y."
"Shikata,T.","Eto,T."
"Shikata,T.","Nishihara,T."
"Shikata,T.","Nozaki,C."
"Shikata,T.","Mizuno,K."
"Moriyama,M.","Arakawa,Y."
"Moriyama,M.","Eto,T."
"Moriyama,M.","Nishihara,T."
"Moriyama,M.","Nozaki,C."
"Moriyama,M.","Mizuno,K."
"Arakawa,Y.","Eto,T."
"Arakawa,Y.","Nishihara,T."
"Arakawa,Y.","Nozaki,C."
"Arakawa,Y.","Mizuno,K."
"Eto,T.","Nishihara,T."
"Eto,T.","Nozaki,C."
"Eto,T.","Mizuno,K."
"Nishihara,T.","Nozaki,C."
"Nishihara,T.","Mizuno,K."
"Nozaki,C.","Mizuno,K."
"Yamaguchi,T.","Ogawa,M."
"Yamaguchi,T.","Inoshima,Y."
"Yamaguchi,T.","Miyoshi,M."
"Yamaguchi,T.","Fukushi,H."
"Yamaguchi,T.","Hirai,K."
"Ogawa,M.","Inoshima,Y."
"Ogawa,M.","Miyoshi,M."
"Ogawa,M.","Fukushi,H."
"Ogawa,M.","Hirai,K."
"Inoshima,Y.","Miyoshi,M."
"Inoshima,Y.","Fukushi,H."
"Inoshima,Y.","Hirai,K."
"Miyoshi,M.","Fukushi,H."
"Miyoshi,M.","Hirai,K."
"Fukushi,H.","Hirai,K."
"Chaumpluk,P.","Sasaki,Y."
"Chaumpluk,P.","Nakajima,N."
"Chaumpluk,P.","Nagano,H."
"Chaumpluk,P.","Nakamura,I."
"Chaumpluk,P.","Suzuki,K."
"Chaumpluk,P.","Mise,K."
"Chaumpluk,P.","Inouye,N."
"Chaumpluk,P.","Okuno,T."
"Chaumpluk,P.","Furusawa,I."
"Sasaki,Y.","Nakajima,N."
"Sasaki,Y.","Nagano,H."
"Sasaki,Y.","Nakamura,I."
"Sasaki,Y.","Suzuki,K."
"Sasaki,Y.","Mise,K."
"Sasaki,Y.","Inouye,N."
"Sasaki,Y.","Okuno,T."
"Sasaki,Y.","Furusawa,I."
"Nakajima,N.","Nagano,H."
"Nakajima,N.","Nakamura,I."
"Nakajima,N.","Suzuki,K."
"Nakajima,N.","Mise,K."
"Nakajima,N.","Inouye,N."
"Nakajima,N.","Okuno,T."
"Nakajima,N.","Furusawa,I."
"Nagano,H.","Nakamura,I."
"Nagano,H.","Suzuki,K."
"Nagano,H.","Mise,K."
"Nagano,H.","Inouye,N."
"Nagano,H.","Okuno,T."
"Nagano,H.","Furusawa,I."
"Nakamura,I.","Suzuki,K."
"Nakamura,I.","Mise,K."
"Nakamura,I.","Inouye,N."
"Nakamura,I.","Okuno,T."
"Nakamura,I.","Furusawa,I."
"Suzuki,K.","Mise,K."
"Suzuki,K.","Inouye,N."
"Suzuki,K.","Okuno,T."
"Suzuki,K.","Furusawa,I."
"Mise,K.","Inouye,N."
"Mise,K.","Okuno,T."
"Mise,K.","Furusawa,I."
"Inouye,N.","Okuno,T."
"Inouye,N.","Furusawa,I."
"Okuno,T.","Furusawa,I."
"Lindstrom,S.","Sugita,S."
"Lindstrom,S.","Endo,A."
"Lindstrom,S.","Ishida,M."
"Lindstrom,S.","Huang,P."
"Lindstrom,S.","Xi,S.H."
"Lindstrom,S.","Nerome,K."
"Sugita,S.","Endo,A."
"Sugita,S.","Ishida,M."
"Sugita,S.","Huang,P."
"Sugita,S.","Xi,S.H."
"Sugita,S.","Nerome,K."
"Endo,A.","Ishida,M."
"Endo,A.","Huang,P."
"Endo,A.","Xi,S.H."
"Endo,A.","Nerome,K."
"Ishida,M.","Huang,P."
"Ishida,M.","Xi,S.H."
"Ishida,M.","Nerome,K."
"Huang,P.","Xi,S.H."
"Huang,P.","Nerome,K."
"Xi,S.H.","Nerome,K."
"Nakazawa,H.","Kendirgi,F."
"Nakazawa,H.","Belloncik,S."
"Nakazawa,H.","Ito,R."
"Nakazawa,H.","Takagi,S."
"Nakazawa,H.","Minobe,Y."
"Nakazawa,H.","Higo,K."
"Nakazawa,H.","Sumida,M."
"Nakazawa,H.","Matsubara,F."
"Nakazawa,H.","Mori,H."
"Kendirgi,F.","Belloncik,S."
"Kendirgi,F.","Ito,R."
"Kendirgi,F.","Takagi,S."
"Kendirgi,F.","Minobe,Y."
"Kendirgi,F.","Higo,K."
"Kendirgi,F.","Sumida,M."
"Kendirgi,F.","Matsubara,F."
"Kendirgi,F.","Mori,H."
"Belloncik,S.","Ito,R."
"Belloncik,S.","Takagi,S."
"Belloncik,S.","Minobe,Y."
"Belloncik,S.","Higo,K."
"Belloncik,S.","Sumida,M."
"Belloncik,S.","Matsubara,F."
"Belloncik,S.","Mori,H."
"Ito,R.","Takagi,S."
"Ito,R.","Minobe,Y."
"Ito,R.","Higo,K."
"Ito,R.","Sumida,M."
"Ito,R.","Matsubara,F."
"Ito,R.","Mori,H."
"Takagi,S.","Minobe,Y."
"Takagi,S.","Higo,K."
"Takagi,S.","Sumida,M."
"Takagi,S.","Matsubara,F."
"Takagi,S.","Mori,H."
"Minobe,Y.","Higo,K."
"Minobe,Y.","Sumida,M."
"Minobe,Y.","Matsubara,F."
"Minobe,Y.","Mori,H."
"Higo,K.","Sumida,M."
"Higo,K.","Matsubara,F."
"Higo,K.","Mori,H."
"Sumida,M.","Matsubara,F."
"Sumida,M.","Mori,H."
"Matsubara,F.","Mori,H."
"Taniguchi,K.","Kojima,K."
"Taniguchi,K.","Urasawa,S."
"Kojima,K.","Urasawa,S."
"Kojima,K.","Taniguchi,K."
"Kojima,K.","Kobayashi,N."
"Taniguchi,K.","Kobayashi,N."
"Matsuura,M.","Noguchi,T."
"Matsuura,M.","Yamaguchi,D."
"Matsuura,M.","Aida,T."
"Matsuura,M.","Asayama,M."
"Matsuura,M.","Takahashi,H."
"Matsuura,M.","Shirai,M."
"Noguchi,T.","Yamaguchi,D."
"Noguchi,T.","Aida,T."
"Noguchi,T.","Asayama,M."
"Noguchi,T.","Takahashi,H."
"Noguchi,T.","Shirai,M."
"Yamaguchi,D.","Aida,T."
"Yamaguchi,D.","Asayama,M."
"Yamaguchi,D.","Takahashi,H."
"Yamaguchi,D.","Shirai,M."
"Aida,T.","Asayama,M."
"Aida,T.","Takahashi,H."
"Aida,T.","Shirai,M."
"Asayama,M.","Takahashi,H."
"Asayama,M.","Shirai,M."
"Takahashi,H.","Shirai,M."
"Guo,J.","Kitamura,T."
"Guo,J.","Ebihara,H."
"Guo,J.","Sugimoto,C."
"Guo,J.","Kunitake,T."
"Guo,J.","Takehisa,J."
"Guo,J.","Na,Y.Q."
"Guo,J.","Al-Ahdal,M.N."
"Guo,J.","Hallin,A."
"Guo,J.","Kawabe,K."
"Guo,J.","Taguchi,F."
"Guo,J.","Yogo,Y."
"Kitamura,T.","Ebihara,H."
"Kitamura,T.","Sugimoto,C."
"Kitamura,T.","Kunitake,T."
"Kitamura,T.","Takehisa,J."
"Kitamura,T.","Na,Y.Q."
"Kitamura,T.","Al-Ahdal,M.N."
"Kitamura,T.","Hallin,A."
"Kitamura,T.","Kawabe,K."
"Kitamura,T.","Taguchi,F."
"Kitamura,T.","Yogo,Y."
"Ebihara,H.","Sugimoto,C."
"Ebihara,H.","Kunitake,T."
"Ebihara,H.","Takehisa,J."
"Ebihara,H.","Na,Y.Q."
"Ebihara,H.","Al-Ahdal,M.N."
"Ebihara,H.","Hallin,A."
"Ebihara,H.","Kawabe,K."
"Ebihara,H.","Taguchi,F."
"Ebihara,H.","Yogo,Y."
"Sugimoto,C.","Kunitake,T."
"Sugimoto,C.","Takehisa,J."
"Sugimoto,C.","Na,Y.Q."
"Sugimoto,C.","Al-Ahdal,M.N."
"Sugimoto,C.","Hallin,A."
"Sugimoto,C.","Kawabe,K."
"Sugimoto,C.","Taguchi,F."
"Sugimoto,C.","Yogo,Y."
"Kunitake,T.","Takehisa,J."
"Kunitake,T.","Na,Y.Q."
"Kunitake,T.","Al-Ahdal,M.N."
"Kunitake,T.","Hallin,A."
"Kunitake,T.","Kawabe,K."
"Kunitake,T.","Taguchi,F."
"Kunitake,T.","Yogo,Y."
"Takehisa,J.","Na,Y.Q."
"Takehisa,J.","Al-Ahdal,M.N."
"Takehisa,J.","Hallin,A."
"Takehisa,J.","Kawabe,K."
"Takehisa,J.","Taguchi,F."
"Takehisa,J.","Yogo,Y."
"Na,Y.Q.","Al-Ahdal,M.N."
"Na,Y.Q.","Hallin,A."
"Na,Y.Q.","Kawabe,K."
"Na,Y.Q.","Taguchi,F."
"Na,Y.Q.","Yogo,Y."
"Al-Ahdal,M.N.","Hallin,A."
"Al-Ahdal,M.N.","Kawabe,K."
"Al-Ahdal,M.N.","Taguchi,F."
"Al-Ahdal,M.N.","Yogo,Y."
"Hallin,A.","Kawabe,K."
"Hallin,A.","Taguchi,F."
"Hallin,A.","Yogo,Y."
"Kawabe,K.","Taguchi,F."
"Kawabe,K.","Yogo,Y."
"Taguchi,F.","Yogo,Y."
"Iwanami,T.","Yamao,F."
"Iwanami,T.","Seno,T."
"Iwanami,T.","Ieki,H."
"Yamao,F.","Seno,T."
"Yamao,F.","Ieki,H."
"Seno,T.","Ieki,H."
"Fujimura,Y.","Ishimoto,S."
"Fujimura,Y.","Shimoyama,T."
"Fujimura,Y.","Narita,N."
"Fujimura,Y.","Kuze,Y."
"Fujimura,Y.","Yoshioka,A."
"Fujimura,Y.","Fukui,H."
"Fujimura,Y.","Tanaka,T."
"Fujimura,Y.","Tsuda,F."
"Fujimura,Y.","Okamoto,H."
"Fujimura,Y.","Miyakawa,Y"
"Fujimura,Y.",",Mayumi,M."
"Ishimoto,S.","Shimoyama,T."
"Ishimoto,S.","Narita,N."
"Ishimoto,S.","Kuze,Y."
"Ishimoto,S.","Yoshioka,A."
"Ishimoto,S.","Fukui,H."
"Ishimoto,S.","Tanaka,T."
"Ishimoto,S.","Tsuda,F."
"Ishimoto,S.","Okamoto,H."
"Ishimoto,S.","Miyakawa,Y"
"Ishimoto,S.",",Mayumi,M."
"Shimoyama,T.","Narita,N."
"Shimoyama,T.","Kuze,Y."
"Shimoyama,T.","Yoshioka,A."
"Shimoyama,T.","Fukui,H."
"Shimoyama,T.","Tanaka,T."
"Shimoyama,T.","Tsuda,F."
"Shimoyama,T.","Okamoto,H."
"Shimoyama,T.","Miyakawa,Y"
"Shimoyama,T.",",Mayumi,M."
"Narita,N.","Kuze,Y."
"Narita,N.","Yoshioka,A."
"Narita,N.","Fukui,H."
"Narita,N.","Tanaka,T."
"Narita,N.","Tsuda,F."
"Narita,N.","Okamoto,H."
"Narita,N.","Miyakawa,Y"
"Narita,N.",",Mayumi,M."
"Kuze,Y.","Yoshioka,A."
"Kuze,Y.","Fukui,H."
"Kuze,Y.","Tanaka,T."
"Kuze,Y.","Tsuda,F."
"Kuze,Y.","Okamoto,H."
"Kuze,Y.","Miyakawa,Y"
"Kuze,Y.",",Mayumi,M."
"Yoshioka,A.","Fukui,H."
"Yoshioka,A.","Tanaka,T."
"Yoshioka,A.","Tsuda,F."
"Yoshioka,A.","Okamoto,H."
"Yoshioka,A.","Miyakawa,Y"
"Yoshioka,A.",",Mayumi,M."
"Fukui,H.","Tanaka,T."
"Fukui,H.","Tsuda,F."
"Fukui,H.","Okamoto,H."
"Fukui,H.","Miyakawa,Y"
"Fukui,H.",",Mayumi,M."
"Tanaka,T.","Tsuda,F."
"Tanaka,T.","Okamoto,H."
"Tanaka,T.","Miyakawa,Y"
"Tanaka,T.",",Mayumi,M."
"Tsuda,F.","Okamoto,H."
"Tsuda,F.","Miyakawa,Y"
"Tsuda,F.",",Mayumi,M."
"Okamoto,H.","Miyakawa,Y"
"Okamoto,H.",",Mayumi,M."
"Miyakawa,Y",",Mayumi,M."
"Saito,A.","Kanno,T."
"Saito,A.","Murakami,Y."
"Saito,A.","Muramatsu,M."
"Saito,A.","Yamaguchi,S."
"Kanno,T.","Murakami,Y."
"Kanno,T.","Muramatsu,M."
"Kanno,T.","Yamaguchi,S."
"Murakami,Y.","Muramatsu,M."
"Murakami,Y.","Yamaguchi,S."
"Muramatsu,M.","Yamaguchi,S."
"Ishikawa,K.","Tsutsui,M."
"Ishikawa,K.","Taguchi,K."
"Ishikawa,K.","Saitoh,A."
"Ishikawa,K.","Muramatsu,M."
"Tsutsui,M.","Taguchi,K."
"Tsutsui,M.","Saitoh,A."
"Tsutsui,M.","Muramatsu,M."
"Taguchi,K.","Saitoh,A."
"Taguchi,K.","Muramatsu,M."
"Saitoh,A.","Muramatsu,M."
"Nakashima,N.","Koizumi,M."
"Nakashima,N.","Watanabe,H."
"Nakashima,N.","Noda,H."
"Koizumi,M.","Watanabe,H."
"Koizumi,M.","Noda,H."
"Watanabe,H.","Noda,H."
"Tokita,H.","Okamoto,H."
"Tokita,H.","Iizuka,H."
"Tokita,H.","Kishimoto,J."
"Tokita,H.","Tsuda,F."
"Tokita,H.","Lesmana,L.A."
"Tokita,H.","Miyakawa,Y."
"Tokita,H.","Mayumi,M."
"Okamoto,H.","Iizuka,H."
"Okamoto,H.","Kishimoto,J."
"Okamoto,H.","Tsuda,F."
"Okamoto,H.","Lesmana,L.A."
"Okamoto,H.","Miyakawa,Y."
"Okamoto,H.","Mayumi,M."
"Iizuka,H.","Kishimoto,J."
"Iizuka,H.","Tsuda,F."
"Iizuka,H.","Lesmana,L.A."
"Iizuka,H.","Miyakawa,Y."
"Iizuka,H.","Mayumi,M."
"Kishimoto,J.","Tsuda,F."
"Kishimoto,J.","Lesmana,L.A."
"Kishimoto,J.","Miyakawa,Y."
"Kishimoto,J.","Mayumi,M."
"Tsuda,F.","Lesmana,L.A."
"Tsuda,F.","Miyakawa,Y."
"Tsuda,F.","Mayumi,M."
"Lesmana,L.A.","Miyakawa,Y."
"Lesmana,L.A.","Mayumi,M."
"Miyakawa,Y.","Mayumi,M."
"Fukushi,H.","Tomita,T."
"Fukushi,H.","Taniguchi,A."
"Fukushi,H.","Ochiai,Y."
"Fukushi,H.","Kirisawa,R."
"Fukushi,H.","Matsumura,T."
"Fukushi,H.","Yanai,T."
"Fukushi,H.","Masegi,T."
"Fukushi,H.","Yamaguchi,T."
"Fukushi,H.","Hirai,K."
"Tomita,T.","Taniguchi,A."
"Tomita,T.","Ochiai,Y."
"Tomita,T.","Kirisawa,R."
"Tomita,T.","Matsumura,T."
"Tomita,T.","Yanai,T."
"Tomita,T.","Masegi,T."
"Tomita,T.","Yamaguchi,T."
"Tomita,T.","Hirai,K."
"Taniguchi,A.","Ochiai,Y."
"Taniguchi,A.","Kirisawa,R."
"Taniguchi,A.","Matsumura,T."
"Taniguchi,A.","Yanai,T."
"Taniguchi,A.","Masegi,T."
"Taniguchi,A.","Yamaguchi,T."
"Taniguchi,A.","Hirai,K."
"Ochiai,Y.","Kirisawa,R."
"Ochiai,Y.","Matsumura,T."
"Ochiai,Y.","Yanai,T."
"Ochiai,Y.","Masegi,T."
"Ochiai,Y.","Yamaguchi,T."
"Ochiai,Y.","Hirai,K."
"Kirisawa,R.","Matsumura,T."
"Kirisawa,R.","Yanai,T."
"Kirisawa,R.","Masegi,T."
"Kirisawa,R.","Yamaguchi,T."
"Kirisawa,R.","Hirai,K."
"Matsumura,T.","Yanai,T."
"Matsumura,T.","Masegi,T."
"Matsumura,T.","Yamaguchi,T."
"Matsumura,T.","Hirai,K."
"Yanai,T.","Masegi,T."
"Yanai,T.","Yamaguchi,T."
"Yanai,T.","Hirai,K."
"Masegi,T.","Yamaguchi,T."
"Masegi,T.","Hirai,K."
"Yamaguchi,T.","Hirai,K."
"Hashimoto,M.","Chayama,K."
"Hashimoto,M.","Tubota,A."
"Hashimoto,M.","Kobayashi,M."
"Hashimoto,M.","Saitou,S."
"Hashimoto,M.","Arase,Y."
"Hashimoto,M.","Ikeda,K."
"Hashimoto,M.","Kobayashi,M."
"Hashimoto,M.","Nakano,A."
"Hashimoto,M.","Takagi,K."
"Hashimoto,M.","Koike,H."
"Hashimoto,M.","Okamoto,K."
"Hashimoto,M.","Handa,H."
"Hashimoto,M.","Kumada,H."
"Chayama,K.","Tubota,A."
"Chayama,K.","Kobayashi,M."
"Chayama,K.","Saitou,S."
"Chayama,K.","Arase,Y."
"Chayama,K.","Ikeda,K."
"Chayama,K.","Kobayashi,M."
"Chayama,K.","Nakano,A."
"Chayama,K.","Takagi,K."
"Chayama,K.","Koike,H."
"Chayama,K.","Okamoto,K."
"Chayama,K.","Handa,H."
"Chayama,K.","Kumada,H."
"Tubota,A.","Kobayashi,M."
"Tubota,A.","Saitou,S."
"Tubota,A.","Arase,Y."
"Tubota,A.","Ikeda,K."
"Tubota,A.","Kobayashi,M."
"Tubota,A.","Nakano,A."
"Tubota,A.","Takagi,K."
"Tubota,A.","Koike,H."
"Tubota,A.","Okamoto,K."
"Tubota,A.","Handa,H."
"Tubota,A.","Kumada,H."
"Kobayashi,M.","Saitou,S."
"Kobayashi,M.","Arase,Y."
"Kobayashi,M.","Ikeda,K."
"Kobayashi,M.","Kobayashi,M."
"Kobayashi,M.","Nakano,A."
"Kobayashi,M.","Takagi,K."
"Kobayashi,M.","Koike,H."
"Kobayashi,M.","Okamoto,K."
"Kobayashi,M.","Handa,H."
"Kobayashi,M.","Kumada,H."
"Saitou,S.","Arase,Y."
"Saitou,S.","Ikeda,K."
"Saitou,S.","Kobayashi,M."
"Saitou,S.","Nakano,A."
"Saitou,S.","Takagi,K."
"Saitou,S.","Koike,H."
"Saitou,S.","Okamoto,K."
"Saitou,S.","Handa,H."
"Saitou,S.","Kumada,H."
"Arase,Y.","Ikeda,K."
"Arase,Y.","Kobayashi,M."
"Arase,Y.","Nakano,A."
"Arase,Y.","Takagi,K."
"Arase,Y.","Koike,H."
"Arase,Y.","Okamoto,K."
"Arase,Y.","Handa,H."
"Arase,Y.","Kumada,H."
"Ikeda,K.","Kobayashi,M."
"Ikeda,K.","Nakano,A."
"Ikeda,K.","Takagi,K."
"Ikeda,K.","Koike,H."
"Ikeda,K.","Okamoto,K."
"Ikeda,K.","Handa,H."
"Ikeda,K.","Kumada,H."
"Kobayashi,M.","Nakano,A."
"Kobayashi,M.","Takagi,K."
"Kobayashi,M.","Koike,H."
"Kobayashi,M.","Okamoto,K."
"Kobayashi,M.","Handa,H."
"Kobayashi,M.","Kumada,H."
"Nakano,A.","Takagi,K."
"Nakano,A.","Koike,H."
"Nakano,A.","Okamoto,K."
"Nakano,A.","Handa,H."
"Nakano,A.","Kumada,H."
"Takagi,K.","Koike,H."
"Takagi,K.","Okamoto,K."
"Takagi,K.","Handa,H."
"Takagi,K.","Kumada,H."
"Koike,H.","Okamoto,K."
"Koike,H.","Handa,H."
"Koike,H.","Kumada,H."
"Okamoto,K.","Handa,H."
"Okamoto,K.","Kumada,H."
"Handa,H.","Kumada,H."
"Maoka,T.","Kashiwazaki,S."
"Maoka,T.","Tsuda,S."
"Maoka,T.","Usugi,T."
"Maoka,T.","Hibino,H."
"Kashiwazaki,S.","Tsuda,S."
"Kashiwazaki,S.","Usugi,T."
"Kashiwazaki,S.","Hibino,H."
"Tsuda,S.","Usugi,T."
"Tsuda,S.","Hibino,H."
"Usugi,T.","Hibino,H."
"Nakao,H.","Okamoto,H."
"Nakao,H.","Tokita,H."
"Nakao,H.","Inoue,T."
"Nakao,H.","Iizuka,H."
"Nakao,H.","Pozzato,G"
"Nakao,H.",",Mishiro,S."
"Okamoto,H.","Tokita,H."
"Okamoto,H.","Inoue,T."
"Okamoto,H.","Iizuka,H."
"Okamoto,H.","Pozzato,G"
"Okamoto,H.",",Mishiro,S."
"Tokita,H.","Inoue,T."
"Tokita,H.","Iizuka,H."
"Tokita,H.","Pozzato,G"
"Tokita,H.",",Mishiro,S."
"Inoue,T.","Iizuka,H."
"Inoue,T.","Pozzato,G"
"Inoue,T.",",Mishiro,S."
"Iizuka,H.","Pozzato,G"
"Iizuka,H.",",Mishiro,S."
"Pozzato,G",",Mishiro,S."
"Okamoto,H.","Kobata,S."
"Okamoto,H.","Tokita,H."
"Okamoto,H.","Inoue,T."
"Okamoto,H.","Woodfield,G.D."
"Okamoto,H.","Holland,P.V."
"Okamoto,H.","Al-Knawy,B.A."
"Okamoto,H.","Uzunalimoglu,O."
"Okamoto,H.","Miyakawa,Y."
"Okamoto,H.","Mayumi,M."
"Kobata,S.","Tokita,H."
"Kobata,S.","Inoue,T."
"Kobata,S.","Woodfield,G.D."
"Kobata,S.","Holland,P.V."
"Kobata,S.","Al-Knawy,B.A."
"Kobata,S.","Uzunalimoglu,O."
"Kobata,S.","Miyakawa,Y."
"Kobata,S.","Mayumi,M."
"Tokita,H.","Inoue,T."
"Tokita,H.","Woodfield,G.D."
"Tokita,H.","Holland,P.V."
"Tokita,H.","Al-Knawy,B.A."
"Tokita,H.","Uzunalimoglu,O."
"Tokita,H.","Miyakawa,Y."
"Tokita,H.","Mayumi,M."
"Inoue,T.","Woodfield,G.D."
"Inoue,T.","Holland,P.V."
"Inoue,T.","Al-Knawy,B.A."
"Inoue,T.","Uzunalimoglu,O."
"Inoue,T.","Miyakawa,Y."
"Inoue,T.","Mayumi,M."
"Woodfield,G.D.","Holland,P.V."
"Woodfield,G.D.","Al-Knawy,B.A."
"Woodfield,G.D.","Uzunalimoglu,O."
"Woodfield,G.D.","Miyakawa,Y."
"Woodfield,G.D.","Mayumi,M."
"Holland,P.V.","Al-Knawy,B.A."
"Holland,P.V.","Uzunalimoglu,O."
"Holland,P.V.","Miyakawa,Y."
"Holland,P.V.","Mayumi,M."
"Al-Knawy,B.A.","Uzunalimoglu,O."
"Al-Knawy,B.A.","Miyakawa,Y."
"Al-Knawy,B.A.","Mayumi,M."
"Uzunalimoglu,O.","Miyakawa,Y."
"Uzunalimoglu,O.","Mayumi,M."
"Miyakawa,Y.","Mayumi,M."
"Holland,P.V.","Barrera,J.M."
"Holland,P.V.","Ercilla,M.G."
"Holland,P.V.","Yoshida,C.F."
"Holland,P.V.","Wang,Y."
"Holland,P.V.","de	Olim,G.A."
"Holland,P.V.","Betlach,B."
"Holland,P.V.","Kuramoto,K."
"Holland,P.V.","Okamoto,H."
"Barrera,J.M.","Ercilla,M.G."
"Barrera,J.M.","Yoshida,C.F."
"Barrera,J.M.","Wang,Y."
"Barrera,J.M.","de	Olim,G.A."
"Barrera,J.M.","Betlach,B."
"Barrera,J.M.","Kuramoto,K."
"Barrera,J.M.","Okamoto,H."
"Ercilla,M.G.","Yoshida,C.F."
"Ercilla,M.G.","Wang,Y."
"Ercilla,M.G.","de	Olim,G.A."
"Ercilla,M.G.","Betlach,B."
"Ercilla,M.G.","Kuramoto,K."
"Ercilla,M.G.","Okamoto,H."
"Yoshida,C.F.","Wang,Y."
"Yoshida,C.F.","de	Olim,G.A."
"Yoshida,C.F.","Betlach,B."
"Yoshida,C.F.","Kuramoto,K."
"Yoshida,C.F.","Okamoto,H."
"Wang,Y.","de	Olim,G.A."
"Wang,Y.","Betlach,B."
"Wang,Y.","Kuramoto,K."
"Wang,Y.","Okamoto,H."
"de	Olim,G.A.","Betlach,B."
"de	Olim,G.A.","Kuramoto,K."
"de	Olim,G.A.","Okamoto,H."
"Betlach,B.","Kuramoto,K."
"Betlach,B.","Okamoto,H."
"Kuramoto,K.","Okamoto,H."
"Asahina,Y.","Enomoto,N."
"Asahina,Y.","Ogura,Y."
"Asahina,Y.","Kurosaki,M."
"Asahina,Y.","Sakuma,I."
"Asahina,Y.","Izumi,N."
"Asahina,Y.","Marumo,F."
"Asahina,Y.","Sato,C."
"Enomoto,N.","Ogura,Y."
"Enomoto,N.","Kurosaki,M."
"Enomoto,N.","Sakuma,I."
"Enomoto,N.","Izumi,N."
"Enomoto,N.","Marumo,F."
"Enomoto,N.","Sato,C."
"Ogura,Y.","Kurosaki,M."
"Ogura,Y.","Sakuma,I."
"Ogura,Y.","Izumi,N."
"Ogura,Y.","Marumo,F."
"Ogura,Y.","Sato,C."
"Kurosaki,M.","Sakuma,I."
"Kurosaki,M.","Izumi,N."
"Kurosaki,M.","Marumo,F."
"Kurosaki,M.","Sato,C."
"Sakuma,I.","Izumi,N."
"Sakuma,I.","Marumo,F."
"Sakuma,I.","Sato,C."
"Izumi,N.","Marumo,F."
"Izumi,N.","Sato,C."
"Marumo,F.","Sato,C."
"Asahina,Y.","Enomoto,N."
"Asahina,Y.","Ogura,Y."
"Asahina,Y.","Sakuma,I."
"Asahina,Y.","Kurosaki,M."
"Asahina,Y.","Izumi,N."
"Asahina,Y.","Marumo,F."
"Asahina,Y.","Sato,C."
"Enomoto,N.","Ogura,Y."
"Enomoto,N.","Sakuma,I."
"Enomoto,N.","Kurosaki,M."
"Enomoto,N.","Izumi,N."
"Enomoto,N.","Marumo,F."
"Enomoto,N.","Sato,C."
"Ogura,Y.","Sakuma,I."
"Ogura,Y.","Kurosaki,M."
"Ogura,Y.","Izumi,N."
"Ogura,Y.","Marumo,F."
"Ogura,Y.","Sato,C."
"Sakuma,I.","Kurosaki,M."
"Sakuma,I.","Izumi,N."
"Sakuma,I.","Marumo,F."
"Sakuma,I.","Sato,C."
"Kurosaki,M.","Izumi,N."
"Kurosaki,M.","Marumo,F."
"Kurosaki,M.","Sato,C."
"Izumi,N.","Marumo,F."
"Izumi,N.","Sato,C."
"Marumo,F.","Sato,C."
"Adachi,A.","Kiyono,T."
"Adachi,A.","Hayashi,Y."
"Adachi,A.","Ohashi,M."
"Adachi,A.","Ishibashi,M."
"Kiyono,T.","Hayashi,Y."
"Kiyono,T.","Ohashi,M."
"Kiyono,T.","Ishibashi,M."
"Hayashi,Y.","Ohashi,M."
"Hayashi,Y.","Ishibashi,M."
"Ohashi,M.","Ishibashi,M."
"Hayakawa,T.","Xu,J."
"Hayakawa,T.","Hukuhara,T."
"Xu,J.","Hukuhara,T."
"Nogawa,M.","Kageyama,T."
"Nogawa,M.","Nakatani,A."
"Nogawa,M.","Taguchi,G."
"Nogawa,M.","Shimosaka,M."
"Nogawa,M.","Okazaki,M."
"Kageyama,T.","Nakatani,A."
