"Auth1","Auth2"
"Taylor,M.E.","Neel,J.V."
"Taylor,M.E.","Hjelle,B."
"Taylor,M.E.","Levine,P.H."
"Taylor,M.E.","Black,F.L."
"Taylor,M.E.","Shaw,G.M."
"Taylor,M.E.","Sharp,P.M."
"Taylor,M.E.","Hahn,B.H."
"Neel,J.V.","Hjelle,B."
"Neel,J.V.","Levine,P.H."
"Neel,J.V.","Black,F.L."
"Neel,J.V.","Shaw,G.M."
"Neel,J.V.","Sharp,P.M."
"Neel,J.V.","Hahn,B.H."
"Hjelle,B.","Levine,P.H."
"Hjelle,B.","Black,F.L."
"Hjelle,B.","Shaw,G.M."
"Hjelle,B.","Sharp,P.M."
"Hjelle,B.","Hahn,B.H."
"Levine,P.H.","Black,F.L."
"Levine,P.H.","Shaw,G.M."
"Levine,P.H.","Sharp,P.M."
"Levine,P.H.","Hahn,B.H."
"Black,F.L.","Shaw,G.M."
"Black,F.L.","Sharp,P.M."
"Black,F.L.","Hahn,B.H."
"Shaw,G.M.","Sharp,P.M."
"Shaw,G.M.","Hahn,B.H."
"Sharp,P.M.","Hahn,B.H."
"Bowen,M.D.","Peters,C.J."
"Bowen,M.D.","Mills,J.N."
"Bowen,M.D.","Nichol,S.T."
"Peters,C.J.","Mills,J.N."
"Peters,C.J.","Nichol,S.T."
"Mills,J.N.","Nichol,S.T."
"Besselsen,D.G.","Pintel,D.J."
"Besselsen,D.G.","Purdy,G.A."
"Besselsen,D.G.","Besch-Williford,C.L."
"Besselsen,D.G.","Franklin,C.L."
"Besselsen,D.G.","Hook,R.R"
"Besselsen,D.G.","Jr."
"Besselsen,D.G.","Riley,L.K."
"Pintel,D.J.","Purdy,G.A."
"Pintel,D.J.","Besch-Williford,C.L."
"Pintel,D.J.","Franklin,C.L."
"Pintel,D.J.","Hook,R.R"
"Pintel,D.J.","Jr."
"Pintel,D.J.","Riley,L.K."
"Purdy,G.A.","Besch-Williford,C.L."
"Purdy,G.A.","Franklin,C.L."
"Purdy,G.A.","Hook,R.R"
"Purdy,G.A.","Jr."
"Purdy,G.A.","Riley,L.K."
"Besch-Williford,C.L.","Franklin,C.L."
"Besch-Williford,C.L.","Hook,R.R"
"Besch-Williford,C.L.","Jr."
"Besch-Williford,C.L.","Riley,L.K."
"Franklin,C.L.","Hook,R.R"
"Franklin,C.L.","Jr."
"Franklin,C.L.","Riley,L.K."
"Hook,R.R","Jr."
"Hook,R.R","Riley,L.K."
"Jr.","Riley,L.K."
"Chng,C.G.","Wong,S.M."
"Chng,C.G.","Mahtani,P.H."
"Chng,C.G.","Loh,C.S."
"Chng,C.G.","Goh,C.J."
"Chng,C.G.","Kao,M.C."
"Chng,C.G.","Chung,M.C."
"Chng,C.G.","Watanabe,Y."
"Wong,S.M.","Mahtani,P.H."
"Wong,S.M.","Loh,C.S."
"Wong,S.M.","Goh,C.J."
"Wong,S.M.","Kao,M.C."
"Wong,S.M.","Chung,M.C."
"Wong,S.M.","Watanabe,Y."
"Mahtani,P.H.","Loh,C.S."
"Mahtani,P.H.","Goh,C.J."
"Mahtani,P.H.","Kao,M.C."
"Mahtani,P.H.","Chung,M.C."
"Mahtani,P.H.","Watanabe,Y."
"Loh,C.S.","Goh,C.J."
"Loh,C.S.","Kao,M.C."
"Loh,C.S.","Chung,M.C."
"Loh,C.S.","Watanabe,Y."
"Goh,C.J.","Kao,M.C."
"Goh,C.J.","Chung,M.C."
"Goh,C.J.","Watanabe,Y."
"Kao,M.C.","Chung,M.C."
"Kao,M.C.","Watanabe,Y."
"Chung,M.C.","Watanabe,Y."
"Nam,J.H.","Chung,Y.J."
"Nam,J.H.","Ban,S.J."
"Nam,J.H.","Kim,E.J."
"Nam,J.H.","Park,Y.K."
"Nam,J.H.","Cho,H.W."
"Chung,Y.J.","Ban,S.J."
"Chung,Y.J.","Kim,E.J."
"Chung,Y.J.","Park,Y.K."
"Chung,Y.J.","Cho,H.W."
"Ban,S.J.","Kim,E.J."
"Ban,S.J.","Park,Y.K."
"Ban,S.J.","Cho,H.W."
"Kim,E.J.","Park,Y.K."
"Kim,E.J.","Cho,H.W."
"Park,Y.K.","Cho,H.W."
"Flasinski,S.","Gunasinghe,U.B."
"Flasinski,S.","Gonzales,R.A."
"Flasinski,S.","Cassidy,B.G."
"Gunasinghe,U.B.","Gonzales,R.A."
"Gunasinghe,U.B.","Cassidy,B.G."
"Gonzales,R.A.","Cassidy,B.G."
"Oberste,M.S.","Parker,M.D."
"Oberste,M.S.","Smith,J.F."
"Parker,M.D.","Smith,J.F."
"Ge,X.","Scott,S.W."
"Lichtenstein,D.L.","Issel,C.J."
"Lichtenstein,D.L.","Montelaro,R.C."
"Issel,C.J.","Montelaro,R.C."
"Horling,J.","Chizhikov,V."
"Horling,J.","Lundkvist,A."
"Horling,J.","Jonsson,M."
"Horling,J.","Ivanov,L."
"Horling,J.","Dekonenko,A."
"Horling,J.","Niklasson,B."
"Horling,J.","Dzagurova,T."
"Horling,J.","Peters,C.J."
"Horling,J.","Tkachenko,E"
"Horling,J.",",Nichol,S."
"Chizhikov,V.","Lundkvist,A."
"Chizhikov,V.","Jonsson,M."
"Chizhikov,V.","Ivanov,L."
"Chizhikov,V.","Dekonenko,A."
"Chizhikov,V.","Niklasson,B."
"Chizhikov,V.","Dzagurova,T."
"Chizhikov,V.","Peters,C.J."
"Chizhikov,V.","Tkachenko,E"
"Chizhikov,V.",",Nichol,S."
"Lundkvist,A.","Jonsson,M."
"Lundkvist,A.","Ivanov,L."
"Lundkvist,A.","Dekonenko,A."
"Lundkvist,A.","Niklasson,B."
"Lundkvist,A.","Dzagurova,T."
"Lundkvist,A.","Peters,C.J."
"Lundkvist,A.","Tkachenko,E"
"Lundkvist,A.",",Nichol,S."
"Jonsson,M.","Ivanov,L."
"Jonsson,M.","Dekonenko,A."
"Jonsson,M.","Niklasson,B."
"Jonsson,M.","Dzagurova,T."
"Jonsson,M.","Peters,C.J."
"Jonsson,M.","Tkachenko,E"
"Jonsson,M.",",Nichol,S."
"Ivanov,L.","Dekonenko,A."
"Ivanov,L.","Niklasson,B."
"Ivanov,L.","Dzagurova,T."
"Ivanov,L.","Peters,C.J."
"Ivanov,L.","Tkachenko,E"
"Ivanov,L.",",Nichol,S."
"Dekonenko,A.","Niklasson,B."
"Dekonenko,A.","Dzagurova,T."
"Dekonenko,A.","Peters,C.J."
"Dekonenko,A.","Tkachenko,E"
"Dekonenko,A.",",Nichol,S."
"Niklasson,B.","Dzagurova,T."
"Niklasson,B.","Peters,C.J."
"Niklasson,B.","Tkachenko,E"
"Niklasson,B.",",Nichol,S."
"Dzagurova,T.","Peters,C.J."
"Dzagurova,T.","Tkachenko,E"
"Dzagurova,T.",",Nichol,S."
"Peters,C.J.","Tkachenko,E"
"Peters,C.J.",",Nichol,S."
"Tkachenko,E",",Nichol,S."
"Goral,M.I.","Mochow-Grundy,M."
"Goral,M.I.","Dermody,T.S."
"Mochow-Grundy,M.","Dermody,T.S."
"Pellock,B.J.","Lu,A."
"Pellock,B.J.","Meagher,R.B."
"Pellock,B.J.","Weise,M.J."
"Pellock,B.J.","Miller,L.K."
"Lu,A.","Meagher,R.B."
"Lu,A.","Weise,M.J."
"Lu,A.","Miller,L.K."
"Meagher,R.B.","Weise,M.J."
"Meagher,R.B.","Miller,L.K."
"Weise,M.J.","Miller,L.K."
"Strohle,A.","Bernasconi,C."
"Strohle,A.","Germann,D."
"Bernasconi,C.","Germann,D."
"Pongsuwanna,Y.","Taniguchi,K."
"Pongsuwanna,Y.","Chiwakul,M."
"Pongsuwanna,Y.","Urasawa,T."
"Pongsuwanna,Y.","Wakasugi,F."
"Pongsuwanna,Y.","Jayavasu,C."
"Pongsuwanna,Y.","Urasawa,S."
"Taniguchi,K.","Chiwakul,M."
"Taniguchi,K.","Urasawa,T."
"Taniguchi,K.","Wakasugi,F."
"Taniguchi,K.","Jayavasu,C."
"Taniguchi,K.","Urasawa,S."
"Chiwakul,M.","Urasawa,T."
"Chiwakul,M.","Wakasugi,F."
"Chiwakul,M.","Jayavasu,C."
"Chiwakul,M.","Urasawa,S."
"Urasawa,T.","Wakasugi,F."
"Urasawa,T.","Jayavasu,C."
"Urasawa,T.","Urasawa,S."
"Wakasugi,F.","Jayavasu,C."
"Wakasugi,F.","Urasawa,S."
"Jayavasu,C.","Urasawa,S."
"Wolinsky,S.M.","Korber,B.T."
"Wolinsky,S.M.","Neumann,A.U."
"Wolinsky,S.M.","Daniels,M."
"Wolinsky,S.M.","Kunstman,K.J."
"Wolinsky,S.M.","Whetsell,A.J."
"Wolinsky,S.M.","Furtado,M.R."
"Wolinsky,S.M.","Cao,Y."
"Wolinsky,S.M.","Ho,D.D."
"Wolinsky,S.M.","Safrit,J.T."
"Wolinsky,S.M.","Koup,R.A."
"Korber,B.T.","Neumann,A.U."
"Korber,B.T.","Daniels,M."
"Korber,B.T.","Kunstman,K.J."
"Korber,B.T.","Whetsell,A.J."
"Korber,B.T.","Furtado,M.R."
"Korber,B.T.","Cao,Y."
"Korber,B.T.","Ho,D.D."
"Korber,B.T.","Safrit,J.T."
"Korber,B.T.","Koup,R.A."
"Neumann,A.U.","Daniels,M."
"Neumann,A.U.","Kunstman,K.J."
"Neumann,A.U.","Whetsell,A.J."
"Neumann,A.U.","Furtado,M.R."
"Neumann,A.U.","Cao,Y."
"Neumann,A.U.","Ho,D.D."
"Neumann,A.U.","Safrit,J.T."
"Neumann,A.U.","Koup,R.A."
"Daniels,M.","Kunstman,K.J."
"Daniels,M.","Whetsell,A.J."
"Daniels,M.","Furtado,M.R."
"Daniels,M.","Cao,Y."
"Daniels,M.","Ho,D.D."
"Daniels,M.","Safrit,J.T."
"Daniels,M.","Koup,R.A."
"Kunstman,K.J.","Whetsell,A.J."
"Kunstman,K.J.","Furtado,M.R."
"Kunstman,K.J.","Cao,Y."
"Kunstman,K.J.","Ho,D.D."
"Kunstman,K.J.","Safrit,J.T."
"Kunstman,K.J.","Koup,R.A."
"Whetsell,A.J.","Furtado,M.R."
"Whetsell,A.J.","Cao,Y."
"Whetsell,A.J.","Ho,D.D."
"Whetsell,A.J.","Safrit,J.T."
"Whetsell,A.J.","Koup,R.A."
"Furtado,M.R.","Cao,Y."
"Furtado,M.R.","Ho,D.D."
"Furtado,M.R.","Safrit,J.T."
"Furtado,M.R.","Koup,R.A."
"Cao,Y.","Ho,D.D."
"Cao,Y.","Safrit,J.T."
"Cao,Y.","Koup,R.A."
"Ho,D.D.","Safrit,J.T."
"Ho,D.D.","Koup,R.A."
"Safrit,J.T.","Koup,R.A."
"Palombo,E.A.","Bugg,H.C."
"Palombo,E.A.","Masendycz,P.J."
"Palombo,E.A.","Coulson,B.S."
"Palombo,E.A.","Barnes,G.L"
"Palombo,E.A.",",Bishop,R.F."
"Bugg,H.C.","Masendycz,P.J."
"Bugg,H.C.","Coulson,B.S."
"Bugg,H.C.","Barnes,G.L"
"Bugg,H.C.",",Bishop,R.F."
"Masendycz,P.J.","Coulson,B.S."
"Masendycz,P.J.","Barnes,G.L"
"Masendycz,P.J.",",Bishop,R.F."
"Coulson,B.S.","Barnes,G.L"
"Coulson,B.S.",",Bishop,R.F."
"Barnes,G.L",",Bishop,R.F."
"Leary,T.P.","Muerhoff,A.S."
"Leary,T.P.","Simons,J.N."
"Leary,T.P.","Pilot-Matias,T.J."
"Leary,T.P.","Erker,J.C."
"Leary,T.P.","Chalmers,M.L."
"Leary,T.P.","Schlauder,G.G."
"Leary,T.P.","Dawson,G.J."
"Leary,T.P.","Desai,S.M"
"Leary,T.P.",",Mushahwar,I.K."
"Muerhoff,A.S.","Simons,J.N."
"Muerhoff,A.S.","Pilot-Matias,T.J."
"Muerhoff,A.S.","Erker,J.C."
"Muerhoff,A.S.","Chalmers,M.L."
"Muerhoff,A.S.","Schlauder,G.G."
"Muerhoff,A.S.","Dawson,G.J."
"Muerhoff,A.S.","Desai,S.M"
"Muerhoff,A.S.",",Mushahwar,I.K."
"Simons,J.N.","Pilot-Matias,T.J."
"Simons,J.N.","Erker,J.C."
"Simons,J.N.","Chalmers,M.L."
"Simons,J.N.","Schlauder,G.G."
"Simons,J.N.","Dawson,G.J."
"Simons,J.N.","Desai,S.M"
"Simons,J.N.",",Mushahwar,I.K."
"Pilot-Matias,T.J.","Erker,J.C."
"Pilot-Matias,T.J.","Chalmers,M.L."
"Pilot-Matias,T.J.","Schlauder,G.G."
"Pilot-Matias,T.J.","Dawson,G.J."
"Pilot-Matias,T.J.","Desai,S.M"
"Pilot-Matias,T.J.",",Mushahwar,I.K."
"Erker,J.C.","Chalmers,M.L."
"Erker,J.C.","Schlauder,G.G."
"Erker,J.C.","Dawson,G.J."
"Erker,J.C.","Desai,S.M"
"Erker,J.C.",",Mushahwar,I.K."
"Chalmers,M.L.","Schlauder,G.G."
"Chalmers,M.L.","Dawson,G.J."
"Chalmers,M.L.","Desai,S.M"
"Chalmers,M.L.",",Mushahwar,I.K."
"Schlauder,G.G.","Dawson,G.J."
"Schlauder,G.G.","Desai,S.M"
"Schlauder,G.G.",",Mushahwar,I.K."
"Dawson,G.J.","Desai,S.M"
"Dawson,G.J.",",Mushahwar,I.K."
"Desai,S.M",",Mushahwar,I.K."
"Zhao,X.","Li,Y."
"Zhao,X.","Pan,N."
"Zhao,X.","Chen,Z."
"Li,Y.","Pan,N."
"Li,Y.","Chen,Z."
"Pan,N.","Chen,Z."
"Purcell,D.F.","Broscius,C.M."
"Purcell,D.F.","Vanin,E.F."
"Purcell,D.F.","Buckler,C.E."
"Purcell,D.F.","Nienhuis,A.W."
"Purcell,D.F.","Martin,M.A."
"Broscius,C.M.","Vanin,E.F."
"Broscius,C.M.","Buckler,C.E."
"Broscius,C.M.","Nienhuis,A.W."
"Broscius,C.M.","Martin,M.A."
"Vanin,E.F.","Buckler,C.E."
"Vanin,E.F.","Nienhuis,A.W."
"Vanin,E.F.","Martin,M.A."
"Buckler,C.E.","Nienhuis,A.W."
"Buckler,C.E.","Martin,M.A."
"Nienhuis,A.W.","Martin,M.A."
"Douglas,N.W.","Knight,A.I."
"Douglas,N.W.","Hayhurst,A."
"Douglas,N.W.","Barrett,W.Y."
"Douglas,N.W.","Kevany,M.J"
"Douglas,N.W.",",Daniels,R.S."
"Knight,A.I.","Hayhurst,A."
"Knight,A.I.","Barrett,W.Y."
"Knight,A.I.","Kevany,M.J"
"Knight,A.I.",",Daniels,R.S."
"Hayhurst,A.","Barrett,W.Y."
"Hayhurst,A.","Kevany,M.J"
"Hayhurst,A.",",Daniels,R.S."
"Barrett,W.Y.","Kevany,M.J"
"Barrett,W.Y.",",Daniels,R.S."
"Kevany,M.J",",Daniels,R.S."
"Mao,J.","Tham,T.N."
"Mao,J.","Gentry,G.A."
"Mao,J.","Aubertin,A."
"Mao,J.","Chinchar,V.G."
"Tham,T.N.","Gentry,G.A."
"Tham,T.N.","Aubertin,A."
"Tham,T.N.","Chinchar,V.G."
"Gentry,G.A.","Aubertin,A."
"Gentry,G.A.","Chinchar,V.G."
"Aubertin,A.","Chinchar,V.G."
"Chen,F.","Suttle,C.A."
"Chen,F.","Short,S.M."
"Suttle,C.A.","Short,S.M."
"Campodonico,M.","Janssens,W."
"Campodonico,M.","Heyndrickx,L."
"Campodonico,M.","Fransen,K."
"Campodonico,M.","Leonaers,A."
"Campodonico,M.","Fay,F.F."
"Campodonico,M.","Taborda,M."
"Campodonico,M.","Van der Groen,G."
"Campodonico,M.","Fay,O.H."
"Janssens,W.","Heyndrickx,L."
"Janssens,W.","Fransen,K."
"Janssens,W.","Leonaers,A."
"Janssens,W.","Fay,F.F."
"Janssens,W.","Taborda,M."
"Janssens,W.","Van der Groen,G."
"Janssens,W.","Fay,O.H."
"Heyndrickx,L.","Fransen,K."
"Heyndrickx,L.","Leonaers,A."
"Heyndrickx,L.","Fay,F.F."
"Heyndrickx,L.","Taborda,M."
"Heyndrickx,L.","Van der Groen,G."
"Heyndrickx,L.","Fay,O.H."
"Fransen,K.","Leonaers,A."
"Fransen,K.","Fay,F.F."
"Fransen,K.","Taborda,M."
"Fransen,K.","Van der Groen,G."
"Fransen,K.","Fay,O.H."
"Leonaers,A.","Fay,F.F."
"Leonaers,A.","Taborda,M."
"Leonaers,A.","Van der Groen,G."
"Leonaers,A.","Fay,O.H."
"Fay,F.F.","Taborda,M."
"Fay,F.F.","Van der Groen,G."
"Fay,F.F.","Fay,O.H."
"Taborda,M.","Van der Groen,G."
"Taborda,M.","Fay,O.H."
"Van der Groen,G.","Fay,O.H."
"Roper,R.L.","Payne,L.G."
"Roper,R.L.","Moss,B."
"Payne,L.G.","Moss,B."
"Garcia,M.","Crawford,J.M."
"Garcia,M.","Latimer,J.W."
"Garcia,M.","Rivera-Cruz,E."
"Garcia,M.","Perdue,M.L."
"Crawford,J.M.","Latimer,J.W."
"Crawford,J.M.","Rivera-Cruz,E."
"Crawford,J.M.","Perdue,M.L."
"Latimer,J.W.","Rivera-Cruz,E."
"Latimer,J.W.","Perdue,M.L."
"Rivera-Cruz,E.","Perdue,M.L."
"Seal,B.S.","King,D.J."
"Seal,B.S.","Bennett,J.D."
"King,D.J.","Bennett,J.D."
"Cooper,B.","Schmitz,I."
"Cooper,B.","Rao,A.L."
"Cooper,B.","Beachy,R.N."
"Cooper,B.","Dodds,J.A."
"Schmitz,I.","Rao,A.L."
"Schmitz,I.","Beachy,R.N."
"Schmitz,I.","Dodds,J.A."
"Rao,A.L.","Beachy,R.N."
"Rao,A.L.","Dodds,J.A."
"Beachy,R.N.","Dodds,J.A."
"Kedzierska,S.","Wawrzynow,A."
"Kedzierska,S.","Taylor,A."
"Wawrzynow,A.","Taylor,A."
"Trujillo,J.M.","Wu,T.C."
"Trujillo,J.M.","Mounts,P."
"Wu,T.C.","Mounts,P."
"Randhawa,J.S.","Pringle,C.R."
"Randhawa,J.S.","Easton,A.J."
"Pringle,C.R.","Easton,A.J."
"Lin,N.T.","Wen,F.S."
"Lin,N.T.","Tseng,Y.H."
"Wen,F.S.","Tseng,Y.H."
"Erdman,D.D.","Durigon,E.L."
"Erdman,D.D.","Wang,Q.Y."
"Erdman,D.D.","Anderson,L.J."
"Durigon,E.L.","Wang,Q.Y."
"Durigon,E.L.","Anderson,L.J."
"Wang,Q.Y.","Anderson,L.J."
"Jons,A.","Granzow,H."
"Jons,A.","Kuchling,R."
"Jons,A.","Mettenleiter,T.C."
"Granzow,H.","Kuchling,R."
"Granzow,H.","Mettenleiter,T.C."
"Kuchling,R.","Mettenleiter,T.C."
"Jons,A.","Mettenleiter,T.C."
"Nicolas,O.","Pirone,T.P."
"Nicolas,O.","Hellmann,G.M."
"Pirone,T.P.","Hellmann,G.M."
"Wang,C.H.","Tsai,C.T."
"Thiem,S.M.","Du,X."
"Thiem,S.M.","Quentin,M.E."
"Thiem,S.M.","Berner,M.M."
"Du,X.","Quentin,M.E."
"Du,X.","Berner,M.M."
"Quentin,M.E.","Berner,M.M."
"Nauta,A.","van Sinderen,D."
"Nauta,A.","Karsens,H."
"Nauta,A.","Smit,E."
"Nauta,A.","Venema,G."
"Nauta,A.","Kok,J."
"van Sinderen,D.","Karsens,H."
"van Sinderen,D.","Smit,E."
"van Sinderen,D.","Venema,G."
"van Sinderen,D.","Kok,J."
"Karsens,H.","Smit,E."
"Karsens,H.","Venema,G."
"Karsens,H.","Kok,J."
"Smit,E.","Venema,G."
"Smit,E.","Kok,J."
"Venema,G.","Kok,J."
"van Sinderen,D.","Karsens,H."
"van Sinderen,D.","Kok,J."
"van Sinderen,D.","Terpstra,P."
"van Sinderen,D.","Ruiters,M.H."
"van Sinderen,D.","Venema,G."
"van Sinderen,D.","Nauta,A."
"Karsens,H.","Kok,J."
"Karsens,H.","Terpstra,P."
"Karsens,H.","Ruiters,M.H."
"Karsens,H.","Venema,G."
"Karsens,H.","Nauta,A."
"Kok,J.","Terpstra,P."
"Kok,J.","Ruiters,M.H."
"Kok,J.","Venema,G."
"Kok,J.","Nauta,A."
"Terpstra,P.","Ruiters,M.H."
"Terpstra,P.","Venema,G."
"Terpstra,P.","Nauta,A."
"Ruiters,M.H.","Venema,G."
"Ruiters,M.H.","Nauta,A."
"Venema,G.","Nauta,A."
"Oie,K.L.","Durrant,G."
"Oie,K.L.","Wolfinbarger,J.B."
"Oie,K.L.","Martin,D."
"Oie,K.L.","Costello,F."
"Oie,K.L.","Perryman,S."
"Oie,K.L.","Hogan,D."
"Oie,K.L.","Hadlow,W.J."
"Oie,K.L.","Bloom,M.E."
"Durrant,G.","Wolfinbarger,J.B."
"Durrant,G.","Martin,D."
"Durrant,G.","Costello,F."
"Durrant,G.","Perryman,S."
"Durrant,G.","Hogan,D."
"Durrant,G.","Hadlow,W.J."
"Durrant,G.","Bloom,M.E."
"Wolfinbarger,J.B.","Martin,D."
"Wolfinbarger,J.B.","Costello,F."
"Wolfinbarger,J.B.","Perryman,S."
"Wolfinbarger,J.B.","Hogan,D."
"Wolfinbarger,J.B.","Hadlow,W.J."
"Wolfinbarger,J.B.","Bloom,M.E."
"Martin,D.","Costello,F."
"Martin,D.","Perryman,S."
"Martin,D.","Hogan,D."
"Martin,D.","Hadlow,W.J."
"Martin,D.","Bloom,M.E."
"Costello,F.","Perryman,S."
"Costello,F.","Hogan,D."
"Costello,F.","Hadlow,W.J."
"Costello,F.","Bloom,M.E."
"Perryman,S.","Hogan,D."
"Perryman,S.","Hadlow,W.J."
"Perryman,S.","Bloom,M.E."
"Hogan,D.","Hadlow,W.J."
"Hogan,D.","Bloom,M.E."
"Hadlow,W.J.","Bloom,M.E."
"Ahrens,C.H.","Rohrmann,G.F."
"Rodriguez,L.L.","Fitch,W.M."
"Rodriguez,L.L.","Nichol,S.T."
"Fitch,W.M.","Nichol,S.T."
"Penny,M.A.","Thomas,S.J."
"Penny,M.A.","Douglas,N.W."
"Penny,M.A.","Ranjbar,S."
"Penny,M.A.","Holmes,H."
"Penny,M.A.","Daniels,R.S."
"Thomas,S.J.","Douglas,N.W."
"Thomas,S.J.","Ranjbar,S."
"Thomas,S.J.","Holmes,H."
"Thomas,S.J.","Daniels,R.S."
"Douglas,N.W.","Ranjbar,S."
"Douglas,N.W.","Holmes,H."
"Douglas,N.W.","Daniels,R.S."
"Ranjbar,S.","Holmes,H."
"Ranjbar,S.","Daniels,R.S."
"Holmes,H.","Daniels,R.S."
"Wallner,G.","Mandl,C.W."
"Wallner,G.","Ecker,M."
"Wallner,G.","Holzmann,H."
"Wallner,G.","Stiasny,K."
"Wallner,G.","Kunz,C"
"Wallner,G.",",Heinz,F.X."
"Mandl,C.W.","Ecker,M."
"Mandl,C.W.","Holzmann,H."
"Mandl,C.W.","Stiasny,K."
"Mandl,C.W.","Kunz,C"
"Mandl,C.W.",",Heinz,F.X."
"Ecker,M.","Holzmann,H."
"Ecker,M.","Stiasny,K."
"Ecker,M.","Kunz,C"
"Ecker,M.",",Heinz,F.X."
"Holzmann,H.","Stiasny,K."
"Holzmann,H.","Kunz,C"
"Holzmann,H.",",Heinz,F.X."
"Stiasny,K.","Kunz,C"
"Stiasny,K.",",Heinz,F.X."
"Kunz,C",",Heinz,F.X."
"Li,J.","Ling,R."
"Li,J.","Randhawa,J.S."
"Li,J.","Shaw,K."
"Li,J.","Davis,P.J."
"Li,J.","Juhasz,K."
"Li,J.","Pringle,C.R."
"Li,J.","Easton,A.J."
"Li,J.","Cavanagh,D."
"Ling,R.","Randhawa,J.S."
"Ling,R.","Shaw,K."
"Ling,R.","Davis,P.J."
"Ling,R.","Juhasz,K."
"Ling,R.","Pringle,C.R."
"Ling,R.","Easton,A.J."
"Ling,R.","Cavanagh,D."
"Randhawa,J.S.","Shaw,K."
"Randhawa,J.S.","Davis,P.J."
"Randhawa,J.S.","Juhasz,K."
"Randhawa,J.S.","Pringle,C.R."
"Randhawa,J.S.","Easton,A.J."
"Randhawa,J.S.","Cavanagh,D."
"Shaw,K.","Davis,P.J."
"Shaw,K.","Juhasz,K."
"Shaw,K.","Pringle,C.R."
"Shaw,K.","Easton,A.J."
"Shaw,K.","Cavanagh,D."
"Davis,P.J.","Juhasz,K."
"Davis,P.J.","Pringle,C.R."
"Davis,P.J.","Easton,A.J."
"Davis,P.J.","Cavanagh,D."
"Juhasz,K.","Pringle,C.R."
"Juhasz,K.","Easton,A.J."
"Juhasz,K.","Cavanagh,D."
"Pringle,C.R.","Easton,A.J."
"Pringle,C.R.","Cavanagh,D."
"Easton,A.J.","Cavanagh,D."
"Tolley,K.P.","Marriott,A.C."
"Tolley,K.P.","Simpson,A."
"Tolley,K.P.","Plows,D.J."
"Tolley,K.P.","Matthews,D.A."
"Tolley,K.P.","Longhurst,S.J."
"Tolley,K.P.","Evans,J.E."
"Tolley,K.P.","Johnson,J.L."
"Tolley,K.P.","Cane,P.A."
"Tolley,K.P.","Easton,A.J"
"Tolley,K.P.",",Pringle,C.R."
"Marriott,A.C.","Simpson,A."
"Marriott,A.C.","Plows,D.J."
"Marriott,A.C.","Matthews,D.A."
"Marriott,A.C.","Longhurst,S.J."
"Marriott,A.C.","Evans,J.E."
"Marriott,A.C.","Johnson,J.L."
"Marriott,A.C.","Cane,P.A."
"Marriott,A.C.","Easton,A.J"
"Marriott,A.C.",",Pringle,C.R."
"Simpson,A.","Plows,D.J."
"Simpson,A.","Matthews,D.A."
"Simpson,A.","Longhurst,S.J."
"Simpson,A.","Evans,J.E."
"Simpson,A.","Johnson,J.L."
"Simpson,A.","Cane,P.A."
"Simpson,A.","Easton,A.J"
"Simpson,A.",",Pringle,C.R."
"Plows,D.J.","Matthews,D.A."
"Plows,D.J.","Longhurst,S.J."
"Plows,D.J.","Evans,J.E."
"Plows,D.J.","Johnson,J.L."
"Plows,D.J.","Cane,P.A."
"Plows,D.J.","Easton,A.J"
"Plows,D.J.",",Pringle,C.R."
"Matthews,D.A.","Longhurst,S.J."
"Matthews,D.A.","Evans,J.E."
"Matthews,D.A.","Johnson,J.L."
"Matthews,D.A.","Cane,P.A."
"Matthews,D.A.","Easton,A.J"
"Matthews,D.A.",",Pringle,C.R."
"Longhurst,S.J.","Evans,J.E."
"Longhurst,S.J.","Johnson,J.L."
"Longhurst,S.J.","Cane,P.A."
"Longhurst,S.J.","Easton,A.J"
"Longhurst,S.J.",",Pringle,C.R."
"Evans,J.E.","Johnson,J.L."
"Evans,J.E.","Cane,P.A."
"Evans,J.E.","Easton,A.J"
"Evans,J.E.",",Pringle,C.R."
"Johnson,J.L.","Cane,P.A."
"Johnson,J.L.","Easton,A.J"
"Johnson,J.L.",",Pringle,C.R."
"Cane,P.A.","Easton,A.J"
"Cane,P.A.",",Pringle,C.R."
"Easton,A.J",",Pringle,C.R."
"Campbell,B.J.","Avery,R.J."
"Moore,P.S.","Gao,S.J."
"Moore,P.S.","Dominguez,G."
"Moore,P.S.","Cesarman,E."
"Moore,P.S.","Lungu,O."
"Moore,P.S.","Knowles,D.M."
"Moore,P.S.","Garber,R."
"Moore,P.S.","Pellett,P.E."
"Moore,P.S.","McGeoch,D.J."
"Moore,P.S.","Chang,Y."
"Gao,S.J.","Dominguez,G."
"Gao,S.J.","Cesarman,E."
"Gao,S.J.","Lungu,O."
"Gao,S.J.","Knowles,D.M."
"Gao,S.J.","Garber,R."
"Gao,S.J.","Pellett,P.E."
"Gao,S.J.","McGeoch,D.J."
"Gao,S.J.","Chang,Y."
"Dominguez,G.","Cesarman,E."
"Dominguez,G.","Lungu,O."
"Dominguez,G.","Knowles,D.M."
"Dominguez,G.","Garber,R."
"Dominguez,G.","Pellett,P.E."
"Dominguez,G.","McGeoch,D.J."
"Dominguez,G.","Chang,Y."
"Cesarman,E.","Lungu,O."
"Cesarman,E.","Knowles,D.M."
"Cesarman,E.","Garber,R."
"Cesarman,E.","Pellett,P.E."
