"","Auth","tax_id"
"1965","Katabira,E.",37296
"1966","Katabira,E.",37296
"1967","Zhang,W.C.",37296
"1968","Zhang,W.C.",37296
"1969","Feiner,D.",37296
"1970","Hu,Z.H.",74320
"1971","Hu,Z.H.",74320
"1972","Hu,Z.H.",74320
"1973","Hu,Z.H.",74320
"1974","Hu,Z.H.",74320
"1975","Hu,Z.H.",74320
"1976","Broer,R.",74320
"1977","Broer,R.",74320
"1978","Broer,R.",74320
"1979","Broer,R.",74320
"1980","Broer,R.",74320
"1981","Westerlaken,J.",74320
"1982","Westerlaken,J.",74320
"1983","Westerlaken,J.",74320
"1984","Westerlaken,J.",74320
"1985","Martens,J.W.M.",74320
"1986","Martens,J.W.M.",74320
"1987","Martens,J.W.M.",74320
"1988","Jin,F.",74320
"1989","Jin,F.",74320
"1990","Wang,L.M.",74320
"1991","Rybicki,E.P.",12305
"1992","Rybicki,E.P.",12305
"1993","Rybicki,E.P.",12305
"1994","Willment,J.A.",12305
"1995","Willment,J.A.",12305
"1996","Lane,J.",12305
"1997","Alvarez,V.",48982
"1998","Alvarez,V.",48982
"1999","Alvarez,V.",48982
"2000","Ducasse,D.A.",48982
"2001","Ducasse,D.A.",48982
"2002","Biderbost,E.",48982
"2003","Mangada,M.N.",11060
"2004","Hackland,A.",12305
"2005","Hackland,A.",12305
"2006","Thomson,J.A.",12305
"2007","Stuyver,L.",11103
"2008","Stuyver,L.",11103
"2009","Stuyver,L.",11103
"2010","Stuyver,L.",11103
"2011","Wyseur,A.",11103
"2012","Wyseur,A.",11103
"2013","Wyseur,A.",11103
"2014","van Arnhem,W.",11103
"2015","van Arnhem,W.",11103
"2016","Hernandez,F.",11103
"2017","Tyack,S.G.",170325
"2018","Tyack,S.G.",170325
"2019","Johnson,M.J.",170325
"2020","Erlandson,M.A.",49081
"2021","Erlandson,M.A.",49081
"2022","Erlandson,M.A.",49081
"2023","Keddie,B.A.",49081
"2024","Keddie,B.A.",49081
"2025","Baldwin,D.J.",49081
"2026","Chang,D.C.",10632
"2027","Chen,C.-D.",10580
"2028","Chen,C.-D.",10580
"2029","Wu,T.-C.",10580
"2030","Ciarlet,M.L.",49892
"2031","Ciarlet,M.L.",49892
"2032","Estes,M.K.",49892
"2033","Ciarlet,M.",10927
"2034","Ciarlet,M.",10927
"2035","Ciarlet,M.",10927
"2036","Pina,C.I.",10927
"2037","Pina,C.I.",10927
"2038","Garcia,O.",10927
"2039","Berke,T.",11982
"2040","Berke,T.",11982
"2041","Berke,T.",11982
"2042","Berke,T.",11982
"2043","Berke,T.",11982
"2044","Berke,T.",11982
"2045","Berry,E.S.",11982
"2046","Berry,E.S.",11982
"2047","Berry,E.S.",11982
"2048","Berry,E.S.",11982
"2049","Berry,E.S.",11982
"2050","Matson,D.O.",11982
"2051","Matson,D.O.",11982
"2052","Matson,D.O.",11982
"2053","Matson,D.O.",11982
"2054","Skilling,D.E.",11982
"2055","Skilling,D.E.",11982
"2056","Skilling,D.E.",11982
"2057","Barlough,J.E.",11982
"2058","Barlough,J.E.",11982
"2059","Poet,S.E.",11982
"2060","Trivedi,P.",11723
"2061","Sandford,G.R.",28304
"2062","Norder,H.",11034
"2063","Norder,H.",11034
"2064","Norder,H.",11034
"2065","Lundstr,J.M.",11034
"2066","Lundstr,J.M.",11034
"2067","Kozuch,O.",11034
"2068","Parkin,N.T.",387164
"2069","Mas,A.",11676
"2070","Mas,A.",11676
"2071","Mas,A.",11676
"2072","Quinones-Mateu,M.E.",11676
"2073","Quinones-Mateu,M.E.",11676
"2074","Soriano,V.",11676
"2075","Revill,P.A.",28373
"2076","Funatsu,M.",11234
"2077","Funatsu,M.",11234
"2078","Funatsu,M.",11234
"2079","Kobune,F.",11234
"2080","Kobune,F.",11234
"2081","Yoshikawa,H.",11234
"2082","Van Cuyck-Gandre,H.",12461
"2083","Van Cuyck-Gandre,H.",12461
"2084","Van Cuyck-Gandre,H.",12461
"2085","Van Cuyck-Gandre,H.",12461
"2086","Van Cuyck-Gandre,H.",12461
"2087","Van Cuyck-Gandre,H.",12461
"2088","Van Cuyck-Gandre,H.",12461
"2089","Zhang,H.",12461
"2090","Zhang,H.",12461
"2091","Zhang,H.",12461
"2092","Zhang,H.",12461
"2093","Zhang,H.",12461
"2094","Zhang,H.",12461
"2095","Clements,N.",12461
"2096","Clements,N.",12461
"2097","Clements,N.",12461
"2098","Clements,N.",12461
"2099","Clements,N.",12461
"2100","Caudill,J.",12461
"2101","Caudill,J.",12461
"2102","Caudill,J.",12461
"2103","Caudill,J.",12461
"2104","Cohen,S.",12461
"2105","Cohen,S.",12461
"2106","Cohen,S.",12461
"2107","Coursaget,P.",12461
"2108","Coursaget,P.",12461
"2109","Buisson,Y.",12461
"2110","Graham,K.A.",10273
"2111","Graham,K.A.",10273
"2112","Graham,K.A.",10273
"2113","Graham,K.A.",10273
"2114","Graham,K.A.",10273
"2115","Graham,K.A.",10273
"2116","Graham,K.A.",10273
"2117","Graham,K.A.",10273
"2118","Lalaani,A.S.",10273
"2119","Lalaani,A.S.",10273
"2120","Lalaani,A.S.",10273
"2121","Lalaani,A.S.",10273
"2122","Lalaani,A.S.",10273
"2123","Lalaani,A.S.",10273
"2124","Lalaani,A.S.",10273
"2125","Macen,J.",10273
"2126","Macen,J.",10273
"2127","Macen,J.",10273
"2128","Macen,J.",10273
"2129","Macen,J.",10273
"2130","Macen,J.",10273
"2131","Ness,T.L.",10273
"2132","Ness,T.L.",10273
"2133","Ness,T.L.",10273
"2134","Ness,T.L.",10273
"2135","Ness,T.L.",10273
"2136","Liu,L.",10273
"2137","Liu,L.",10273
"2138","Liu,L.",10273
"2139","Liu,L.",10273
"2140","Lusac,A.R.",10273
"2141","Lusac,A.R.",10273
"2142","Lusac,A.R.",10273
"2143","Kung,H.",10273
"2144","Kung,H.",10273
"2145","Moyer,D.",10273
"2146","Wong,S.M.",12178
"2147","Wong,S.M.",12178
"2148","Wong,S.M.",12178
"2149","Wong,S.M.",12178
"2150","Mahtani,P.H.",12178
"2151","Mahtani,P.H.",12178
"2152","Mahtani,P.H.",12178
"2153","Lee,K.C.",12178
"2154","Lee,K.C.",12178
"2155","Yu,H.H.",12178
"2156","Lukashevich,I.",11620
"2157","Lukashevich,I.",11620
"2158","Lukashevich,I.",11620
"2159","Lukashevich,I.",11620
"2160","Lukashevich,I.",11620
"2161","Lukashevich,I.",11620
"2162","Djavani,M.",11620
"2163","Djavani,M.",11620
"2164","Djavani,M.",11620
"2165","Djavani,M.",11620
"2166","Djavani,M.",11620
"2167","Shapiro,K.",11620
"2168","Shapiro,K.",11620
"2169","Shapiro,K.",11620
"2170","Shapiro,K.",11620
"2171","Sanchez,A.",11620
"2172","Sanchez,A.",11620
"2173","Sanchez,A.",11620
"2174","Ravkov,E.",11620
"2175","Ravkov,E.",11620
"2176","Nichol,S.",11620
"2177","Gilbert,S.A.",28344
"2178","Gilbert,S.A.",28344
"2179","Gilbert,S.A.",28344
"2180","Gilbert,S.A.",28344
"2181","Larochelle,R.",28344
"2182","Larochelle,R.",28344
"2183","Larochelle,R.",28344
"2184","Magar,R.",28344
"2185","Magar,R.",28344
"2186","Cho,H.J.",28344
"2187","Seipp,S.",54290
"2188","Seipp,S.",54290
"2189","Seipp,S.",54290
"2190","Seipp,S.",54290
"2191","Wahl,R.",54290
"2192","Wahl,R.",54290
"2193","Wahl,R.",54290
"2194","Mueller,H.M.",54290
"2195","Mueller,H.M.",54290
"2196","Theilmann,L.",54290
"2197","Hua,J.",11676
"2198","Hua,J.",11676
"2199","Caffrey,J.J.",11676
"2200","Wang,H.-L.",11103
"2201","Wang,H.-L.",11103
"2202","Wang,H.-L.",11103
"2203","Yan,Z.-Y.",11103
"2204","Yan,Z.-Y.",11103
"2205","Hou,Y.-D.",11103
"2206","Chebloune,Y.",11663
"2207","Chebloune,Y.",11663
"2208","Chebloune,Y.",11663
"2209","Karr,B.M.",11663
"2210","Karr,B.M.",11663
"2211","Leung,K.K.",11663
"2212","Zacharova,V.",11676
"2213","Zacharova,V.",11676
"2214","Zacharova,V.",11676
"2215","Zacharova,V.",11676
"2216","Becker,M.L.B.",11676
"2217","Becker,M.L.B.",11676
"2218","Becker,M.L.B.",11676
"2219","Zachar,V.",11676
"2220","Zachar,V.",11676
"2221","Ebbesen,P.",11676
"2222","Pang,S.",11676
"2223","Pang,S.",11676
"2224","Pang,S.",11676
"2225","Pang,S.",11676
"2226","Pang,S.",11676
"2227","Pang,S.",11676
"2228","Pang,S.",11676
"2229","Pang,S.",11676
"2230","Pang,S.",11676
"2231","Vinters,H.V.",11676
"2232","Vinters,H.V.",11676
"2233","Vinters,H.V.",11676
"2234","Vinters,H.V.",11676
"2235","Vinters,H.V.",11676
"2236","Vinters,H.V.",11676
"2237","Vinters,H.V.",11676
"2238","Vinters,H.V.",11676
"2239","Akashi,T.",11676
"2240","Akashi,T.",11676
"2241","Akashi,T.",11676
"2242","Akashi,T.",11676
"2243","Akashi,T.",11676
"2244","Akashi,T.",11676
"2245","Akashi,T.",11676
"2246","O'Brien,W.A.",11676
"2247","O'Brien,W.A.",11676
"2248","O'Brien,W.A.",11676
"2249","O'Brien,W.A.",11676
"2250","O'Brien,W.A.",11676
"2251","O'Brien,W.A.",11676
"2252","Chen,I.S.",11676
"2253","Chen,I.S.",11676
"2254","Chen,I.S.",11676
"2255","Chen,I.S.",11676
"2256","Chen,I.S.",11676
"2257","Koyanagi,Y.",11676
"2258","Koyanagi,Y.",11676
"2259","Koyanagi,Y.",11676
"2260","Koyanagi,Y.",11676
"2261","Namazie,A.",11676
"2262","Namazie,A.",11676
"2263","Namazie,A.",11676
"2264","Zhao,J.",11676
"2265","Zhao,J.",11676
"2266","Diagne,A.",11676
"2267","Chebloune,Y.",11663
"2268","Chebloune,Y.",11663
"2269","Chebloune,Y.",11663
"2270","Karr,B.M.",11663
"2271","Karr,B.M.",11663
"2272","Leung,K.K.",11663
"2273","Erker,J.C.",54290
"2274","Erker,J.C.",54290
"2275","Erker,J.C.",54290
"2276","Erker,J.C.",54290
"2277","Erker,J.C.",54290
"2278","Erker,J.C.",54290
"2279","Simons,J.N.",54290
"2280","Simons,J.N.",54290
"2281","Simons,J.N.",54290
"2282","Simons,J.N.",54290
"2283","Simons,J.N.",54290
"2284","Muerhoff,A.S.",54290
"2285","Muerhoff,A.S.",54290
"2286","Muerhoff,A.S.",54290
"2287","Muerhoff,A.S.",54290
"2288","Leary,T.P.",54290
"2289","Leary,T.P.",54290
"2290","Leary,T.P.",54290
"2291","Chalmers,M.L.",54290
"2292","Chalmers,M.L.",54290
"2293","Desai,S.M.",54290
"2294","Shi,B.J.",12305
"2295","Shi,B.J.",12305
"2296","Ding,S.W.",12305
"2297","Carlson,J.O.",11663
"2298","Carlson,J.O.",11663
"2299","DeMartini,J.C.",11663
"2300","Kreis,S.",11234
"2301","Macen,J.L.",32606
"2302","Macen,J.L.",32606
"2303","Ness,T.L.",32606
"2304","Hice,R.H.",307460
"2305","Hice,R.H.",307460
"2306","Gagnon,C.A.",28344
"2307","Youderian,P.",49964
"2308","Youderian,P.",49964
"2309","Youderian,P.",49964
"2310","Magrini,V.",49964
"2311","Magrini,V.",49964
"2312","Salmi,D.",49964
"2313","Poirel,L.",10372
"2314","Poirel,L.",10372
"2315","Poirel,L.",10372
"2316","Poirel,L.",10372
"2317","Poirel,L.",10372
"2318","Aubin,J.T.",10372
"2319","Aubin,J.T.",10372
"2320","Aubin,J.T.",10372
"2321","Aubin,J.T.",10372
"2322","Gautheret,A.",10372
"2323","Gautheret,A.",10372
"2324","Gautheret,A.",10372
"2325","Malet,I.",10372
"2326","Malet,I.",10372
"2327","Huraux,J.M.",10372
"2328","Ramos,P.L.",10832
"2329","Ramos,P.L.",10832
"2330","Ramos,P.L.",10832
"2331","Ramos,P.L.",10832
"2332","Guerra,O.",10832
"2333","Guerra,O.",10832
"2334","Guerra,O.",10832
"2335","Dorestes,V.",10832
"2336","Dorestes,V.",10832
"2337","Ramirez,N.",10832
"2338","Randhawa,J.S.",38525
"2339","Randhawa,J.S.",38525
"2340","Randhawa,J.S.",38525
"2341","Randhawa,J.S.",38525
"2342","Randhawa,J.S.",38525
"2343","Wilson,S.D.",38525
"2344","Wilson,S.D.",38525
"2345","Wilson,S.D.",38525
"2346","Wilson,S.D.",38525
"2347","Tolley,K.P.",38525
"2348","Tolley,K.P.",38525
"2349","Tolley,K.P.",38525
"2350","Cavanagh,D.",38525
"2351","Cavanagh,D.",38525
"2352","Pringle,C.R",38525
"2353","Hamooleh,G.",12618
"2354","Hamooleh,G.",12618
"2355","Cross,G.",12618
"2356","Numata,K.",336068
"2357","Numata,K.",336068
"2358","Numata,K.",336068
"2359","Numata,K.",336068
"2360","Numata,K.",336068
"2361","Hardy,M.E.",336068
"2362","Hardy,M.E.",336068
"2363","Hardy,M.E.",336068
"2364","Hardy,M.E.",336068
"2365","Kramer,S.F.",336068
"2366","Kramer,S.F.",336068
"2367","Kramer,S.F.",336068
"2368","Nakata,S.",336068
"2369","Nakata,S.",336068
"2370","Chiba,S.",336068
"2371","Duan,Y.-P.",10835
"2372","Duan,Y.-P.",10835
"2373","Duan,Y.-P.",10835
"2374","Powell,C.A.",10835
"2375","Powell,C.A.",10835
"2376","Purcifull,D.E.",10835
"2377","Abouzid,A.M.",51336
"2378","Abouzid,A.M.",51336
"2379","Hiebert,E.",51336
"2380","Kheyar,A.",11047
"2381","Kheyar,A.",11047
"2382","Kheyar,A.",11047
"2383","Kheyar,A.",11047
"2384","St-Laurent,G.",11047
"2385","St-Laurent,G.",11047
"2386","St-Laurent,G.",11047
"2387","Lepage,N.",11047
"2388","Lepage,N.",11047
"2389","Dufresne,J.",11047
"2390","Que,Q.",51374
"2391","Que,Q.",51374
"2392","Que,Q.",51374
"2393","Que,Q.",51374
"2394","Que,Q.",51374
"2395","Zhang,Y.",51374
"2396","Zhang,Y.",51374
"2397","Zhang,Y.",51374
"2398","Zhang,Y.",51374
"2399","Nelson,M.",51374
"2400","Nelson,M.",51374
"2401","Nelson,M.",51374
"2402","Ropp,S.",51374
"2403","Ropp,S.",51374
"2404","Burbank,D.E.",51374
"2405","VanRompay,K.K.A.",11723
"2406","VanRompay,K.K.A.",11723
"2407","VanRompay,K.K.A.",11723
"2408","Greenier,J.L.",11723
"2409","Greenier,J.L.",11723
"2410","Marthas,M.L.",11723
"2411","Bremont,M.",28875
"2412","Bremont,M.",28875
"2413","Bremont,M.",28875
"2414","Labbe,M.",28875
"2415","Labbe,M.",28875
"2416","Gajardo,R.",28875
"2417","Merryweather-Clarke,A.T.",76875
"2418","Kwon,C.S.",12305
"2419","Kwon,C.S.",12305
"2420","Paek,K.H.",12305
"2421","Balcazar,N.",11908
"2422","Andreyev,V.G.",28344
"2423","Andreyev,V.G.",28344
"2424","Andreyev,V.G.",28344
"2425","Andreyev,V.G.",28344
"2426","Wesley,R.D.",28344
"2427","Wesley,R.D.",28344
"2428","Wesley,R.D.",28344
"2429","Mengeling,W.L.",28344
"2430","Mengeling,W.L.",28344
"2431","Vorwald,A.C.",28344
"2432","Zhong,W.",37296
"2433","Zhong,W.",37296
"2434","Zhong,W.",37296
"2435","Wang,H.",37296
"2436","Wang,H.",37296
"2437","Herndier,B.",37296
"2438","Upadhyaya,N.M.",42475
"2439","Upadhyaya,N.M.",42475
"2440","Upadhyaya,N.M.",42475
"2441","Upadhyaya,N.M.",42475
"2442","Upadhyaya,N.M.",42475
"2443","Gellatly,J.A.",42475
"2444","Gellatly,J.A.",42475
"2445","Gellatly,J.A.",42475
"2446","Gellatly,J.A.",42475
"2447","Li,Z.",42475
"2448","Li,Z.",42475
"2449","Li,Z.",42475
"2450","Ramm,K.",42475
"2451","Ramm,K.",42475
"2452","Kositratana,W.",42475
"2453","Pederson,N.E.",10345
"2454","Pederson,N.E.",10345
"2455","Casey,J.T.I.I.",10345
"2456","Lozano,M.E.",51317
"2457","Lozano,M.E.",51317
"2458","Lozano,M.E.",51317
"2459","Lozano,M.E.",51317
"2460","Lozano,M.E.",51317
"2461","Lozano,M.E.",51317
"2462","Lozano,M.E.",51317
"2463","Posik,D.M.",51317
"2464","Posik,D.M.",51317
"2465","Posik,D.M.",51317
"2466","Posik,D.M.",51317
"2467","Posik,D.M.",51317
"2468","Posik,D.M.",51317
"2469","Albarino,C.G.",51317
"2470","Albarino,C.G.",51317
"2471","Albarino,C.G.",51317
"2472","Albarino,C.G.",51317
"2473","Albarino,C.G.",51317
"2474","Schujman,G.",51317
"2475","Schujman,G.",51317
"2476","Schujman,G.",51317
"2477","Schujman,G.",51317
"2478","Ghiringhelli,P.D.",51317
"2479","Ghiringhelli,P.D.",51317
"2480","Ghiringhelli,P.D.",51317
"2481","Calderon,G.",51317
"2482","Calderon,G.",51317
"2483","Sabattini,M.",51317
"2484","Takehisa,J.",11676
"2485","Takehisa,J.",11676
"2486","Takehisa,J.",11676
"2487","Takehisa,J.",11676
"2488","Takehisa,J.",11676
"2489","Takehisa,J.",11676
"2490","Takehisa,J.",11676
"2491","Takehisa,J.",11676
"2492","Takehisa,J.",11676
"2493","Takehisa,J.",11676
"2494","Takehisa,J.",11676
"2495","Takehisa,J.",11676
"2496","Osei-Kwasi,M.",11676
"2497","Osei-Kwasi,M.",11676
"2498","Osei-Kwasi,M.",11676
"2499","Osei-Kwasi,M.",11676
"2500","Osei-Kwasi,M.",11676
"2501","Osei-Kwasi,M.",11676
"2502","Osei-Kwasi,M.",11676
"2503","Osei-Kwasi,M.",11676
"2504","Osei-Kwasi,M.",11676
"2505","Osei-Kwasi,M.",11676
"2506","Osei-Kwasi,M.",11676
"2507","Ayisi,N.K.",11676
"2508","Ayisi,N.K.",11676
"2509","Ayisi,N.K.",11676
"2510","Ayisi,N.K.",11676
"2511","Ayisi,N.K.",11676
"2512","Ayisi,N.K.",11676
"2513","Ayisi,N.K.",11676
"2514","Ayisi,N.K.",11676
"2515","Ayisi,N.K.",11676
"2516","Ayisi,N.K.",11676
"2517","Hishida,O.",11676
"2518","Hishida,O.",11676
"2519","Hishida,O.",11676
"2520","Hishida,O.",11676
"2521","Hishida,O.",11676
"2522","Hishida,O.",11676
"2523","Hishida,O.",11676
"2524","Hishida,O.",11676
"2525","Hishida,O.",11676
"2526","Miura,T.",11676
"2527","Miura,T.",11676
"2528","Miura,T.",11676
"2529","Miura,T.",11676
"2530","Miura,T.",11676
"2531","Miura,T.",11676
"2532","Miura,T.",11676
"2533","Miura,T.",11676
"2534","Igarashi,T.",11676
"2535","Igarashi,T.",11676
"2536","Igarashi,T.",11676
"2537","Igarashi,T.",11676
"2538","Igarashi,T.",11676
"2539","Igarashi,T.",11676
"2540","Igarashi,T.",11676
"2541","Brandful,J.",11676
"2542","Brandful,J.",11676
"2543","Brandful,J.",11676
"2544","Brandful,J.",11676
"2545","Brandful,J.",11676
"2546","Brandful,J.",11676
"2547","Ampofo,W.",11676
"2548","Ampofo,W.",11676
"2549","Ampofo,W.",11676
"2550","Ampofo,W.",11676
"2551","Ampofo,W.",11676
"2552","Netty,V.B.A.",11676
"2553","Netty,V.B.A.",11676
"2554","Netty,V.B.A.",11676
"2555","Netty,V.B.A.",11676
"2556","Mensah,M.",11676
"2557","Mensah,M.",11676
"2558","Mensah,M.",11676
"2559","Yamashita,M.",11676
"2560","Yamashita,M.",11676
"2561","Ido,E.",11676
"2562","Sokhandan,N.",31732
"2563","Sokhandan,N.",31732
"2564","Gillings,M.R.",31732
"2565","Celix,A.",51330
"2566","Celix,A.",51330
"2567","Almarza,N.",51330
"2568","Le,T.H.",51313
"2569","Le,T.H.",51313
"2570","Le,T.H.",51313
"2571","Le,T.H.",51313
"2572","Le,T.H.",51313
"2573","Le,T.H.",51313
"2574","Wu,T.",51313
"2575","Wu,T.",51313
"2576","Wu,T.",51313
"2577","Wu,T.",51313
"2578","Wu,T.",51313
"2579","Robertson,A.",51313
"2580","Robertson,A.",51313
"2581","Robertson,A.",51313
"2582","Robertson,A.",51313
"2583","Bulach,D.",51313
"2584","Bulach,D.",51313
"2585","Bulach,D.",51313
"2586","Cowan,P.",51313
"2587","Cowan,P.",51313
"2588","Goodge,K.",51313
"2589","Le,T.H.",51313
"2590","Le,T.H.",51313
"2591","Le,T.H.",51313
"2592","Le,T.H.",51313
"2593","Le,T.H.",51313
"2594","Le,T.H.",51313
"2595","Wu,T.",51313
"2596","Wu,T.",51313
"2597","Wu,T.",51313
"2598","Wu,T.",51313
"2599","Wu,T.",51313
"2600","Robertson,A.",51313
"2601","Robertson,A.",51313
"2602","Robertson,A.",51313
"2603","Robertson,A.",51313
"2604","Bulach,D.",51313
"2605","Bulach,D.",51313
"2606","Bulach,D.",51313
"2607","Cowan,P.",51313
"2608","Cowan,P.",51313
"2609","Goodge,K.",51313
"2610","Le,T.H.",51313
"2611","Le,T.H.",51313
"2612","Le,T.H.",51313
"2613","Le,T.H.",51313
"2614","Le,T.H.",51313
"2615","Le,T.H.",51313
"2616","Wu,T.",51313
"2617","Wu,T.",51313
"2618","Wu,T.",51313
"2619","Wu,T.",51313
"2620","Wu,T.",51313
"2621","Robertson,A.",51313
"2622","Robertson,A.",51313
"2623","Robertson,A.",51313
"2624","Robertson,A.",51313
"2625","Bulach,D.",51313
"2626","Bulach,D.",51313
"2627","Bulach,D.",51313
"2628","Cowan,P.",51313
"2629","Cowan,P.",51313
"2630","Goodge,K.",51313
"2631","Wu,T.",10468
"2632","Tian,T.",72750
"2633","Tian,T.",72750
"2634","Tian,T.",72750
"2635","Tian,T.",72750
"2636","Tian,T.",72750
"2637","Klaassen,V.A.",72750
"2638","Klaassen,V.A.",72750
"2639","Klaassen,V.A.",72750
"2640","Klaassen,V.A.",72750
"2641","Soong,J.",72750
"2642","Soong,J.",72750
"2643","Soong,J.",72750
"2644","Wisler,G.",72750
"2645","Wisler,G.",72750
"2646","Duffus,J.E.",72750
"2647","Chang,K.S.S.",11676
"2648","Chang,K.S.S.",11676
"2649","Chang,K.S.S.",11676
"2650","Chang,K.S.S.",11676
"2651","Chang,K.S.S.",11676
"2652","Chang,K.S.S.",11676
"2653","Chang,K.S.S.",11676
"2654","Lin,C.I.",11676
"2655","Lin,C.I.",11676
"2656","Lin,C.I.",11676
"2657","Lin,C.I.",11676
"2658","Lin,C.I.",11676
"2659","Lin,C.I.",11676
"2660","Chen,J.H.",11676
"2661","Chen,J.H.",11676
"2662","Chen,J.H.",11676
"2663","Chen,J.H.",11676
"2664","Chen,J.H.",11676
"2665","Shih,C.H.",11676
"2666","Shih,C.H.",11676
"2667","Shih,C.H.",11676
"2668","Shih,C.H.",11676
"2669","Lin,H.C.",11676
"2670","Lin,H.C.",11676
"2671","Lin,H.C.",11676
"2672","Lin,R.Y.",11676
"2673","Lin,R.Y.",11676
"2674","Twu,S.C.",11676
"2675","Chang,K.S.S.",11676
"2676","Chang,K.S.S.",11676
"2677","Chang,K.S.S.",11676
"2678","Chang,K.S.S.",11676
"2679","Chang,K.S.S.",11676
"2680","Chang,K.S.S.",11676
"2681","Chang,K.S.S.",11676
"2682","Lin,C.I.",11676
"2683","Lin,C.I.",11676
"2684","Lin,C.I.",11676
"2685","Lin,C.I.",11676
"2686","Lin,C.I.",11676
"2687","Lin,C.I.",11676
"2688","Chen,J.H.",11676
"2689","Chen,J.H.",11676
"2690","Chen,J.H.",11676
"2691","Chen,J.H.",11676
"2692","Chen,J.H.",11676
"2693","Shih,C.H.",11676
"2694","Shih,C.H.",11676
"2695","Shih,C.H.",11676
"2696","Shih,C.H.",11676
"2697","Lin,H.C.",11676
"2698","Lin,H.C.",11676
"2699","Lin,H.C.",11676
"2700","Lin,J.Y.",11676
"2701","Lin,J.Y.",11676
"2702","Twu,S.C.",11676
"2703","Chang,K.S.S.",11676
"2704","Chang,K.S.S.",11676
"2705","Chang,K.S.S.",11676
"2706","Chang,K.S.S.",11676
"2707","Chang,K.S.S.",11676
"2708","Chang,K.S.S.",11676
"2709","Lin,C.I.",11676
"2710","Lin,C.I.",11676
"2711","Lin,C.I.",11676
"2712","Lin,C.I.",11676
"2713","Lin,C.I.",11676
"2714","Lo,H.W.",11676
"2715","Lo,H.W.",11676
"2716","Lo,H.W.",11676
"2717","Lo,H.W.",11676
"2718","Lin,H.C.",11676
"2719","Lin,H.C.",11676
"2720","Lin,H.C.",11676
"2721","Lin,J.Y.",11676
"2722","Lin,J.Y.",11676
"2723","Twu,S.C.",11676
"2724","Wang,H.-L.",54290
"2725","Wang,H.-L.",54290
"2726","Hou,Y.-D.",54290
"2727","Reddick,B.B.",51354
"2728","Reddick,B.B.",51354
"2729","Law,M.D.",51354
"2730","Berke,T.",150080
"2731","Berke,T.",150080
"2732","Berke,T.",150080
"2733","Berke,T.",150080
"2734","Berke,T.",150080
"2735","Berke,T.",150080
"2736","Golding,B.",150080
"2737","Golding,B.",150080
"2738","Golding,B.",150080
"2739","Golding,B.",150080
"2740","Golding,B.",150080
"2741","Jiang,X.",150080
"2742","Jiang,X.",150080
"2743","Jiang,X.",150080
"2744","Jiang,X.",150080
"2745","Cubitt,D.W.",150080
"2746","Cubitt,D.W.",150080
"2747","Cubitt,D.W.",150080
"2748","Wolfaardt,M.",150080
"2749","Wolfaardt,M.",150080
"2750","Smith,A.W.",150080
"2751","Pertel,P.E.",10298
"2752","Roye,M.E.",51034
"2753","Roye,M.E.",51034
"2754","McLaughlin,W.A.",51034
"2755","Sivamani,E.",31741
"2756","Porter,K.R.",11676
"2757","Porter,K.R.",11676
"2758","Porter,K.R.",11676
"2759","Porter,K.R.",11676
"2760","Porter,K.R.",11676
"2761","Porter,K.R.",11676
"2762","Porter,K.R.",11676
"2763","Porter,K.R.",11676
"2764","Porter,K.R.",11676
"2765","Porter,K.R.",11676
"2766","Porter,K.R.",11676
"2767","Porter,K.R.",11676
"2768","Porter,K.R.",11676
"2769","Mascola,J.R.",11676
"2770","Mascola,J.R.",11676
"2771","Mascola,J.R.",11676
"2772","Mascola,J.R.",11676
"2773","Mascola,J.R.",11676
"2774","Mascola,J.R.",11676
"2775","Mascola,J.R.",11676
"2776","Mascola,J.R.",11676
"2777","Mascola,J.R.",11676
"2778","Mascola,J.R.",11676
"2779","Mascola,J.R.",11676
"2780","Mascola,J.R.",11676
"2781","Hupudio,H.",11676
"2782","Hupudio,H.",11676
"2783","Hupudio,H.",11676
"2784","Hupudio,H.",11676
"2785","Hupudio,H.",11676
"2786","Hupudio,H.",11676
"2787","Hupudio,H.",11676
"2788","Hupudio,H.",11676
"2789","Hupudio,H.",11676
"2790","Hupudio,H.",11676
"2791","Hupudio,H.",11676
"2792","Ewing,D.",11676
"2793","Ewing,D.",11676
"2794","Ewing,D.",11676
"2795","Ewing,D.",11676
"2796","Ewing,D.",11676
"2797","Ewing,D.",11676
"2798","Ewing,D.",11676
"2799","Ewing,D.",11676
"2800","Ewing,D.",11676
"2801","Ewing,D.",11676
"2802","VanCott,T.C.",11676
"2803","VanCott,T.C.",11676
"2804","VanCott,T.C.",11676
"2805","VanCott,T.C.",11676
"2806","VanCott,T.C.",11676
"2807","VanCott,T.C.",11676
"2808","VanCott,T.C.",11676
"2809","VanCott,T.C.",11676
"2810","VanCott,T.C.",11676
"2811","Anthony,R.L.",11676
"2812","Anthony,R.L.",11676
"2813","Anthony,R.L.",11676
"2814","Anthony,R.L.",11676
"2815","Anthony,R.L.",11676
"2816","Anthony,R.L.",11676
"2817","Anthony,R.L.",11676
"2818","Anthony,R.L.",11676
"2819","Corwin,A.",11676
"2820","Corwin,A.",11676
"2821","Corwin,A.",11676
"2822","Corwin,A.",11676
"2823","Corwin,A.",11676
"2824","Corwin,A.",11676
"2825","Corwin,A.",11676
"2826","Widodo,S.",11676
"2827","Widodo,S.",11676
