"","Auth1","Auth2"
"3146","Creamer,R.","He,X.H."
"3147","Creamer,R.","Yang,C.H."
"3148","Creamer,R.","Grantham,G."
"3149","He,X.H.","Yang,C.H."
"3150","He,X.H.","Grantham,G."
"3151","Yang,C.H.","Grantham,G."
"3152","Sankale,J.L.","Sallier de la Tour,R."
"3153","Sankale,J.L.","Marlink,R.G."
"3154","Sankale,J.L.","Scheib,R."
"3155","Sankale,J.L.","Mboup,S."
"3156","Sankale,J.L.","Essex,M.E."
"3157","Sankale,J.L.","Kanki,P.J."
"3158","Sallier de la Tour,R.","Marlink,R.G."
"3159","Sallier de la Tour,R.","Scheib,R."
"3160","Sallier de la Tour,R.","Mboup,S."
"3161","Sallier de la Tour,R.","Essex,M.E."
"3162","Sallier de la Tour,R.","Kanki,P.J."
"3163","Marlink,R.G.","Scheib,R."
"3164","Marlink,R.G.","Mboup,S."
"3165","Marlink,R.G.","Essex,M.E."
"3166","Marlink,R.G.","Kanki,P.J."
"3167","Scheib,R.","Mboup,S."
"3168","Scheib,R.","Essex,M.E."
"3169","Scheib,R.","Kanki,P.J."
"3170","Mboup,S.","Essex,M.E."
"3171","Mboup,S.","Kanki,P.J."
"3172","Essex,M.E.","Kanki,P.J."
"3173","Sun,R.","Lin,S.-F."
"3174","Sun,R.","Miller,G."
"3175","Lin,S.-F.","Miller,G."
"3176","Arif,B.","Peng,H."
"3177","Estable,M.C.","Bell,B."
"3178","Estable,M.C.","Merzouki,A."
"3179","Estable,M.C.","Montaner,J.S."
"3180","Estable,M.C.","O'Shaughnessy,M.V."
"3181","Estable,M.C.","Sadowski,I.J."
"3182","Bell,B.","Merzouki,A."
"3183","Bell,B.","Montaner,J.S."
"3184","Bell,B.","O'Shaughnessy,M.V."
"3185","Bell,B.","Sadowski,I.J."
"3186","Merzouki,A.","Montaner,J.S."
"3187","Merzouki,A.","O'Shaughnessy,M.V."
"3188","Merzouki,A.","Sadowski,I.J."
"3189","Montaner,J.S.","O'Shaughnessy,M.V."
"3190","Montaner,J.S.","Sadowski,I.J."
"3191","O'Shaughnessy,M.V.","Sadowski,I.J."
"3192","Chiemsombat,P.","Sae-ung,N."
"3193","Chiemsombat,P.","Siriwongse,P."
"3194","Chiemsombat,P.","Kittipakorn,K."
"3195","Chiemsombat,P.","Attathom,S."
"3196","Sae-ung,N.","Siriwongse,P."
"3197","Sae-ung,N.","Kittipakorn,K."
"3198","Sae-ung,N.","Attathom,S."
"3199","Siriwongse,P.","Kittipakorn,K."
"3200","Siriwongse,P.","Attathom,S."
"3201","Kittipakorn,K.","Attathom,S."
"3202","Sae-ung,N.","Chiemsombat,P."
"3203","Sae-ung,N.","Uyeda,I."
"3204","Sae-ung,N.","Attathom,S."
"3205","Chiemsombat,P.","Uyeda,I."
"3206","Chiemsombat,P.","Attathom,S."
"3207","Uyeda,I.","Attathom,S."
"3208","Outlaw,M.C.","Pringle,C.R."
"3209","Xiong,Z.","Weng,Z."
"3210","Bon,J.B.","Mani,N."
"3211","Bon,J.B.","Jayaswal,R.K."
"3212","Mani,N.","Jayaswal,R.K."
"3213","Kongsuwan,K.","McWilliam,S.M."
"3214","Kongsuwan,K.","Cowley,J.A."
"3215","Kongsuwan,K.","Byrne,K.A."
"3216","Kongsuwan,K.","Walker,P.J."
"3217","McWilliam,S.M.","Cowley,J.A."
"3218","McWilliam,S.M.","Byrne,K.A."
"3219","McWilliam,S.M.","Walker,P.J."
"3220","Cowley,J.A.","Byrne,K.A."
"3221","Cowley,J.A.","Walker,P.J."
"3222","Byrne,K.A.","Walker,P.J."
"3223","Lin,M.T.","Nguyen,B.T."
"3224","Lin,M.T.","Binh,T.V."
"3225","Lin,M.T.","Be,T.V."
"3226","Lin,M.T.","Chiang,T.Y."
"3227","Lin,M.T.","Tseng,L.H."
"3228","Lin,M.T.","Yang,Y.C."
"3229","Lin,M.T.","Lin,K.H."
"3230","Lin,M.T.","Chen,Y.C."
"3231","Nguyen,B.T.","Binh,T.V."
"3232","Nguyen,B.T.","Be,T.V."
"3233","Nguyen,B.T.","Chiang,T.Y."
"3234","Nguyen,B.T.","Tseng,L.H."
"3235","Nguyen,B.T.","Yang,Y.C."
"3236","Nguyen,B.T.","Lin,K.H."
"3237","Nguyen,B.T.","Chen,Y.C."
"3238","Binh,T.V.","Be,T.V."
"3239","Binh,T.V.","Chiang,T.Y."
"3240","Binh,T.V.","Tseng,L.H."
"3241","Binh,T.V.","Yang,Y.C."
"3242","Binh,T.V.","Lin,K.H."
"3243","Binh,T.V.","Chen,Y.C."
"3244","Be,T.V.","Chiang,T.Y."
"3245","Be,T.V.","Tseng,L.H."
"3246","Be,T.V.","Yang,Y.C."
"3247","Be,T.V.","Lin,K.H."
"3248","Be,T.V.","Chen,Y.C."
"3249","Chiang,T.Y.","Tseng,L.H."
"3250","Chiang,T.Y.","Yang,Y.C."
"3251","Chiang,T.Y.","Lin,K.H."
"3252","Chiang,T.Y.","Chen,Y.C."
"3253","Tseng,L.H.","Yang,Y.C."
"3254","Tseng,L.H.","Lin,K.H."
"3255","Tseng,L.H.","Chen,Y.C."
"3256","Yang,Y.C.","Lin,K.H."
"3257","Yang,Y.C.","Chen,Y.C."
"3258","Lin,K.H.","Chen,Y.C."
"3259","Chan,S.-Y.","Ostrow,R.S."
"3260","Chan,S.-Y.","Faras,A.J."
"3261","Chan,S.-Y.","Bernard,H.U."
"3262","Ostrow,R.S.","Faras,A.J."
"3263","Ostrow,R.S.","Bernard,H.U."
"3264","Faras,A.J.","Bernard,H.U."
"3265","Yamada,Y.K.","Takimoto,K."
"3266","Yamada,Y.K.","Yabe,M."
"3267","Yamada,Y.K.","Taguchi,F."
"3268","Takimoto,K.","Yabe,M."
"3269","Takimoto,K.","Taguchi,F."
"3270","Yabe,M.","Taguchi,F."
"3271","Attoui,H.","de Lamballerie,X."
"3272","Zhang,F.","Li,Y."
"3273","Zhang,F.","Liu,Y."
"3274","Zhang,F.","An,C."
"3275","Zhang,F.","Chen,Z."
"3276","Li,Y.","Liu,Y."
"3277","Li,Y.","An,C."
"3278","Li,Y.","Chen,Z."
"3279","Liu,Y.","An,C."
"3280","Liu,Y.","Chen,Z."
"3281","An,C.","Chen,Z."
"3282","Tan,D.","Blaschek,H.P."
"3283","Murphy,E.L.","Mahieux,R."
"3284","Murphy,E.L.","De The,G."
"3285","Murphy,E.L.","Gessain,A."
"3286","Mahieux,R.","De The,G."
"3287","Mahieux,R.","Gessain,A."
"3288","De The,G.","Gessain,A."
"3289","Djavani,M.","Lukashevich,I."
"3290","Djavani,M.","Sanchez,A."
"3291","Djavani,M.","Nichol,S.T."
"3292","Djavani,M.","Salvato,M.S."
"3293","Lukashevich,I.","Sanchez,A."
"3294","Lukashevich,I.","Nichol,S.T."
"3295","Lukashevich,I.","Salvato,M.S."
"3296","Sanchez,A.","Nichol,S.T."
"3297","Sanchez,A.","Salvato,M.S."
"3298","Nichol,S.T.","Salvato,M.S."
"3299","Chang,K.S.S.","Lin,C.I."
"3300","Chang,K.S.S.","Chen,J.H."
"3301","Chang,K.S.S.","Shih,C.H."
"3302","Chang,K.S.S.","Lin,H.C."
"3303","Chang,K.S.S.","Lin,J.Y."
"3304","Chang,K.S.S.","Twu,S.C."
"3305","Chang,K.S.S.","Salminen,M.O."
"3306","Lin,C.I.","Chen,J.H."
"3307","Lin,C.I.","Shih,C.H."
"3308","Lin,C.I.","Lin,H.C."
"3309","Lin,C.I.","Lin,J.Y."
"3310","Lin,C.I.","Twu,S.C."
"3311","Lin,C.I.","Salminen,M.O."
"3312","Chen,J.H.","Shih,C.H."
"3313","Chen,J.H.","Lin,H.C."
"3314","Chen,J.H.","Lin,J.Y."
"3315","Chen,J.H.","Twu,S.C."
"3316","Chen,J.H.","Salminen,M.O."
"3317","Shih,C.H.","Lin,H.C."
"3318","Shih,C.H.","Lin,J.Y."
"3319","Shih,C.H.","Twu,S.C."
"3320","Shih,C.H.","Salminen,M.O."
"3321","Lin,H.C.","Lin,J.Y."
"3322","Lin,H.C.","Twu,S.C."
"3323","Lin,H.C.","Salminen,M.O."
"3324","Lin,J.Y.","Twu,S.C."
"3325","Lin,J.Y.","Salminen,M.O."
"3326","Twu,S.C.","Salminen,M.O."
"3327","Chang,K.S.S.","Lin,C.-I."
"3328","Chang,K.S.S.","Salminen,M.O."
"3329","Chang,K.S.S.","Liao,S.-K."
"3330","Chang,K.S.S.","Wu,A.M."
"3331","Chang,K.S.S.","Lin,H.-C."
"3332","Chang,K.S.S.","Lin,R.-Y."
"3333","Chang,K.S.S.","Twu,S.-C."
"3334","Lin,C.-I.","Salminen,M.O."
"3335","Lin,C.-I.","Liao,S.-K."
"3336","Lin,C.-I.","Wu,A.M."
"3337","Lin,C.-I.","Lin,H.-C."
"3338","Lin,C.-I.","Lin,R.-Y."
"3339","Lin,C.-I.","Twu,S.-C."
"3340","Salminen,M.O.","Liao,S.-K."
"3341","Salminen,M.O.","Wu,A.M."
"3342","Salminen,M.O.","Lin,H.-C."
"3343","Salminen,M.O.","Lin,R.-Y."
"3344","Salminen,M.O.","Twu,S.-C."
"3345","Liao,S.-K.","Wu,A.M."
"3346","Liao,S.-K.","Lin,H.-C."
"3347","Liao,S.-K.","Lin,R.-Y."
"3348","Liao,S.-K.","Twu,S.-C."
"3349","Wu,A.M.","Lin,H.-C."
"3350","Wu,A.M.","Lin,R.-Y."
"3351","Wu,A.M.","Twu,S.-C."
"3352","Lin,H.-C.","Lin,R.-Y."
"3353","Lin,H.-C.","Twu,S.-C."
"3354","Lin,R.-Y.","Twu,S.-C."
"3355","Chang,K.S.S.","Lin,C.I."
"3356","Chang,K.S.S.","Shih,C.H."
"3357","Chang,K.S.S.","Chen,J.H."
"3358","Chang,K.S.S.","Lo,H.W."
"3359","Chang,K.S.S.","Lin,H.C."
"3360","Chang,K.S.S.","Lin,J.Y."
"3361","Chang,K.S.S.","Twu,S.C."
"3362","Chang,K.S.S.","Salminen,M.O."
"3363","Lin,C.I.","Shih,C.H."
"3364","Lin,C.I.","Chen,J.H."
"3365","Lin,C.I.","Lo,H.W."
"3366","Lin,C.I.","Lin,H.C."
"3367","Lin,C.I.","Lin,J.Y."
"3368","Lin,C.I.","Twu,S.C."
"3369","Lin,C.I.","Salminen,M.O."
"3370","Shih,C.H.","Chen,J.H."
"3371","Shih,C.H.","Lo,H.W."
"3372","Shih,C.H.","Lin,H.C."
"3373","Shih,C.H.","Lin,J.Y."
"3374","Shih,C.H.","Twu,S.C."
"3375","Shih,C.H.","Salminen,M.O."
"3376","Chen,J.H.","Lo,H.W."
"3377","Chen,J.H.","Lin,H.C."
"3378","Chen,J.H.","Lin,J.Y."
"3379","Chen,J.H.","Twu,S.C."
"3380","Chen,J.H.","Salminen,M.O."
"3381","Lo,H.W.","Lin,H.C."
"3382","Lo,H.W.","Lin,J.Y."
"3383","Lo,H.W.","Twu,S.C."
"3384","Lo,H.W.","Salminen,M.O."
"3385","Lin,H.C.","Lin,J.Y."
"3386","Lin,H.C.","Twu,S.C."
"3387","Lin,H.C.","Salminen,M.O."
"3388","Lin,J.Y.","Twu,S.C."
"3389","Lin,J.Y.","Salminen,M.O."
"3390","Twu,S.C.","Salminen,M.O."
"3391","Liu,B.L.","Lambden,P.R."
"3392","Liu,B.L.","Clarke,I.N."
"3393","Liu,B.L.","Noel,J.S."
"3394","Liu,B.L.","Ando,T."
"3395","Liu,B.L.","Humphrey,C.D."
"3396","Liu,B.L.","Groves,C."
"3397","Liu,B.L.","Monroe,S.S."
"3398","Lambden,P.R.","Clarke,I.N."
"3399","Lambden,P.R.","Noel,J.S."
"3400","Lambden,P.R.","Ando,T."
"3401","Lambden,P.R.","Humphrey,C.D."
"3402","Lambden,P.R.","Groves,C."
"3403","Lambden,P.R.","Monroe,S.S."
"3404","Clarke,I.N.","Noel,J.S."
"3405","Clarke,I.N.","Ando,T."
"3406","Clarke,I.N.","Humphrey,C.D."
"3407","Clarke,I.N.","Groves,C."
"3408","Clarke,I.N.","Monroe,S.S."
"3409","Noel,J.S.","Ando,T."
"3410","Noel,J.S.","Humphrey,C.D."
"3411","Noel,J.S.","Groves,C."
"3412","Noel,J.S.","Monroe,S.S."
"3413","Ando,T.","Humphrey,C.D."
"3414","Ando,T.","Groves,C."
"3415","Ando,T.","Monroe,S.S."
"3416","Humphrey,C.D.","Groves,C."
"3417","Humphrey,C.D.","Monroe,S.S."
"3418","Groves,C.","Monroe,S.S."
"3419","Agostini,H.T.","Ryschkewitsch,C.F."
"3420","Agostini,H.T.","Brubaker,G.R."
"3421","Agostini,H.T.","Stoner,G.L."
"3422","Ryschkewitsch,C.F.","Brubaker,G.R."
"3423","Ryschkewitsch,C.F.","Stoner,G.L."
"3424","Brubaker,G.R.","Stoner,G.L."
"3425","Xiao,J.","Li,Y."
"3426","Xiao,J.","Chen,Z."
"3427","Li,Y.","Chen,Z."
"3428","Chiang,B.-T.","Nakhla,M.K."
"3429","Chiang,B.-T.","Maxwell,D.P."
"3430","Chiang,B.-T.","Schoenfelder,M."
"3431","Chiang,B.-T.","Green,S.K."
"3432","Nakhla,M.K.","Maxwell,D.P."
"3433","Nakhla,M.K.","Schoenfelder,M."
"3434","Nakhla,M.K.","Green,S.K."
"3435","Maxwell,D.P.","Schoenfelder,M."
"3436","Maxwell,D.P.","Green,S.K."
"3437","Schoenfelder,M.","Green,S.K."
"3438","Agostini,H.T.","Ryschkewitsch,C.F."
"3439","Agostini,H.T.","Brubaker,G.R."
"3440","Agostini,H.T.","Stoner,G.L."
"3441","Ryschkewitsch,C.F.","Brubaker,G.R."
"3442","Ryschkewitsch,C.F.","Stoner,G.L."
"3443","Brubaker,G.R.","Stoner,G.L."
"3444","Roye,M.E.","McLaughlin,W.A."
"3445","Roye,M.E.","Maxwell,D.P.Th."
"3446","McLaughlin,W.A.","Maxwell,D.P.Th."
"3447","Guenther,S.","Sommer,G."
"3448","Guenther,S.","Plikat,U."
"3449","Guenther,S.","Iwanska,A."
"3450","Guenther,S.","Wain-Hobson,S."
"3451","Guenther,S.","Will,H."
"3452","Guenther,S.","Meyerhans,A."
"3453","Sommer,G.","Plikat,U."
"3454","Sommer,G.","Iwanska,A."
"3455","Sommer,G.","Wain-Hobson,S."
"3456","Sommer,G.","Will,H."
"3457","Sommer,G.","Meyerhans,A."
"3458","Plikat,U.","Iwanska,A."
"3459","Plikat,U.","Wain-Hobson,S."
"3460","Plikat,U.","Will,H."
"3461","Plikat,U.","Meyerhans,A."
"3462","Iwanska,A.","Wain-Hobson,S."
"3463","Iwanska,A.","Will,H."
"3464","Iwanska,A.","Meyerhans,A."
"3465","Wain-Hobson,S.","Will,H."
"3466","Wain-Hobson,S.","Meyerhans,A."
"3467","Will,H.","Meyerhans,A."
"3468","Neipel,F.","Albrecht,J.-C."
"3469","Neipel,F.","Ensser,A."
"3470","Neipel,F.","Huang,Y.-Q."
"3471","Neipel,F.","Li,J.J."
"3472","Neipel,F.","Friedman-Kien,A.-E."
"3473","Neipel,F.","Fleckenstein,B."
"3474","Albrecht,J.-C.","Ensser,A."
"3475","Albrecht,J.-C.","Huang,Y.-Q."
"3476","Albrecht,J.-C.","Li,J.J."
"3477","Albrecht,J.-C.","Friedman-Kien,A.-E."
"3478","Albrecht,J.-C.","Fleckenstein,B."
"3479","Ensser,A.","Huang,Y.-Q."
"3480","Ensser,A.","Li,J.J."
"3481","Ensser,A.","Friedman-Kien,A.-E."
"3482","Ensser,A.","Fleckenstein,B."
"3483","Huang,Y.-Q.","Li,J.J."
"3484","Huang,Y.-Q.","Friedman-Kien,A.-E."
"3485","Huang,Y.-Q.","Fleckenstein,B."
"3486","Li,J.J.","Friedman-Kien,A.-E."
"3487","Li,J.J.","Fleckenstein,B."
"3488","Friedman-Kien,A.-E.","Fleckenstein,B."
"3489","Maree,F.F.","Huismans,H."
"3490","Lee,E.","Stocks,C."
"3491","Lee,E.","Lobigs,P."
"3492","Lee,E.","Hislop,A."
"3493","Lee,E.","Straub,J."
"3494","Lee,E.","Marshall,I."
"3495","Lee,E.","Weir,R."
"3496","Lee,E.","Dalgarno,L."
"3497","Stocks,C.","Lobigs,P."
"3498","Stocks,C.","Hislop,A."
"3499","Stocks,C.","Straub,J."
"3500","Stocks,C.","Marshall,I."
"3501","Stocks,C.","Weir,R."
"3502","Stocks,C.","Dalgarno,L."
"3503","Lobigs,P.","Hislop,A."
"3504","Lobigs,P.","Straub,J."
"3505","Lobigs,P.","Marshall,I."
"3506","Lobigs,P.","Weir,R."
"3507","Lobigs,P.","Dalgarno,L."
"3508","Hislop,A.","Straub,J."
"3509","Hislop,A.","Marshall,I."
"3510","Hislop,A.","Weir,R."
"3511","Hislop,A.","Dalgarno,L."
"3512","Straub,J.","Marshall,I."
"3513","Straub,J.","Weir,R."
"3514","Straub,J.","Dalgarno,L."
"3515","Marshall,I.","Weir,R."
"3516","Marshall,I.","Dalgarno,L."
"3517","Weir,R.","Dalgarno,L."
"3518","Fackler,O.T.","Kienzle,N."
"3519","Fackler,O.T.","Sauter,M."
"3520","Fackler,O.T.","Loth,S."
"3521","Fackler,O.T.","Mueller-Lantzsch,N."
"3522","Kienzle,N.","Sauter,M."
"3523","Kienzle,N.","Loth,S."
"3524","Kienzle,N.","Mueller-Lantzsch,N."
"3525","Sauter,M.","Loth,S."
"3526","Sauter,M.","Mueller-Lantzsch,N."
"3527","Loth,S.","Mueller-Lantzsch,N."
"3528","Piec,T.L.","Palombo,E.A."
"3529","Piec,T.L.","Bishop,R.F."
"3530","Palombo,E.A.","Bishop,R.F."
"3531","du Plessis,M.","Nel,L.H."
"3532","Roye,M.E.","McLaughlin,W.A."
"3533","Roye,M.E.","Maxwell,D.P."
"3534","McLaughlin,W.A.","Maxwell,D.P."
"3535","Zhou,Y.S.","Wang,H.T."
"3536","Kang,S.K.","Woo,S.D."
"3537","Kang,S.K.","Kim,H.U."
"3538","Woo,S.D.","Kim,H.U."
"3539","Chu,F.-H.","Yeh,S.-D."
"3540","Chen,Z.","Luckay,A."
"3541","Chen,Z.","Sodora,D."
"3542","Chen,Z.","Telfer,P."
"3543","Chen,Z.","Gettie,A."
"3544","Chen,Z.","Kanu,J.M."
"3545","Chen,Z.","Ho,D.D."
"3546","Chen,Z.","Zhang,L."
"3547","Chen,Z.","Marx,P.A."
"3548","Luckay,A.","Sodora,D."
"3549","Luckay,A.","Telfer,P."
"3550","Luckay,A.","Gettie,A."
"3551","Luckay,A.","Kanu,J.M."
"3552","Luckay,A.","Ho,D.D."
"3553","Luckay,A.","Zhang,L."
"3554","Luckay,A.","Marx,P.A."
"3555","Sodora,D.","Telfer,P."
"3556","Sodora,D.","Gettie,A."
"3557","Sodora,D.","Kanu,J.M."
"3558","Sodora,D.","Ho,D.D."
"3559","Sodora,D.","Zhang,L."
"3560","Sodora,D.","Marx,P.A."
"3561","Telfer,P.","Gettie,A."
"3562","Telfer,P.","Kanu,J.M."
"3563","Telfer,P.","Ho,D.D."
"3564","Telfer,P.","Zhang,L."
"3565","Telfer,P.","Marx,P.A."
"3566","Gettie,A.","Kanu,J.M."
"3567","Gettie,A.","Ho,D.D."
"3568","Gettie,A.","Zhang,L."
"3569","Gettie,A.","Marx,P.A."
"3570","Kanu,J.M.","Ho,D.D."
"3571","Kanu,J.M.","Zhang,L."
"3572","Kanu,J.M.","Marx,P.A."
"3573","Ho,D.D.","Zhang,L."
"3574","Ho,D.D.","Marx,P.A."
"3575","Zhang,L.","Marx,P.A."
"3576","Gagnon,C.A.","Dea,S."
"3577","Hall,J.S.","Adams,B."
"3578","Hall,J.S.","Parsons,T.J."
"3579","Hall,J.S.","French,R."
"3580","Hall,J.S.","Lane,L."
"3581","Hall,J.S.","Jensen,S.G."
"3582","Adams,B.","Parsons,T.J."
"3583","Adams,B.","French,R."
"3584","Adams,B.","Lane,L."
"3585","Adams,B.","Jensen,S.G."
"3586","Parsons,T.J.","French,R."
"3587","Parsons,T.J.","Lane,L."
"3588","Parsons,T.J.","Jensen,S.G."
"3589","French,R.","Lane,L."
"3590","French,R.","Jensen,S.G."
"3591","Lane,L.","Jensen,S.G."
"3592","Takehisa,J.","Osei-Kwasi,M."
"3593","Takehisa,J.","Ayisi,N.K."
"3594","Takehisa,J.","Hishida,O."
"3595","Takehisa,J.","Miura,T."
"3596","Takehisa,J.","Igarashi,T."
"3597","Takehisa,J.","Brandful,J."
"3598","Takehisa,J.","Ampofo,J."
"3599","Takehisa,J.","Netty,V.B.A."
"3600","Takehisa,J.","Mensah,M."
"3601","Takehisa,J.","Yamashita,M."
"3602","Takehisa,J.","Ido,E."
"3603","Takehisa,J.","Hayami,M."
"3604","Osei-Kwasi,M.","Ayisi,N.K."
"3605","Osei-Kwasi,M.","Hishida,O."
"3606","Osei-Kwasi,M.","Miura,T."
"3607","Osei-Kwasi,M.","Igarashi,T."
"3608","Osei-Kwasi,M.","Brandful,J."
"3609","Osei-Kwasi,M.","Ampofo,J."
"3610","Osei-Kwasi,M.","Netty,V.B.A."
"3611","Osei-Kwasi,M.","Mensah,M."
"3612","Osei-Kwasi,M.","Yamashita,M."
"3613","Osei-Kwasi,M.","Ido,E."
"3614","Osei-Kwasi,M.","Hayami,M."
"3615","Ayisi,N.K.","Hishida,O."
"3616","Ayisi,N.K.","Miura,T."
"3617","Ayisi,N.K.","Igarashi,T."
"3618","Ayisi,N.K.","Brandful,J."
"3619","Ayisi,N.K.","Ampofo,J."
"3620","Ayisi,N.K.","Netty,V.B.A."
"3621","Ayisi,N.K.","Mensah,M."
"3622","Ayisi,N.K.","Yamashita,M."
"3623","Ayisi,N.K.","Ido,E."
"3624","Ayisi,N.K.","Hayami,M."
"3625","Hishida,O.","Miura,T."
"3626","Hishida,O.","Igarashi,T."
"3627","Hishida,O.","Brandful,J."
"3628","Hishida,O.","Ampofo,J."
"3629","Hishida,O.","Netty,V.B.A."
"3630","Hishida,O.","Mensah,M."
"3631","Hishida,O.","Yamashita,M."
"3632","Hishida,O.","Ido,E."
"3633","Hishida,O.","Hayami,M."
"3634","Miura,T.","Igarashi,T."
"3635","Miura,T.","Brandful,J."
"3636","Miura,T.","Ampofo,J."
"3637","Miura,T.","Netty,V.B.A."
"3638","Miura,T.","Mensah,M."
"3639","Miura,T.","Yamashita,M."
"3640","Miura,T.","Ido,E."
"3641","Miura,T.","Hayami,M."
"3642","Igarashi,T.","Brandful,J."
"3643","Igarashi,T.","Ampofo,J."
"3644","Igarashi,T.","Netty,V.B.A."
"3645","Igarashi,T.","Mensah,M."
"3646","Igarashi,T.","Yamashita,M."
"3647","Igarashi,T.","Ido,E."
"3648","Igarashi,T.","Hayami,M."
"3649","Brandful,J.","Ampofo,J."
"3650","Brandful,J.","Netty,V.B.A."
"3651","Brandful,J.","Mensah,M."
"3652","Brandful,J.","Yamashita,M."
"3653","Brandful,J.","Ido,E."
"3654","Brandful,J.","Hayami,M."
"3655","Ampofo,J.","Netty,V.B.A."
"3656","Ampofo,J.","Mensah,M."
"3657","Ampofo,J.","Yamashita,M."
"3658","Ampofo,J.","Ido,E."
"3659","Ampofo,J.","Hayami,M."
"3660","Netty,V.B.A.","Mensah,M."
"3661","Netty,V.B.A.","Yamashita,M."
"3662","Netty,V.B.A.","Ido,E."
"3663","Netty,V.B.A.","Hayami,M."
"3664","Mensah,M.","Yamashita,M."
"3665","Mensah,M.","Ido,E."
"3666","Mensah,M.","Hayami,M."
"3667","Yamashita,M.","Ido,E."
"3668","Yamashita,M.","Hayami,M."
"3669","Ido,E.","Hayami,M."
"3670","Roye,M.E.","McLaughlin,W.A."
"3671","Roye,M.E.","Maxwell,D.P."
"3672","McLaughlin,W.A.","Maxwell,D.P."
"3673","Rodriguez,L.L.","Nichol,S.T."
"3674","Rodriguez,L.L.","Schwarz,T.F."
"3675","Nichol,S.T.","Schwarz,T.F."
"3676","Hardy,M.E.","Kramer,S.F."
"3677","Hardy,M.E.","Treanor,J.J."
"3678","Hardy,M.E.","Estes,M.K."
"3679","Kramer,S.F.","Treanor,J.J."
"3680","Kramer,S.F.","Estes,M.K."
"3681","Treanor,J.J.","Estes,M.K."
"3682","Russo,J.J.","Bohenzky,R.A."
"3683","Russo,J.J.","Chien,M.-C."
"3684","Russo,J.J.","Chen,J."
"3685","Russo,J.J.","Yan,M."
"3686","Russo,J.J.","Maddalena,D."
"3687","Russo,J.J.","Parry,J.P."
"3688","Russo,J.J.","Peruzzi,D."
"3689","Russo,J.J.","Edelman,I.S."
"3690","Russo,J.J.","Chang,Y."
"3691","Russo,J.J.","Moore,P.S."
"3692","Bohenzky,R.A.","Chien,M.-C."
"3693","Bohenzky,R.A.","Chen,J."
"3694","Bohenzky,R.A.","Yan,M."
"3695","Bohenzky,R.A.","Maddalena,D."
"3696","Bohenzky,R.A.","Parry,J.P."
"3697","Bohenzky,R.A.","Peruzzi,D."
"3698","Bohenzky,R.A.","Edelman,I.S."
"3699","Bohenzky,R.A.","Chang,Y."
"3700","Bohenzky,R.A.","Moore,P.S."
"3701","Chien,M.-C.","Chen,J."
"3702","Chien,M.-C.","Yan,M."
"3703","Chien,M.-C.","Maddalena,D."
"3704","Chien,M.-C.","Parry,J.P."
"3705","Chien,M.-C.","Peruzzi,D."
"3706","Chien,M.-C.","Edelman,I.S."
"3707","Chien,M.-C.","Chang,Y."
"3708","Chien,M.-C.","Moore,P.S."
"3709","Chen,J.","Yan,M."
"3710","Chen,J.","Maddalena,D."
"3711","Chen,J.","Parry,J.P."
"3712","Chen,J.","Peruzzi,D."
"3713","Chen,J.","Edelman,I.S."
"3714","Chen,J.","Chang,Y."
"3715","Chen,J.","Moore,P.S."
"3716","Yan,M.","Maddalena,D."
"3717","Yan,M.","Parry,J.P."
"3718","Yan,M.","Peruzzi,D."
"3719","Yan,M.","Edelman,I.S."
"3720","Yan,M.","Chang,Y."
"3721","Yan,M.","Moore,P.S."
"3722","Maddalena,D.","Parry,J.P."
"3723","Maddalena,D.","Peruzzi,D."
"3724","Maddalena,D.","Edelman,I.S."
"3725","Maddalena,D.","Chang,Y."
"3726","Maddalena,D.","Moore,P.S."
"3727","Parry,J.P.","Peruzzi,D."
"3728","Parry,J.P.","Edelman,I.S."
"3729","Parry,J.P.","Chang,Y."
"3730","Parry,J.P.","Moore,P.S."
"3731","Peruzzi,D.","Edelman,I.S."
"3732","Peruzzi,D.","Chang,Y."
"3733","Peruzzi,D.","Moore,P.S."
"3734","Edelman,I.S.","Chang,Y."
"3735","Edelman,I.S.","Moore,P.S."
"3736","Chang,Y.","Moore,P.S."
"3737","Russo,J.J.","Bohenzky,R.A."
"3738","Russo,J.J.","Edelman,I.S."
"3739","Russo,J.J.","Chang,Y."
"3740","Russo,J.J.","Moore,P.S."
"3741","Bohenzky,R.A.","Edelman,I.S."
"3742","Bohenzky,R.A.","Chang,Y."
"3743","Bohenzky,R.A.","Moore,P.S."
"3744","Edelman,I.S.","Chang,Y."
"3745","Edelman,I.S.","Moore,P.S."
"3746","Chang,Y.","Moore,P.S."
"3747","Yang,C.-Y.","Chang,P.-C."
"3748","Yang,C.-Y.","Hwang,J.-M."
"3749","Yang,C.-Y.","Shieh,H.K."
"3750","Chang,P.-C.","Hwang,J.-M."
"3751","Chang,P.-C.","Shieh,H.K."
"3752","Hwang,J.-M.","Shieh,H.K."
"3753","Li,Q.-G.","Wadell,G."
"3754","Choi,D.J.","Dube,S."
"3755","Choi,D.J.","Spicer,T.P."
"3756","Choi,D.J.","Slade,H.B."
"3757","Choi,D.J.","Jensen,F.C."
"3758","Choi,D.J.","Poiesz,B.J."
"3759","Dube,S.","Spicer,T.P."
"3760","Dube,S.","Slade,H.B."
"3761","Dube,S.","Jensen,F.C."
"3762","Dube,S.","Poiesz,B.J."
"3763","Spicer,T.P.","Slade,H.B."
